Task,Method,Feature,SelectionEvents,RepeatsSelected,MeanRank,Repeats,RepeatSelectionFrequency
OLINK_COVID,LLSS,PCSK9,1,1,10.0,50,0.02
OLINK_COVID,LLSS,TNFB,1,1,10.0,50,0.02
OLINK_COVID,LLSS,VASN,1,1,10.0,50,0.02
OLINK_COVID,Lasso,IL5,167,50,2.5988023952095807,50,1.0
OLINK_COVID,Lasso,AXL,197,50,2.8934010152284264,50,1.0
OLINK_COVID,Lasso,TNFRSF13B,161,50,3.9627329192546585,50,1.0
OLINK_COVID,Lasso,REN,83,49,3.8072289156626504,50,0.98
OLINK_COVID,Lasso,FS,115,49,4.921739130434783,50,0.98
OLINK_COVID,Lasso,FCRL6,79,48,4.860759493670886,50,0.96
OLINK_COVID,Lasso,CXCL16,82,47,5.012195121951219,50,0.94
OLINK_COVID,Lasso,ST2,78,47,5.346153846153846,50,0.94
OLINK_COVID,Lasso,SIT1,66,44,6.015151515151516,50,0.88
OLINK_COVID,Lasso,SERPINA5,69,42,4.434782608695652,50,0.84
OLINK_COVID,Lasso,MMP-10,53,42,4.90566037735849,50,0.84
OLINK_COVID,Lasso,PRSS8,44,41,3.022727272727273,50,0.82
OLINK_COVID,Lasso,OSMR,41,38,4.390243902439025,50,0.76
OLINK_COVID,Lasso,NRP1,50,38,5.46,50,0.76
OLINK_COVID,Lasso,IL10,43,37,5.395348837209302,50,0.74
OLINK_COVID,Lasso,CNDP1,46,37,5.565217391304348,50,0.74
OLINK_COVID,Lasso,TNFRSF10A,38,33,5.342105263157895,50,0.66
OLINK_COVID,Lasso,IL-17D,43,31,6.8604651162790695,50,0.62
OLINK_COVID,Lasso,HAOX1,32,30,7.28125,50,0.6
OLINK_COVID,Lasso,FGF-19,37,28,6.081081081081081,50,0.56
OLINK_COVID,Lasso,HO-1,28,26,5.357142857142857,50,0.52
OLINK_COVID,Lasso,LPL,20,20,5.9,50,0.4
OLINK_COVID,Lasso,LIF,20,18,6.45,50,0.36
OLINK_COVID,Lasso,CA3,16,16,6.8125,50,0.32
OLINK_COVID,Lasso,IL1RL2,15,15,5.933333333333334,50,0.3
OLINK_COVID,Lasso,FETUB,18,15,6.833333333333333,50,0.3
OLINK_COVID,Lasso,ST6GAL1,14,14,5.5,50,0.28
OLINK_COVID,Lasso,GIF,13,13,7.230769230769231,50,0.26
OLINK_COVID,Lasso,NID1,11,11,5.363636363636363,50,0.22
OLINK_COVID,Lasso,CD28,11,11,7.0,50,0.22
OLINK_COVID,Lasso,MMP12,10,10,5.9,50,0.2
OLINK_COVID,Lasso,PTX3,11,10,6.545454545454546,50,0.2
OLINK_COVID,Lasso,IL-22 RA1,9,9,8.11111111111111,50,0.18
OLINK_COVID,Lasso,OPG,8,8,6.25,50,0.16
OLINK_COVID,Lasso,DCN,8,8,7.25,50,0.16
OLINK_COVID,Lasso,TNFRSF9,7,7,7.571428571428571,50,0.14
OLINK_COVID,Lasso,CX3CL1,6,6,6.333333333333333,50,0.12
OLINK_COVID,Lasso,GRN,7,6,6.571428571428571,50,0.12
OLINK_COVID,Lasso,Gal-9,6,6,6.666666666666667,50,0.12
OLINK_COVID,Lasso,PRDX1,7,6,6.714285714285714,50,0.12
OLINK_COVID,Lasso,Gal-4,8,6,7.0,50,0.12
OLINK_COVID,Lasso,COL18A1,6,6,7.166666666666667,50,0.12
OLINK_COVID,Lasso,IL-4RA,6,6,7.666666666666667,50,0.12
OLINK_COVID,Lasso,LILRB4,5,5,6.6,50,0.1
OLINK_COVID,Lasso,CNTNAP2,5,5,7.6,50,0.1
OLINK_COVID,Lasso,IL6,4,4,7.25,50,0.08
OLINK_COVID,Lasso,LILRB2,4,4,7.75,50,0.08
OLINK_COVID,Lasso,VASN,4,4,7.75,50,0.08
OLINK_COVID,Lasso,CD40,4,4,8.25,50,0.08
OLINK_COVID,Lasso,CHL1,4,4,8.25,50,0.08
OLINK_COVID,Lasso,CHIT1,4,4,8.5,50,0.08
OLINK_COVID,Lasso,TRANCE,4,4,8.75,50,0.08
OLINK_COVID,Lasso,CD83,3,3,4.666666666666667,50,0.06
OLINK_COVID,Lasso,IL-10RB,3,3,5.666666666666667,50,0.06
OLINK_COVID,Lasso,TGFBR3,3,3,9.333333333333334,50,0.06
OLINK_COVID,Lasso,QPCT,2,2,5.5,50,0.04
OLINK_COVID,Lasso,FGF-21,2,2,6.5,50,0.04
OLINK_COVID,Lasso,F7,2,2,7.0,50,0.04
OLINK_COVID,Lasso,CCL3,2,2,9.0,50,0.04
OLINK_COVID,Lasso,CPA1,2,2,9.0,50,0.04
OLINK_COVID,Lasso,NCAM1,2,2,9.0,50,0.04
OLINK_COVID,Lasso,PAM,2,2,10.0,50,0.04
OLINK_COVID,Lasso,IGFBP-2,1,1,4.0,50,0.02
OLINK_COVID,Lasso,CDCP1,1,1,5.0,50,0.02
OLINK_COVID,Lasso,IGFBP3,1,1,5.0,50,0.02
OLINK_COVID,Lasso,IL-20RA,1,1,7.0,50,0.02
OLINK_COVID,Lasso,IL-6RA,1,1,7.0,50,0.02
OLINK_COVID,Lasso,RARRES2,1,1,7.0,50,0.02
OLINK_COVID,Lasso,CEACAM8,1,1,8.0,50,0.02
OLINK_COVID,Lasso,CTSD,1,1,8.0,50,0.02
OLINK_COVID,Lasso,GT,1,1,8.0,50,0.02
OLINK_COVID,Lasso,IL-2RB,1,1,8.0,50,0.02
OLINK_COVID,Lasso,MB,1,1,8.0,50,0.02
OLINK_COVID,Lasso,PRTN3,1,1,8.0,50,0.02
OLINK_COVID,Lasso,TNFB,1,1,8.0,50,0.02
OLINK_COVID,Lasso,CR2,1,1,9.0,50,0.02
OLINK_COVID,Lasso,CXADR,1,1,9.0,50,0.02
OLINK_COVID,Lasso,MILR1,1,1,9.0,50,0.02
OLINK_COVID,Lasso,CD4,1,1,10.0,50,0.02
OLINK_COVID,Lasso,COMP,1,1,10.0,50,0.02
OLINK_COVID,Lasso,CTSL1,1,1,10.0,50,0.02
OLINK_COVID,Lasso,Ep-CAM,1,1,10.0,50,0.02
OLINK_COVID,Lasso,LOX-1,1,1,10.0,50,0.02
OLINK_COVID,Lasso,NTF4,1,1,10.0,50,0.02
OLINK_COVID,Lasso,TIMP1,1,1,10.0,50,0.02
OLINK_COVID,LongGroupLasso,IL5,198,50,1.5707070707070707,50,1.0
OLINK_COVID,LongGroupLasso,FS,234,50,2.7094017094017095,50,1.0
OLINK_COVID,LongGroupLasso,AXL,174,50,2.9195402298850577,50,1.0
OLINK_COVID,LongGroupLasso,SERPINA5,152,50,3.9210526315789473,50,1.0
OLINK_COVID,LongGroupLasso,TNFRSF13B,71,49,3.2253521126760565,50,0.98
OLINK_COVID,LongGroupLasso,FCRL6,116,49,4.637931034482759,50,0.98
OLINK_COVID,LongGroupLasso,PRDX1,98,49,6.755102040816326,50,0.98
OLINK_COVID,LongGroupLasso,FETUB,97,47,5.402061855670103,50,0.94
OLINK_COVID,LongGroupLasso,CXCL16,89,46,6.50561797752809,50,0.92
OLINK_COVID,LongGroupLasso,ST6GAL1,78,46,7.410256410256411,50,0.92
OLINK_COVID,LongGroupLasso,ST2,82,44,7.609756097560975,50,0.88
OLINK_COVID,LongGroupLasso,SIT1,59,43,5.8474576271186445,50,0.86
OLINK_COVID,LongGroupLasso,IL10,46,35,6.891304347826087,50,0.7
OLINK_COVID,LongGroupLasso,COL18A1,32,29,5.625,50,0.58
OLINK_COVID,LongGroupLasso,IL-22 RA1,27,27,4.074074074074074,50,0.54
OLINK_COVID,LongGroupLasso,TRANCE,29,26,7.793103448275862,50,0.52
OLINK_COVID,LongGroupLasso,IL6,21,21,6.857142857142857,50,0.42
OLINK_COVID,LongGroupLasso,TNFRSF9,20,20,7.7,50,0.4
OLINK_COVID,LongGroupLasso,LIF,19,19,4.7894736842105265,50,0.38
OLINK_COVID,LongGroupLasso,TNFRSF10A,19,18,7.2631578947368425,50,0.36
OLINK_COVID,LongGroupLasso,VASN,15,15,6.133333333333334,50,0.3
OLINK_COVID,LongGroupLasso,TIMP1,15,15,7.733333333333333,50,0.3
OLINK_COVID,LongGroupLasso,CX3CL1,13,13,7.846153846153846,50,0.26
OLINK_COVID,LongGroupLasso,PRTN3,11,11,8.181818181818182,50,0.22
OLINK_COVID,LongGroupLasso,IGFBP-1,10,10,9.0,50,0.2
OLINK_COVID,LongGroupLasso,HAOX1,10,9,3.3,50,0.18
OLINK_COVID,LongGroupLasso,OSMR,9,9,8.222222222222221,50,0.18
OLINK_COVID,LongGroupLasso,NID1,9,9,8.88888888888889,50,0.18
OLINK_COVID,LongGroupLasso,NRP1,8,8,8.375,50,0.16
OLINK_COVID,LongGroupLasso,FABP2,7,7,8.142857142857142,50,0.14
OLINK_COVID,LongGroupLasso,SPON1,6,6,7.833333333333333,50,0.12
OLINK_COVID,LongGroupLasso,IL-17D,5,5,9.4,50,0.1
OLINK_COVID,LongGroupLasso,FGF-19,4,4,3.75,50,0.08
OLINK_COVID,LongGroupLasso,BOC,3,3,7.333333333333333,50,0.06
OLINK_COVID,LongGroupLasso,LPL,3,3,7.666666666666667,50,0.06
OLINK_COVID,LongGroupLasso,CA3,3,3,8.666666666666666,50,0.06
OLINK_COVID,LongGroupLasso,TGFBR3,3,3,8.666666666666666,50,0.06
OLINK_COVID,LongGroupLasso,CHL1,2,2,6.5,50,0.04
OLINK_COVID,LongGroupLasso,TNFB,2,2,7.0,50,0.04
OLINK_COVID,LongGroupLasso,CEACAM8,2,2,7.5,50,0.04
OLINK_COVID,LongGroupLasso,HO-1,2,2,9.0,50,0.04
OLINK_COVID,LongGroupLasso,PRSS8,1,1,2.0,50,0.02
OLINK_COVID,LongGroupLasso,REN,1,1,6.0,50,0.02
OLINK_COVID,LongGroupLasso,GRN,1,1,7.0,50,0.02
OLINK_COVID,LongGroupLasso,CCL20,1,1,8.0,50,0.02
OLINK_COVID,LongGroupLasso,PTX3,1,1,8.0,50,0.02
OLINK_COVID,LongGroupLasso,CCL23,1,1,9.0,50,0.02
OLINK_COVID,LongGroupLasso,CD6,1,1,10.0,50,0.02
OLINK_COVID,LongGroupLasso,IL-4RA,1,1,10.0,50,0.02
OLINK_COVID,LongGroupLasso,MMP-10,1,1,10.0,50,0.02
OLINK_COVID,LongGroupLasso,PRSS27,1,1,10.0,50,0.02
OLINK_COVID,LongGroupLasso,SCGB3A2,1,1,10.0,50,0.02
OLINK_COVID,LongGroupLasso,THBS4,1,1,10.0,50,0.02
OLINK_COVID,MutualInfo,ST2,182,50,2.7142857142857144,50,1.0
OLINK_COVID,MutualInfo,FS,201,50,3.0348258706467663,50,1.0
OLINK_COVID,MutualInfo,ST6GAL1,160,50,3.83125,50,1.0
OLINK_COVID,MutualInfo,IL6,196,50,3.9030612244897958,50,1.0
OLINK_COVID,MutualInfo,CKAP4,140,50,4.492857142857143,50,1.0
OLINK_COVID,MutualInfo,AXL,113,49,4.247787610619469,50,0.98
OLINK_COVID,MutualInfo,TNFRSF10A,124,49,4.92741935483871,50,0.98
OLINK_COVID,MutualInfo,IL5,64,43,6.421875,50,0.86
OLINK_COVID,MutualInfo,SERPINA5,43,37,5.744186046511628,50,0.74
OLINK_COVID,MutualInfo,LEP,49,37,6.244897959183674,50,0.74
OLINK_COVID,MutualInfo,SIT1,42,35,5.595238095238095,50,0.7
OLINK_COVID,MutualInfo,IL8,38,35,7.052631578947368,50,0.7
OLINK_COVID,MutualInfo,IGFBP-1,38,34,5.131578947368421,50,0.68
OLINK_COVID,MutualInfo,TNFRSF13B,39,32,4.564102564102564,50,0.64
OLINK_COVID,MutualInfo,IL10,32,30,5.9375,50,0.6
OLINK_COVID,MutualInfo,IL7,31,29,5.032258064516129,50,0.58
OLINK_COVID,MutualInfo,TNF-R1,21,21,7.619047619047619,50,0.42
OLINK_COVID,MutualInfo,CTSD,18,18,5.388888888888889,50,0.36
OLINK_COVID,MutualInfo,PRTN3,17,17,3.6470588235294117,50,0.34
OLINK_COVID,MutualInfo,IL-17D,16,16,6.5625,50,0.32
OLINK_COVID,MutualInfo,PRDX5,16,15,6.6875,50,0.3
OLINK_COVID,MutualInfo,IL18,14,14,4.0,50,0.28
OLINK_COVID,MutualInfo,PCSK9,13,13,5.769230769230769,50,0.26
OLINK_COVID,MutualInfo,FCRL6,13,13,6.384615384615385,50,0.26
OLINK_COVID,MutualInfo,CXCL10,13,13,6.538461538461538,50,0.26
OLINK_COVID,MutualInfo,NID1,13,13,7.769230769230769,50,0.26
OLINK_COVID,MutualInfo,IL16,13,13,8.461538461538462,50,0.26
OLINK_COVID,MutualInfo,SELL,14,12,6.285714285714286,50,0.24
OLINK_COVID,MutualInfo,TNC,11,11,8.818181818181818,50,0.22
OLINK_COVID,MutualInfo,GDF-15,10,10,7.2,50,0.2
OLINK_COVID,MutualInfo,IL-27,8,8,7.375,50,0.16
OLINK_COVID,MutualInfo,AREG,8,8,8.25,50,0.16
OLINK_COVID,MutualInfo,PADI2,8,8,8.25,50,0.16
OLINK_COVID,MutualInfo,TRANCE,6,6,8.166666666666666,50,0.12
OLINK_COVID,MutualInfo,CTSZ,5,5,5.4,50,0.1
OLINK_COVID,MutualInfo,IGFBP-2,4,4,3.75,50,0.08
OLINK_COVID,MutualInfo,TNFRSF9,4,4,6.5,50,0.08
OLINK_COVID,MutualInfo,HO-1,4,4,6.75,50,0.08
OLINK_COVID,MutualInfo,LIF,4,4,7.0,50,0.08
OLINK_COVID,MutualInfo,CD6,4,4,8.25,50,0.08
OLINK_COVID,MutualInfo,SLAMF1,4,4,8.5,50,0.08
OLINK_COVID,MutualInfo,EGLN1,4,4,9.0,50,0.08
OLINK_COVID,MutualInfo,FETUB,3,3,6.333333333333333,50,0.06
OLINK_COVID,MutualInfo,PSIP1,3,3,7.333333333333333,50,0.06
OLINK_COVID,MutualInfo,ADA,3,3,9.0,50,0.06
OLINK_COVID,MutualInfo,CR2,3,3,9.333333333333334,50,0.06
OLINK_COVID,MutualInfo,MCP-2,3,3,9.333333333333334,50,0.06
OLINK_COVID,MutualInfo,PTX3,2,2,6.0,50,0.04
OLINK_COVID,MutualInfo,MB,2,2,6.5,50,0.04
OLINK_COVID,MutualInfo,KIM1,2,2,7.5,50,0.04
OLINK_COVID,MutualInfo,KRT19,2,2,7.5,50,0.04
OLINK_COVID,MutualInfo,VASN,2,2,7.5,50,0.04
OLINK_COVID,MutualInfo,HEXIM1,2,2,8.0,50,0.04
OLINK_COVID,MutualInfo,RARRES2,1,1,6.0,50,0.02
OLINK_COVID,MutualInfo,MBL2,1,1,7.0,50,0.02
OLINK_COVID,MutualInfo,LAMP3,1,1,8.0,50,0.02
OLINK_COVID,MutualInfo,MARCO,1,1,9.0,50,0.02
OLINK_COVID,MutualInfo,PSP-D,1,1,9.0,50,0.02
OLINK_COVID,MutualInfo,TCN2,1,1,9.0,50,0.02
OLINK_COVID,MutualInfo,CD244,1,1,10.0,50,0.02
OLINK_COVID,MutualInfo,MILR1,1,1,10.0,50,0.02
OLINK_COVID,MutualInfo,PRDX1,1,1,10.0,50,0.02
OLINK_COVID,MutualInfo,TIMP1,1,1,10.0,50,0.02
OLINK_COVID,MutualInfo,TNFSF14,1,1,10.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,IL5,157,50,3.3312101910828025,50,1.0
OLINK_COVID,OutcomeSNN-FS,AXL,173,50,3.393063583815029,50,1.0
OLINK_COVID,OutcomeSNN-FS,FS,171,50,3.5964912280701755,50,1.0
OLINK_COVID,OutcomeSNN-FS,SERPINA5,169,50,3.6153846153846154,50,1.0
OLINK_COVID,OutcomeSNN-FS,SIT1,128,50,4.7890625,50,1.0
OLINK_COVID,OutcomeSNN-FS,TNFRSF13B,111,49,4.27027027027027,50,0.98
OLINK_COVID,OutcomeSNN-FS,IL10,72,49,4.722222222222222,50,0.98
OLINK_COVID,OutcomeSNN-FS,CXCL16,75,47,5.48,50,0.94
OLINK_COVID,OutcomeSNN-FS,ST2,82,46,4.2317073170731705,50,0.92
OLINK_COVID,OutcomeSNN-FS,ST6GAL1,88,46,4.284090909090909,50,0.92
OLINK_COVID,OutcomeSNN-FS,IL-17D,60,42,6.516666666666667,50,0.84
OLINK_COVID,OutcomeSNN-FS,TNFRSF10A,64,40,4.390625,50,0.8
OLINK_COVID,OutcomeSNN-FS,NID1,49,39,5.816326530612245,50,0.78
OLINK_COVID,OutcomeSNN-FS,FCRL6,48,37,5.479166666666667,50,0.74
OLINK_COVID,OutcomeSNN-FS,FETUB,41,33,6.073170731707317,50,0.66
OLINK_COVID,OutcomeSNN-FS,REN,34,29,6.294117647058823,50,0.58
OLINK_COVID,OutcomeSNN-FS,OSMR,28,27,6.035714285714286,50,0.54
OLINK_COVID,OutcomeSNN-FS,IL6,27,25,5.703703703703703,50,0.5
OLINK_COVID,OutcomeSNN-FS,PRSS8,21,21,5.666666666666667,50,0.42
OLINK_COVID,OutcomeSNN-FS,MMP-10,19,19,6.947368421052632,50,0.38
OLINK_COVID,OutcomeSNN-FS,CNDP1,21,18,6.714285714285714,50,0.36
OLINK_COVID,OutcomeSNN-FS,TIMP1,16,16,7.9375,50,0.32
OLINK_COVID,OutcomeSNN-FS,PRDX1,17,16,8.470588235294118,50,0.32
OLINK_COVID,OutcomeSNN-FS,HO-1,17,15,5.647058823529412,50,0.3
OLINK_COVID,OutcomeSNN-FS,FGF-19,14,14,7.142857142857143,50,0.28
OLINK_COVID,OutcomeSNN-FS,IL-22 RA1,14,14,7.928571428571429,50,0.28
OLINK_COVID,OutcomeSNN-FS,LIF,13,13,6.846153846153846,50,0.26
OLINK_COVID,OutcomeSNN-FS,IGFBP-1,10,10,7.9,50,0.2
OLINK_COVID,OutcomeSNN-FS,LPL,8,8,8.625,50,0.16
OLINK_COVID,OutcomeSNN-FS,PRTN3,7,7,7.285714285714286,50,0.14
OLINK_COVID,OutcomeSNN-FS,IL-4RA,6,6,7.166666666666667,50,0.12
OLINK_COVID,OutcomeSNN-FS,LILRB4,5,5,6.4,50,0.1
OLINK_COVID,OutcomeSNN-FS,CA3,5,5,8.6,50,0.1
OLINK_COVID,OutcomeSNN-FS,HAOX1,4,4,9.0,50,0.08
OLINK_COVID,OutcomeSNN-FS,PTX3,3,3,4.666666666666667,50,0.06
OLINK_COVID,OutcomeSNN-FS,TRANCE,3,3,5.666666666666667,50,0.06
OLINK_COVID,OutcomeSNN-FS,NRP1,3,3,7.333333333333333,50,0.06
OLINK_COVID,OutcomeSNN-FS,TNFRSF9,3,3,9.333333333333334,50,0.06
OLINK_COVID,OutcomeSNN-FS,CTSD,2,2,6.5,50,0.04
OLINK_COVID,OutcomeSNN-FS,Gal-9,2,2,7.5,50,0.04
OLINK_COVID,OutcomeSNN-FS,FGF-21,2,2,9.0,50,0.04
OLINK_COVID,OutcomeSNN-FS,LTBP2,2,2,9.0,50,0.04
OLINK_COVID,OutcomeSNN-FS,LILRB2,2,2,10.0,50,0.04
OLINK_COVID,OutcomeSNN-FS,MMP12,1,1,2.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,IGFBP-2,1,1,4.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,TNFSF14,1,1,5.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,DCN,1,1,6.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,CD28,1,1,7.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,IL-17RA,1,1,7.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,MILR1,1,1,9.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,COL18A1,1,1,10.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,F7,1,1,10.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,GIF,1,1,10.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,GRN,1,1,10.0,50,0.02
OLINK_COVID,OutcomeSNN-FS,THPO,1,1,10.0,50,0.02
OLINK_COVID,PGEE,FS,196,50,2.9285714285714284,50,1.0
OLINK_COVID,PGEE,AXL,96,50,3.8541666666666665,50,1.0
OLINK_COVID,PGEE,KRT19,96,49,3.6041666666666665,50,0.98
OLINK_COVID,PGEE,IL10,106,48,5.235849056603773,50,0.96
OLINK_COVID,PGEE,FCRL6,83,47,4.048192771084337,50,0.94
OLINK_COVID,PGEE,IL6,132,47,4.204545454545454,50,0.94
OLINK_COVID,PGEE,ST2,90,46,4.777777777777778,50,0.92
OLINK_COVID,PGEE,ST6GAL1,103,45,5.679611650485437,50,0.9
OLINK_COVID,PGEE,CXCL16,74,45,5.756756756756757,50,0.9
OLINK_COVID,PGEE,IL5,71,45,6.183098591549296,50,0.9
OLINK_COVID,PGEE,NID1,101,44,4.9504950495049505,50,0.88
OLINK_COVID,PGEE,IL8,78,44,5.0256410256410255,50,0.88
OLINK_COVID,PGEE,IGFBP-1,77,44,5.4935064935064934,50,0.88
OLINK_COVID,PGEE,SIT1,56,42,5.607142857142857,50,0.84
OLINK_COVID,PGEE,GDF-15,55,35,6.363636363636363,50,0.7
OLINK_COVID,PGEE,PTX3,48,33,5.0625,50,0.66
OLINK_COVID,PGEE,SERPINA5,47,33,6.25531914893617,50,0.66
OLINK_COVID,PGEE,TIMP1,47,33,7.553191489361702,50,0.66
OLINK_COVID,PGEE,CTSL1,40,31,6.5,50,0.62
OLINK_COVID,PGEE,TNFRSF13B,30,30,2.8333333333333335,50,0.6
OLINK_COVID,PGEE,OSMR,27,27,3.3333333333333335,50,0.54
OLINK_COVID,PGEE,IL-4RA,29,27,6.758620689655173,50,0.54
OLINK_COVID,PGEE,IL-17D,23,21,3.0869565217391304,50,0.42
OLINK_COVID,PGEE,PRDX1,24,20,7.291666666666667,50,0.4
OLINK_COVID,PGEE,LTBP2,22,19,5.318181818181818,50,0.38
OLINK_COVID,PGEE,FETUB,16,15,7.0,50,0.3
OLINK_COVID,PGEE,TNFSF13B,14,14,2.5,50,0.28
OLINK_COVID,PGEE,TNFRSF10A,16,14,6.75,50,0.28
OLINK_COVID,PGEE,TNC,14,14,7.857142857142857,50,0.28
OLINK_COVID,PGEE,CD6,15,13,7.333333333333333,50,0.26
OLINK_COVID,PGEE,LILRB2,11,11,4.2727272727272725,50,0.22
OLINK_COVID,PGEE,JUN,12,11,6.166666666666667,50,0.22
OLINK_COVID,PGEE,LIF,10,10,5.8,50,0.2
OLINK_COVID,PGEE,CKAP4,8,8,4.375,50,0.16
OLINK_COVID,PGEE,PRTN3,7,7,6.0,50,0.14
OLINK_COVID,PGEE,HO-1,6,6,2.5,50,0.12
OLINK_COVID,PGEE,COL18A1,6,6,6.333333333333333,50,0.12
OLINK_COVID,PGEE,FGF-21,5,5,5.2,50,0.1
OLINK_COVID,PGEE,LPL,5,5,7.4,50,0.1
OLINK_COVID,PGEE,CA3,4,4,5.25,50,0.08
OLINK_COVID,PGEE,OPG,3,3,1.3333333333333333,50,0.06
OLINK_COVID,PGEE,IL-22 RA1,3,3,4.0,50,0.06
OLINK_COVID,PGEE,TNFRSF9,3,3,4.333333333333333,50,0.06
OLINK_COVID,PGEE,AREG,3,3,5.333333333333333,50,0.06
OLINK_COVID,PGEE,PCSK9,3,3,7.0,50,0.06
OLINK_COVID,PGEE,ACE2,3,3,7.333333333333333,50,0.06
OLINK_COVID,PGEE,FABP2,3,3,7.333333333333333,50,0.06
OLINK_COVID,PGEE,PSIP1,2,2,3.5,50,0.04
OLINK_COVID,PGEE,LEP,2,2,4.5,50,0.04
OLINK_COVID,PGEE,CX3CL1,2,2,6.5,50,0.04
OLINK_COVID,PGEE,IL-27,2,2,7.5,50,0.04
OLINK_COVID,PGEE,MCP-3,1,1,1.0,50,0.02
OLINK_COVID,PGEE,NRP1,1,1,2.0,50,0.02
OLINK_COVID,PGEE,CR2,1,1,3.0,50,0.02
OLINK_COVID,PGEE,BNP,1,1,5.0,50,0.02
OLINK_COVID,PGEE,CCL20,1,1,6.0,50,0.02
OLINK_COVID,PGEE,CEACAM8,1,1,8.0,50,0.02
OLINK_COVID,PGEE,CTSD,1,1,8.0,50,0.02
OLINK_COVID,PGEE,TNFB,1,1,8.0,50,0.02
OLINK_COVID,PGEE,IL33,1,1,9.0,50,0.02
OLINK_COVID,PGEE,TGF-alpha,1,1,10.0,50,0.02
OLINK_COVID,RandomForest,ST2,213,50,1.9671361502347418,50,1.0
OLINK_COVID,RandomForest,IL6,201,50,2.681592039800995,50,1.0
OLINK_COVID,RandomForest,IL5,117,49,4.316239316239316,50,0.98
OLINK_COVID,RandomForest,ST6GAL1,128,49,4.5859375,50,0.98
OLINK_COVID,RandomForest,TNFRSF10A,118,48,4.033898305084746,50,0.96
OLINK_COVID,RandomForest,AXL,88,47,4.556818181818182,50,0.94
OLINK_COVID,RandomForest,SERPINA5,74,47,5.0,50,0.94
OLINK_COVID,RandomForest,FS,91,47,5.010989010989011,50,0.94
OLINK_COVID,RandomForest,GDF-15,57,38,5.9298245614035086,50,0.76
OLINK_COVID,RandomForest,SIT1,49,37,5.73469387755102,50,0.74
OLINK_COVID,RandomForest,IL10,44,36,4.2727272727272725,50,0.72
OLINK_COVID,RandomForest,TNC,39,33,4.871794871794871,50,0.66
OLINK_COVID,RandomForest,KRT19,42,33,4.976190476190476,50,0.66
OLINK_COVID,RandomForest,IGFBP-1,35,29,5.4,50,0.58
OLINK_COVID,RandomForest,CKAP4,32,28,5.09375,50,0.56
OLINK_COVID,RandomForest,FCRL6,31,27,5.935483870967742,50,0.54
OLINK_COVID,RandomForest,CXCL10,14,14,5.571428571428571,50,0.28
OLINK_COVID,RandomForest,IL8,15,14,7.866666666666666,50,0.28
OLINK_COVID,RandomForest,CTSD,13,13,3.6153846153846154,50,0.26
OLINK_COVID,RandomForest,CD6,13,13,5.615384615384615,50,0.26
OLINK_COVID,RandomForest,FETUB,14,13,6.642857142857143,50,0.26
OLINK_COVID,RandomForest,PTX3,12,12,6.25,50,0.24
OLINK_COVID,RandomForest,PRTN3,11,11,5.454545454545454,50,0.22
OLINK_COVID,RandomForest,PRDX1,11,11,7.2727272727272725,50,0.22
OLINK_COVID,RandomForest,TIMP1,11,11,7.545454545454546,50,0.22
OLINK_COVID,RandomForest,NID1,11,10,6.363636363636363,50,0.2
OLINK_COVID,RandomForest,TNFRSF13B,10,10,6.9,50,0.2
OLINK_COVID,RandomForest,OSMR,7,7,3.7142857142857144,50,0.14
OLINK_COVID,RandomForest,GRN,8,7,6.75,50,0.14
OLINK_COVID,RandomForest,CX3CL1,7,7,6.857142857142857,50,0.14
OLINK_COVID,RandomForest,HAOX1,7,7,7.285714285714286,50,0.14
OLINK_COVID,RandomForest,IL-1ra,6,6,4.0,50,0.12
OLINK_COVID,RandomForest,LEP,6,6,5.333333333333333,50,0.12
OLINK_COVID,RandomForest,HO-1,5,5,6.4,50,0.1
OLINK_COVID,RandomForest,IL-4RA,5,5,9.0,50,0.1
OLINK_COVID,RandomForest,PSIP1,4,4,8.75,50,0.08
OLINK_COVID,RandomForest,TNFRSF9,3,3,6.666666666666667,50,0.06
OLINK_COVID,RandomForest,IL-22 RA1,3,3,9.0,50,0.06
OLINK_COVID,RandomForest,PCSK9,3,3,9.333333333333334,50,0.06
OLINK_COVID,RandomForest,FGF-21,2,2,3.0,50,0.04
OLINK_COVID,RandomForest,TNFSF13B,2,2,3.0,50,0.04
OLINK_COVID,RandomForest,FGF-19,2,2,4.0,50,0.04
OLINK_COVID,RandomForest,CTSL1,2,2,5.0,50,0.04
OLINK_COVID,RandomForest,IGFBP-2,2,2,6.5,50,0.04
OLINK_COVID,RandomForest,FABP2,2,2,7.5,50,0.04
OLINK_COVID,RandomForest,IL-18BP,2,2,7.5,50,0.04
OLINK_COVID,RandomForest,IL-17D,2,2,9.0,50,0.04
OLINK_COVID,RandomForest,TCN2,2,2,10.0,50,0.04
