Task,Method,Feature,SelectionEvents,RepeatsSelected,MeanRank,Repeats,RepeatSelectionFrequency
BRIST1D,Boruta,insulin_mean,249,50,1.4417670682730923,50,1.0
BRIST1D,Boruta,cals_mean,235,50,1.804255319148936,50,1.0
BRIST1D,Boruta,insulin_sd,178,50,3.252808988764045,50,1.0
BRIST1D,Boruta,hr_mean,127,50,3.4173228346456694,50,1.0
BRIST1D,Boruta,carbs_mean,103,49,5.271844660194175,50,0.98
BRIST1D,Boruta,dist_mean,106,47,4.632075471698113,50,0.94
BRIST1D,Boruta,cals_sd,68,46,8.102941176470589,50,0.92
BRIST1D,Boruta,steps_mean,83,45,6.783132530120482,50,0.9
BRIST1D,Boruta,carbs_sd,65,44,5.892307692307693,50,0.88
BRIST1D,Boruta,steps_sd,48,37,9.520833333333334,50,0.74
BRIST1D,Boruta,dist_sd,20,19,8.7,50,0.38
BRIST1D,Boruta,hr_sd,18,15,9.555555555555555,50,0.3
BRIST1D,ElasticNet,insulin_mean,250,50,1.316,50,1.0
BRIST1D,ElasticNet,insulin_sd,181,50,2.546961325966851,50,1.0
BRIST1D,ElasticNet,cals_mean,177,50,2.9604519774011298,50,1.0
BRIST1D,ElasticNet,hr_mean,191,50,3.2041884816753927,50,1.0
BRIST1D,ElasticNet,dist_mean,153,50,3.6862745098039214,50,1.0
BRIST1D,ElasticNet,hr_sd,114,48,5.307017543859649,50,0.96
BRIST1D,ElasticNet,steps_sd,78,43,8.397435897435898,50,0.86
BRIST1D,ElasticNet,carbs_mean,73,42,6.945205479452055,50,0.84
BRIST1D,ElasticNet,carbs_sd,75,41,7.346666666666667,50,0.82
BRIST1D,ElasticNet,cals_sd,74,41,9.283783783783784,50,0.82
BRIST1D,ElasticNet,dist_sd,34,27,9.705882352941176,50,0.54
BRIST1D,LLSS,dist_mean,217,50,1.9723502304147464,50,1.0
BRIST1D,LLSS,steps_mean,173,50,2.8497109826589595,50,1.0
BRIST1D,LLSS,dist_sd,151,50,2.880794701986755,50,1.0
BRIST1D,LLSS,insulin_mean,116,50,3.6724137931034484,50,1.0
BRIST1D,LLSS,hr_mean,134,49,2.8134328358208953,50,0.98
BRIST1D,LLSS,steps_sd,142,49,3.683098591549296,50,0.98
BRIST1D,LLSS,cals_mean,70,42,4.542857142857143,50,0.84
BRIST1D,LLSS,hr_sd,73,41,4.616438356164384,50,0.82
BRIST1D,LLSS,carbs_sd,44,35,5.840909090909091,50,0.7
BRIST1D,LLSS,insulin_sd,44,31,8.5,50,0.62
BRIST1D,LLSS,cals_sd,17,17,8.941176470588236,50,0.34
BRIST1D,LLSS,carbs_mean,14,11,9.642857142857142,50,0.22
BRIST1D,Lasso,insulin_mean,241,50,1.6639004149377594,50,1.0
BRIST1D,Lasso,cals_mean,204,50,2.6029411764705883,50,1.0
BRIST1D,Lasso,hr_mean,201,50,2.890547263681592,50,1.0
BRIST1D,Lasso,insulin_sd,157,50,3.1337579617834397,50,1.0
BRIST1D,Lasso,dist_mean,162,50,3.7962962962962963,50,1.0
BRIST1D,Lasso,hr_sd,120,47,5.216666666666667,50,0.94
BRIST1D,Lasso,cals_sd,86,45,8.593023255813954,50,0.9
BRIST1D,Lasso,steps_sd,86,45,9.081395348837209,50,0.9
BRIST1D,Lasso,carbs_sd,80,44,6.3,50,0.88
BRIST1D,Lasso,carbs_mean,64,39,6.703125,50,0.78
BRIST1D,Lasso,dist_sd,45,34,9.733333333333333,50,0.68
BRIST1D,LongGroupLasso,hr_mean,213,50,1.5070422535211268,50,1.0
BRIST1D,LongGroupLasso,insulin_mean,250,50,1.948,50,1.0
BRIST1D,LongGroupLasso,dist_mean,208,50,3.4278846153846154,50,1.0
BRIST1D,LongGroupLasso,cals_mean,133,50,4.082706766917293,50,1.0
BRIST1D,LongGroupLasso,hr_sd,141,50,4.2695035460992905,50,1.0
BRIST1D,LongGroupLasso,steps_mean,129,48,4.488372093023256,50,0.96
BRIST1D,LongGroupLasso,carbs_sd,92,46,5.510869565217392,50,0.92
BRIST1D,LongGroupLasso,cals_sd,66,41,8.56060606060606,50,0.82
BRIST1D,LongGroupLasso,carbs_mean,62,40,8.5,50,0.8
BRIST1D,LongGroupLasso,insulin_sd,52,35,6.288461538461538,50,0.7
BRIST1D,LongGroupLasso,steps_sd,45,31,9.133333333333333,50,0.62
BRIST1D,LongGroupLasso,dist_sd,17,17,6.117647058823529,50,0.34
BRIST1D,MutualInfo,insulin_mean,246,50,1.2032520325203253,50,1.0
BRIST1D,MutualInfo,cals_mean,246,50,2.16260162601626,50,1.0
BRIST1D,MutualInfo,dist_mean,138,50,3.282608695652174,50,1.0
BRIST1D,MutualInfo,carbs_mean,163,50,3.331288343558282,50,1.0
BRIST1D,MutualInfo,insulin_sd,114,49,4.605263157894737,50,0.98
BRIST1D,MutualInfo,steps_mean,73,44,6.3561643835616435,50,0.88
BRIST1D,MutualInfo,steps_sd,68,43,6.955882352941177,50,0.86
BRIST1D,MutualInfo,hr_mean,63,42,6.444444444444445,50,0.84
BRIST1D,MutualInfo,carbs_sd,58,39,7.551724137931035,50,0.78
BRIST1D,MutualInfo,hr_sd,50,36,9.02,50,0.72
BRIST1D,MutualInfo,cals_sd,42,32,8.261904761904763,50,0.64
BRIST1D,MutualInfo,dist_sd,2,2,9.0,50,0.04
BRIST1D,OutcomeSNN-FS,insulin_mean,225,50,1.8266666666666667,50,1.0
BRIST1D,OutcomeSNN-FS,cals_mean,200,50,2.165,50,1.0
BRIST1D,OutcomeSNN-FS,dist_mean,155,50,3.270967741935484,50,1.0
BRIST1D,OutcomeSNN-FS,insulin_sd,130,50,3.4,50,1.0
BRIST1D,OutcomeSNN-FS,hr_mean,156,50,3.5705128205128207,50,1.0
BRIST1D,OutcomeSNN-FS,steps_sd,131,50,5.282442748091603,50,1.0
BRIST1D,OutcomeSNN-FS,carbs_sd,76,47,5.407894736842105,50,0.94
BRIST1D,OutcomeSNN-FS,hr_sd,85,46,6.317647058823529,50,0.92
BRIST1D,OutcomeSNN-FS,cals_sd,74,46,8.067567567567568,50,0.92
BRIST1D,OutcomeSNN-FS,dist_sd,55,42,7.327272727272727,50,0.84
BRIST1D,OutcomeSNN-FS,carbs_mean,59,40,6.8474576271186445,50,0.8
BRIST1D,OutcomeSNN-FS,steps_mean,4,4,7.75,50,0.08
BRIST1D,PGEE,insulin_mean,250,50,1.004,50,1.0
BRIST1D,PGEE,insulin_sd,235,50,2.157446808510638,50,1.0
BRIST1D,PGEE,steps_sd,167,50,3.395209580838323,50,1.0
BRIST1D,PGEE,steps_mean,110,50,4.027272727272727,50,1.0
BRIST1D,PGEE,dist_mean,133,49,3.3157894736842106,50,0.98
BRIST1D,PGEE,dist_sd,74,45,4.5,50,0.9
BRIST1D,PGEE,carbs_mean,37,30,7.783783783783784,50,0.6
BRIST1D,PGEE,carbs_sd,37,29,7.621621621621622,50,0.58
BRIST1D,PGEE,cals_mean,34,25,7.294117647058823,50,0.5
BRIST1D,PGEE,cals_sd,25,23,8.4,50,0.46
BRIST1D,PGEE,hr_mean,10,10,9.3,50,0.2
BRIST1D,PGEE,hr_sd,12,10,9.583333333333334,50,0.2
BRIST1D,RandomForest,insulin_mean,250,50,1.264,50,1.0
BRIST1D,RandomForest,cals_mean,236,50,1.9406779661016949,50,1.0
BRIST1D,RandomForest,insulin_sd,216,50,2.9537037037037037,50,1.0
BRIST1D,RandomForest,carbs_mean,117,50,4.700854700854701,50,1.0
BRIST1D,RandomForest,hr_mean,112,49,3.9642857142857144,50,0.98
BRIST1D,RandomForest,dist_mean,97,49,5.742268041237113,50,0.98
BRIST1D,RandomForest,cals_sd,79,48,7.253164556962025,50,0.96
BRIST1D,RandomForest,steps_mean,81,46,7.790123456790123,50,0.92
BRIST1D,RandomForest,carbs_sd,57,42,6.894736842105263,50,0.84
BRIST1D,RandomForest,steps_sd,48,38,9.4375,50,0.76
BRIST1D,RandomForest,hr_sd,37,31,9.45945945945946,50,0.62
BRIST1D,RandomForest,dist_sd,24,24,9.166666666666666,50,0.48
BRIST1D,SNN-FS,insulin_mean,248,50,1.4798387096774193,50,1.0
BRIST1D,SNN-FS,insulin_sd,179,50,2.625698324022346,50,1.0
BRIST1D,SNN-FS,hr_mean,202,50,2.8514851485148514,50,1.0
BRIST1D,SNN-FS,cals_mean,171,50,3.3391812865497075,50,1.0
BRIST1D,SNN-FS,dist_mean,144,50,3.8402777777777777,50,1.0
BRIST1D,SNN-FS,hr_sd,108,46,5.555555555555555,50,0.92
BRIST1D,SNN-FS,steps_sd,92,45,8.423913043478262,50,0.9
BRIST1D,SNN-FS,carbs_sd,74,44,6.527027027027027,50,0.88
BRIST1D,SNN-FS,cals_sd,84,44,8.392857142857142,50,0.88
BRIST1D,SNN-FS,carbs_mean,50,38,6.42,50,0.76
BRIST1D,SNN-FS,dist_sd,71,37,8.450704225352112,50,0.74
BRIST1D,SNN-FS,steps_mean,2,2,2.0,50,0.04
BRIST1D,StabilitySelection,hr_sd,227,50,1.8458149779735682,50,1.0
BRIST1D,StabilitySelection,insulin_mean,192,50,2.4895833333333335,50,1.0
BRIST1D,StabilitySelection,hr_mean,165,50,3.0,50,1.0
BRIST1D,StabilitySelection,cals_mean,179,50,3.089385474860335,50,1.0
BRIST1D,StabilitySelection,dist_mean,116,49,3.5344827586206895,50,0.98
BRIST1D,StabilitySelection,carbs_mean,100,48,5.67,50,0.96
BRIST1D,StabilitySelection,carbs_sd,103,47,4.533980582524272,50,0.94
BRIST1D,StabilitySelection,insulin_sd,85,47,5.729411764705882,50,0.94
BRIST1D,StabilitySelection,cals_sd,64,44,9.265625,50,0.88
BRIST1D,StabilitySelection,steps_sd,54,39,9.537037037037036,50,0.78
BRIST1D,StabilitySelection,dist_sd,12,12,9.583333333333334,50,0.24
BRIST1D,Stabl-RP,cals_mean,179,50,2.189944134078212,50,1.0
BRIST1D,Stabl-RP,insulin_mean,172,50,2.5406976744186047,50,1.0
BRIST1D,Stabl-RP,insulin_sd,164,50,2.926829268292683,50,1.0
BRIST1D,Stabl-RP,hr_mean,124,50,3.1693548387096775,50,1.0
BRIST1D,Stabl-RP,dist_mean,139,50,3.3741007194244603,50,1.0
BRIST1D,Stabl-RP,carbs_mean,113,49,4.3097345132743365,50,0.98
BRIST1D,Stabl-RP,steps_mean,103,48,4.631067961165049,50,0.96
BRIST1D,Stabl-RP,dist_sd,66,43,6.5606060606060606,50,0.86
BRIST1D,Stabl-RP,carbs_sd,57,41,4.7894736842105265,50,0.82
BRIST1D,Stabl-RP,steps_sd,49,37,6.8979591836734695,50,0.74
BRIST1D,Stabl-RP,cals_sd,44,36,6.363636363636363,50,0.72
BRIST1D,Stabl-RP,hr_sd,17,16,8.823529411764707,50,0.32
BRIST1D,geeVerse,insulin_mean,250,50,1.0,50,1.0
BRIST1D,geeVerse,insulin_sd,250,50,2.008,50,1.0
BRIST1D,geeVerse,carbs_mean,153,50,3.496732026143791,50,1.0
BRIST1D,geeVerse,carbs_sd,149,50,3.597315436241611,50,1.0
BRIST1D,geeVerse,cals_sd,121,49,4.471074380165289,50,0.98
BRIST1D,geeVerse,steps_sd,78,46,7.051282051282051,50,0.92
BRIST1D,geeVerse,hr_sd,72,44,6.569444444444445,50,0.88
BRIST1D,geeVerse,cals_mean,68,42,7.014705882352941,50,0.84
BRIST1D,geeVerse,dist_sd,56,41,9.017857142857142,50,0.82
BRIST1D,geeVerse,steps_mean,54,37,7.962962962962963,50,0.74
BRIST1D,geeVerse,hr_mean,41,31,6.878048780487805,50,0.62
BRIST1D,geeVerse,dist_mean,18,14,7.166666666666667,50,0.28
BRIST1D,glmmLasso,insulin_mean,245,50,1.0816326530612246,50,1.0
BRIST1D,glmmLasso,insulin_sd,195,50,2.41025641025641,50,1.0
BRIST1D,glmmLasso,cals_mean,202,50,2.891089108910891,50,1.0
BRIST1D,glmmLasso,dist_mean,160,50,3.75,50,1.0
BRIST1D,glmmLasso,hr_mean,119,48,4.991596638655462,50,0.96
BRIST1D,glmmLasso,carbs_mean,97,48,5.969072164948454,50,0.96
BRIST1D,glmmLasso,carbs_sd,103,47,5.621359223300971,50,0.94
BRIST1D,glmmLasso,hr_sd,82,44,6.414634146341464,50,0.88
BRIST1D,glmmLasso,steps_mean,70,42,7.6571428571428575,50,0.84
BRIST1D,glmmLasso,steps_sd,51,37,7.0,50,0.74
BRIST1D,glmmLasso,dist_sd,49,36,8.612244897959183,50,0.72
BRIST1D,glmmLasso,cals_sd,51,33,8.941176470588236,50,0.66
BRIST1D,mRMR,dist_mean,240,50,1.8916666666666666,50,1.0
BRIST1D,mRMR,cals_mean,220,50,2.2454545454545456,50,1.0
BRIST1D,mRMR,hr_mean,166,50,3.036144578313253,50,1.0
BRIST1D,mRMR,insulin_mean,154,50,3.1948051948051948,50,1.0
BRIST1D,mRMR,steps_mean,125,50,4.464,50,1.0
BRIST1D,mRMR,carbs_sd,112,48,4.866071428571429,50,0.96
BRIST1D,mRMR,dist_sd,79,47,6.037974683544304,50,0.94
BRIST1D,mRMR,steps_sd,74,42,6.013513513513513,50,0.84
BRIST1D,mRMR,carbs_mean,60,40,7.716666666666667,50,0.8
BRIST1D,mRMR,hr_sd,44,36,7.75,50,0.72
BRIST1D,mRMR,insulin_sd,37,27,6.864864864864865,50,0.54
BRIST1D,mRMR,cals_sd,19,16,8.842105263157896,50,0.32
FPG,Boruta,Urinary_sugar,250,50,1.0,50,1.0
FPG,Boruta,HbA1c_NGSP,250,50,2.0,50,1.0
FPG,Boruta,Cl,240,50,3.6333333333333333,50,1.0
FPG,Boruta,Urinary_protein,232,50,3.7586206896551726,50,1.0
FPG,Boruta,age,215,50,5.283720930232558,50,1.0
FPG,Boruta,Hemoglobin,158,50,7.132911392405063,50,1.0
FPG,Boruta,Triglyceride,131,50,7.396946564885496,50,1.0
FPG,Boruta,Drinking_habit,120,50,7.866666666666666,50,1.0
FPG,Boruta,Na,163,49,6.877300613496932,50,0.98
FPG,Boruta,eGFR,97,47,8.030927835051546,50,0.94
FPG,Boruta,γ_GTP,75,40,8.386666666666667,50,0.8
FPG,Boruta,Red_blood_cell,33,29,8.818181818181818,50,0.58
FPG,Boruta,LDL_C,31,26,8.612903225806452,50,0.52
FPG,Boruta,Smoking_habit,28,25,9.0,50,0.5
FPG,Boruta,Initial_body_height,18,16,9.222222222222221,50,0.32
FPG,Boruta,History_of_hypertension,13,13,9.76923076923077,50,0.26
FPG,Boruta,Allocation_group,12,12,9.0,50,0.24
FPG,Boruta,Body_weight,9,9,9.222222222222221,50,0.18
FPG,Boruta,Hematocrit,2,2,9.0,50,0.04
FPG,Boruta,History_of_dyslipidemia,1,1,10.0,50,0.02
FPG,ElasticNet,HbA1c_NGSP,250,50,1.0,50,1.0
FPG,ElasticNet,Urinary_sugar,250,50,2.048,50,1.0
FPG,ElasticNet,AST,236,50,4.080508474576271,50,1.0
FPG,ElasticNet,Hemoglobin,223,50,4.197309417040358,50,1.0
FPG,ElasticNet,Cl,213,50,4.981220657276995,50,1.0
FPG,ElasticNet,Platele,185,50,6.789189189189189,50,1.0
FPG,ElasticNet,Body_weight,170,50,7.029411764705882,50,1.0
FPG,ElasticNet,γ_GTP,166,50,7.608433734939759,50,1.0
FPG,ElasticNet,Red_blood_cell,72,47,8.11111111111111,50,0.94
FPG,ElasticNet,Hematocrit,56,46,5.964285714285714,50,0.92
FPG,ElasticNet,Creatinine,75,46,7.64,50,0.92
FPG,ElasticNet,Triglyceride,84,46,8.583333333333334,50,0.92
FPG,ElasticNet,BMI,60,41,8.583333333333334,50,0.82
FPG,ElasticNet,Initial_body_height,56,39,8.571428571428571,50,0.78
FPG,ElasticNet,age,17,16,9.470588235294118,50,0.32
FPG,ElasticNet,sex,15,14,8.333333333333334,50,0.28
FPG,ElasticNet,eGFR,10,10,9.0,50,0.2
FPG,ElasticNet,Drinking_habit,9,8,9.555555555555555,50,0.16
FPG,ElasticNet,ALT,5,5,9.4,50,0.1
FPG,ElasticNet,Na,4,4,9.25,50,0.08
FPG,ElasticNet,Uric_acid,1,1,9.0,50,0.02
FPG,ElasticNet,HDL_C,1,1,10.0,50,0.02
FPG,ElasticNet,History_of_retinopathy,1,1,10.0,50,0.02
FPG,LLSS,HbA1c_NGSP,250,50,1.0,50,1.0
FPG,LLSS,Urinary_sugar,250,50,2.0,50,1.0
FPG,LLSS,Cl,247,50,3.9109311740890687,50,1.0
FPG,LLSS,age,242,50,4.355371900826446,50,1.0
FPG,LLSS,Triglyceride,229,50,5.393013100436681,50,1.0
FPG,LLSS,Urinary_protein,215,50,5.776744186046511,50,1.0
FPG,LLSS,Hemoglobin,214,50,7.313084112149533,50,1.0
FPG,LLSS,γ_GTP,172,50,7.540697674418604,50,1.0
FPG,LLSS,Na,171,50,7.9298245614035086,50,1.0
FPG,LLSS,Red_blood_cell,129,50,8.806201550387597,50,1.0
FPG,LLSS,eGFR,107,49,8.570093457943925,50,0.98
FPG,LLSS,Body_weight,69,44,8.53623188405797,50,0.88
FPG,LLSS,Hematocrit,19,18,9.578947368421053,50,0.36
FPG,LLSS,Initial_body_height,12,11,9.25,50,0.22
FPG,LLSS,Drinking_habit,3,3,10.0,50,0.06
FPG,LLSS,Pulse_rate,3,2,9.333333333333334,50,0.04
FPG,LLSS,Diastolic_blood_pressure,1,1,10.0,50,0.02
FPG,LLSS,History_of_kidney_disease,1,1,10.0,50,0.02
FPG,Lasso,HbA1c_NGSP,250,50,1.0,50,1.0
FPG,Lasso,Urinary_sugar,250,50,2.176,50,1.0
FPG,Lasso,Body_weight,231,50,4.268398268398268,50,1.0
FPG,Lasso,Hemoglobin,224,50,4.90625,50,1.0
FPG,Lasso,AST,224,50,5.464285714285714,50,1.0
FPG,Lasso,BMI,168,50,6.779761904761905,50,1.0
FPG,Lasso,Cl,205,50,6.839024390243902,50,1.0
FPG,Lasso,Initial_body_height,133,50,7.443609022556391,50,1.0
FPG,Lasso,Platele,133,50,7.984962406015038,50,1.0
FPG,Lasso,γ_GTP,109,50,8.880733944954128,50,1.0
FPG,Lasso,Creatinine,122,49,5.967213114754099,50,0.98
FPG,Lasso,Hematocrit,58,48,5.758620689655173,50,0.96
FPG,Lasso,eGFR,61,41,7.245901639344262,50,0.82
FPG,Lasso,Red_blood_cell,44,34,8.340909090909092,50,0.68
FPG,Lasso,Triglyceride,27,26,8.74074074074074,50,0.52
FPG,Lasso,sex,19,17,7.894736842105263,50,0.34
FPG,Lasso,age,3,3,8.666666666666666,50,0.06
FPG,Lasso,ALT,3,3,10.0,50,0.06
FPG,Lasso,Drinking_habit,2,2,10.0,50,0.04
FPG,LongGroupLasso,HbA1c_NGSP,250,50,1.0,50,1.0
FPG,LongGroupLasso,Urinary_sugar,250,50,2.0,50,1.0
FPG,LongGroupLasso,Cl,247,50,3.145748987854251,50,1.0
FPG,LongGroupLasso,γ_GTP,219,50,3.958904109589041,50,1.0
FPG,LongGroupLasso,Na,163,50,5.245398773006135,50,1.0
FPG,LongGroupLasso,Hemoglobin,112,47,5.669642857142857,50,0.94
FPG,LongGroupLasso,Triglyceride,80,44,6.7375,50,0.88
FPG,LongGroupLasso,age,64,42,7.25,50,0.84
FPG,LongGroupLasso,sex,44,31,9.409090909090908,50,0.62
FPG,LongGroupLasso,Drinking_habit,34,28,7.852941176470588,50,0.56
FPG,LongGroupLasso,Platele,24,22,8.708333333333334,50,0.44
FPG,LongGroupLasso,Urinary_protein,23,22,9.130434782608695,50,0.44
FPG,LongGroupLasso,eGFR,22,19,9.818181818181818,50,0.38
FPG,LongGroupLasso,Initial_body_height,8,8,7.625,50,0.16
FPG,LongGroupLasso,History_of_retinopathy,3,3,9.333333333333334,50,0.06
FPG,LongGroupLasso,History_of_kidney_disease,2,2,8.0,50,0.04
FPG,LongGroupLasso,Pulse_rate,2,2,8.5,50,0.04
FPG,LongGroupLasso,Smoking_habit,2,2,9.5,50,0.04
FPG,LongGroupLasso,Allocation_group,1,1,9.0,50,0.02
FPG,LongGroupLasso,History_of_atrial_fibrillation,1,1,9.0,50,0.02
FPG,LongGroupLasso,LDL_C,1,1,9.0,50,0.02
FPG,LongGroupLasso,Red_blood_cell,1,1,9.0,50,0.02
FPG,LongGroupLasso,BUN,1,1,10.0,50,0.02
FPG,LongGroupLasso,Duration_of_T2DM,1,1,10.0,50,0.02
FPG,MutualInfo,HbA1c_NGSP,250,50,1.0,50,1.0
FPG,MutualInfo,Urinary_sugar,250,50,2.0,50,1.0
FPG,MutualInfo,age,248,50,3.161290322580645,50,1.0
FPG,MutualInfo,Initial_body_height,208,50,4.793269230769231,50,1.0
FPG,MutualInfo,Cl,186,50,5.483870967741935,50,1.0
FPG,MutualInfo,Hematocrit,112,50,7.142857142857143,50,1.0
FPG,MutualInfo,Body_weight,106,50,7.632075471698113,50,1.0
FPG,MutualInfo,γ_GTP,128,49,6.71875,50,0.98
FPG,MutualInfo,Na,93,48,7.086021505376344,50,0.96
FPG,MutualInfo,Duration_of_T2DM,86,45,7.209302325581396,50,0.9
FPG,MutualInfo,White_blood_cell,70,42,7.785714285714286,50,0.84
FPG,MutualInfo,BMI,51,36,7.803921568627451,50,0.72
FPG,MutualInfo,eGFR,43,33,7.906976744186046,50,0.66
FPG,MutualInfo,Urinary_protein,39,31,8.435897435897436,50,0.62
FPG,MutualInfo,Pulse_rate,34,28,7.529411764705882,50,0.56
FPG,MutualInfo,Drinking_habit,40,28,7.875,50,0.56
FPG,MutualInfo,Red_blood_cell,32,26,7.46875,50,0.52
FPG,MutualInfo,AST,19,17,8.052631578947368,50,0.34
FPG,MutualInfo,Hemoglobin,15,13,8.266666666666667,50,0.26
FPG,MutualInfo,Creatinine,12,12,8.0,50,0.24
FPG,MutualInfo,ALT,9,9,7.777777777777778,50,0.18
FPG,MutualInfo,Uric_acid,9,8,8.555555555555555,50,0.16
FPG,MutualInfo,Diastolic_blood_pressure,6,6,8.666666666666666,50,0.12
FPG,MutualInfo,Smoking_habit,5,5,8.0,50,0.1
FPG,MutualInfo,History_of_complications,6,5,8.166666666666666,50,0.1
FPG,MutualInfo,HDL_C,5,5,8.6,50,0.1
FPG,MutualInfo,History_of_kidney_disease,3,3,8.0,50,0.06
FPG,MutualInfo,History_of_arteriosclerosis_obliterans,3,3,8.333333333333334,50,0.06
FPG,MutualInfo,History_of_heart_failure,3,3,9.0,50,0.06
FPG,MutualInfo,History_of_retinopathy,2,2,8.5,50,0.04
FPG,MutualInfo,Allocation_group,2,2,9.0,50,0.04
FPG,MutualInfo,sex,2,2,9.5,50,0.04
FPG,MutualInfo,History_of_dyslipidemia,1,1,6.0,50,0.02
FPG,MutualInfo,LDL_C,1,1,7.0,50,0.02
FPG,MutualInfo,K,1,1,9.0,50,0.02
FPG,MutualInfo,History_of_cerebral_infarction,1,1,10.0,50,0.02
FPG,OutcomeSNN-FS,HbA1c_NGSP,250,50,1.0,50,1.0
FPG,OutcomeSNN-FS,Urinary_sugar,250,50,2.124,50,1.0
FPG,OutcomeSNN-FS,Hemoglobin,243,50,3.3333333333333335,50,1.0
FPG,OutcomeSNN-FS,Cl,216,50,4.796296296296297,50,1.0
FPG,OutcomeSNN-FS,AST,205,50,5.717073170731707,50,1.0
FPG,OutcomeSNN-FS,Platele,194,50,6.185567010309279,50,1.0
FPG,OutcomeSNN-FS,Body_weight,172,50,6.645348837209302,50,1.0
FPG,OutcomeSNN-FS,sex,142,50,7.528169014084507,50,1.0
FPG,OutcomeSNN-FS,BMI,131,50,7.709923664122138,50,1.0
FPG,OutcomeSNN-FS,Hematocrit,63,48,6.174603174603175,50,0.96
FPG,OutcomeSNN-FS,γ_GTP,101,48,8.603960396039604,50,0.96
FPG,OutcomeSNN-FS,Red_blood_cell,36,31,8.61111111111111,50,0.62
FPG,OutcomeSNN-FS,Triglyceride,27,23,9.148148148148149,50,0.46
FPG,OutcomeSNN-FS,ALT,24,22,8.583333333333334,50,0.44
FPG,OutcomeSNN-FS,Drinking_habit,24,22,9.291666666666666,50,0.44
FPG,OutcomeSNN-FS,Creatinine,22,18,8.272727272727273,50,0.36
FPG,OutcomeSNN-FS,eGFR,10,10,8.3,50,0.2
FPG,OutcomeSNN-FS,Uric_acid,8,8,9.625,50,0.16
FPG,OutcomeSNN-FS,Duration_of_T2DM,7,6,8.571428571428571,50,0.12
FPG,OutcomeSNN-FS,History_of_retinopathy,6,6,8.833333333333334,50,0.12
FPG,OutcomeSNN-FS,age,5,5,9.4,50,0.1
FPG,OutcomeSNN-FS,History_of_dyslipidemia,5,5,10.0,50,0.1
FPG,OutcomeSNN-FS,Diastolic_blood_pressure,4,4,9.5,50,0.08
FPG,OutcomeSNN-FS,History_of_kidney_disease,4,4,10.0,50,0.08
FPG,OutcomeSNN-FS,Pulse_rate,3,3,10.0,50,0.06
FPG,OutcomeSNN-FS,Systolic_blood_pressure,1,1,9.0,50,0.02
FPG,OutcomeSNN-FS,History_of_hypertension,1,1,10.0,50,0.02
FPG,OutcomeSNN-FS,Initial_body_height,1,1,10.0,50,0.02
FPG,OutcomeSNN-FS,K,1,1,10.0,50,0.02
FPG,OutcomeSNN-FS,Na,1,1,10.0,50,0.02
FPG,PGEE,HbA1c_NGSP,250,50,1.0,50,1.0
FPG,PGEE,Urinary_sugar,250,50,2.196,50,1.0
FPG,PGEE,Hemoglobin,247,50,2.8906882591093117,50,1.0
FPG,PGEE,Red_blood_cell,206,50,5.218446601941747,50,1.0
FPG,PGEE,Cl,204,50,5.485294117647059,50,1.0
FPG,PGEE,Hematocrit,95,49,6.189473684210526,50,0.98
FPG,PGEE,Na,116,49,7.922413793103448,50,0.98
FPG,PGEE,Drinking_habit,120,48,7.758333333333334,50,0.96
FPG,PGEE,Triglyceride,111,48,8.018018018018019,50,0.96
FPG,PGEE,Body_weight,75,46,4.72,50,0.92
FPG,PGEE,Initial_body_height,93,46,6.752688172043011,50,0.92
FPG,PGEE,age,86,46,8.348837209302326,50,0.92
FPG,PGEE,BMI,54,37,5.962962962962963,50,0.74
FPG,PGEE,Pulse_rate,30,26,8.966666666666667,50,0.52
FPG,PGEE,Urinary_protein,24,21,9.208333333333334,50,0.42
FPG,PGEE,sex,15,14,9.066666666666666,50,0.28
FPG,PGEE,History_of_kidney_disease,12,12,9.0,50,0.24
FPG,PGEE,ALT,8,8,9.375,50,0.16
FPG,PGEE,History_of_liver_disease,1,1,8.0,50,0.02
FPG,PGEE,γ_GTP,2,1,9.0,50,0.02
FPG,PGEE,LDL_C,1,1,10.0,50,0.02
FPG,PGEE,White_blood_cell,1,1,10.0,50,0.02
FPG,RandomForest,Urinary_sugar,250,50,1.0,50,1.0
FPG,RandomForest,HbA1c_NGSP,250,50,2.0,50,1.0
FPG,RandomForest,Cl,244,50,3.3401639344262297,50,1.0
FPG,RandomForest,Urinary_protein,220,50,4.204545454545454,50,1.0
FPG,RandomForest,age,213,50,4.7981220657277,50,1.0
FPG,RandomForest,Na,152,50,6.644736842105263,50,1.0
FPG,RandomForest,Hemoglobin,156,50,6.717948717948718,50,1.0
FPG,RandomForest,Triglyceride,96,50,7.3125,50,1.0
FPG,RandomForest,eGFR,65,44,8.384615384615385,50,0.88
FPG,RandomForest,γ_GTP,66,41,8.378787878787879,50,0.82
FPG,RandomForest,Allocation_group,62,41,9.161290322580646,50,0.82
FPG,RandomForest,Drinking_habit,51,38,8.196078431372548,50,0.76
FPG,RandomForest,Initial_body_height,45,30,9.022222222222222,50,0.6
FPG,RandomForest,Red_blood_cell,30,26,9.033333333333333,50,0.52
FPG,RandomForest,LDL_C,24,24,8.458333333333334,50,0.48
FPG,RandomForest,Smoking_habit,17,17,8.882352941176471,50,0.34
FPG,RandomForest,Body_weight,7,7,9.428571428571429,50,0.14
FPG,RandomForest,History_of_hypertension,5,5,9.2,50,0.1
