Task,Repeat,Method,Metric,RMSE,MAE,AUROC,AUPRC,SourceRun,Fold,Accuracy,BalancedAccuracy,Dataset,Cohort,TaskType,OutcomeDescription
TRB,38,LongGroupLasso,RMSE,1.1839451542101005,0.9457523874952029,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,38,MutualInfo,RMSE,1.209627190253434,0.962807171099899,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,38,OutcomeSNN-FS,RMSE,1.2299585092989356,0.951728231222464,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,38,RandomForest,RMSE,1.2124908384834858,0.962622841618178,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,38,SNN-FS,RMSE,1.218681803234662,0.9642862108440096,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,38,StabilitySelection,RMSE,1.2041171403553894,0.9555127812553832,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,38,Stabl-RP,RMSE,1.2117608669601043,0.9694241486186378,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,38,mRMR,RMSE,1.1987420345138151,0.953653000242187,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,Boruta,RMSE,1.2086563398081185,0.9647176973198588,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,ElasticNet,RMSE,1.2819266098390876,1.0262719768229536,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,LLSS,RMSE,1.224154702028693,0.9807403339278552,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,Lasso,RMSE,1.255851072459725,1.0001061217999545,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,LongGroupLasso,RMSE,1.2041536875973422,0.9687743487583544,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,MutualInfo,RMSE,1.1946353199556206,0.9511282199179908,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,OutcomeSNN-FS,RMSE,1.2036903172674804,0.9712042289824926,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,RandomForest,RMSE,1.2043201532973409,0.9585405663277622,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,SNN-FS,RMSE,1.2136870419804755,0.9637803058792382,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,StabilitySelection,RMSE,1.2237517360181152,0.9861386470827594,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,Stabl-RP,RMSE,1.2152571287952418,0.9753513464414107,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,39,mRMR,RMSE,1.221383131762392,0.9834731395391748,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,Boruta,RMSE,1.220873133367839,0.9634100780797296,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,ElasticNet,RMSE,1.2003390220719052,0.955821649454498,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,LLSS,RMSE,1.189322908168944,0.9551119627989686,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,Lasso,RMSE,1.2140015222227456,0.961872122728824,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,LongGroupLasso,RMSE,1.22429739824511,0.9714012548087676,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,MutualInfo,RMSE,1.2191487888111583,0.9662644597935852,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,OutcomeSNN-FS,RMSE,1.2087230765318702,0.9610310680809788,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,RandomForest,RMSE,1.201526266479098,0.957396974235129,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,SNN-FS,RMSE,1.208945824428168,0.9647079912600292,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,StabilitySelection,RMSE,1.2100658892408709,0.9705369553399156,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,Stabl-RP,RMSE,1.207388890495379,0.9677002435406172,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,40,mRMR,RMSE,1.2055182683837975,0.9577936121007052,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,Boruta,RMSE,1.2117707606273382,0.9663253726559466,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,ElasticNet,RMSE,1.2222650113534337,0.9754720981365366,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,LLSS,RMSE,1.196866661818519,0.9633430573381622,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,Lasso,RMSE,1.2100577659674652,0.9741767746671752,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,LongGroupLasso,RMSE,1.2047596643935568,0.9737430503966344,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,MutualInfo,RMSE,1.211864758109724,0.967379116756766,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,OutcomeSNN-FS,RMSE,1.1913403228155195,0.947919763993234,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,RandomForest,RMSE,1.194664861910397,0.9593821525496098,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,SNN-FS,RMSE,1.218370327596374,0.9725977005840736,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,StabilitySelection,RMSE,1.2032607225135727,0.9668708932684948,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,Stabl-RP,RMSE,1.1970757020323652,0.9731479986710077,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,41,mRMR,RMSE,1.1970058578861091,0.960672540540034,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,Boruta,RMSE,1.2048763261021107,0.9727875947096988,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,ElasticNet,RMSE,1.199118246521892,0.9567840050615372,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,LLSS,RMSE,1.1850075526579384,0.949138069435048,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,Lasso,RMSE,1.1897710950697278,0.9572783377071498,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,LongGroupLasso,RMSE,1.1816199267734222,0.9502029389964192,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,MutualInfo,RMSE,1.216521016507253,0.9663535660643984,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,OutcomeSNN-FS,RMSE,1.2105673169394848,0.963005475054205,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,RandomForest,RMSE,1.193001181516217,0.9420935280041436,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,SNN-FS,RMSE,1.1885296645102843,0.960206922649188,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,StabilitySelection,RMSE,1.1919144257613812,0.9648221977228666,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,Stabl-RP,RMSE,1.187159169831665,0.952306606741544,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,42,mRMR,RMSE,1.1947830796097696,0.9587196096001896,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,Boruta,RMSE,1.2049499428599073,0.9564098888598568,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,ElasticNet,RMSE,1.2549287994874885,0.98606085319725,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,LLSS,RMSE,1.196008601204551,0.9582419483916228,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,Lasso,RMSE,1.247018112731505,0.9972013711810114,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,LongGroupLasso,RMSE,1.196337912516953,0.9550889890664976,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,MutualInfo,RMSE,1.210876254515901,0.9617335731931104,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,OutcomeSNN-FS,RMSE,1.198552091589148,0.9539737632334446,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,RandomForest,RMSE,1.1993727604604243,0.9531890723038978,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,SNN-FS,RMSE,1.2125057196295623,0.963544485971186,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,StabilitySelection,RMSE,1.2106155608088738,0.9689796105158592,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,Stabl-RP,RMSE,1.1890307390277024,0.9608257145038616,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,43,mRMR,RMSE,1.2033341768432344,0.9682223136610638,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,Boruta,RMSE,1.2006818941795552,0.9633697313108304,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,ElasticNet,RMSE,1.2072447054319428,0.9649975259026276,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,LLSS,RMSE,1.193201013067018,0.960449399657954,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,Lasso,RMSE,1.2268851152146096,0.9852416211385442,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,LongGroupLasso,RMSE,1.2061799248901324,0.9665866299172596,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,MutualInfo,RMSE,1.2022151415457392,0.955084136076003,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,OutcomeSNN-FS,RMSE,1.2005511865788352,0.959213141020614,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,RandomForest,RMSE,1.2102935271812658,0.9657353852011782,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,SNN-FS,RMSE,1.229835176307377,0.9948142420854206,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,StabilitySelection,RMSE,1.2015928469896449,0.9644670194404856,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,Stabl-RP,RMSE,1.204673695984871,0.974348475402794,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,44,mRMR,RMSE,1.205373110995054,0.9633909176219724,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,Boruta,RMSE,1.1967651521390206,0.9501136417266994,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,ElasticNet,RMSE,1.2357857026954076,0.986539946286091,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,LLSS,RMSE,1.2182982609434454,0.9700009154661005,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,Lasso,RMSE,1.2218881618266484,0.9738836732460124,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,LongGroupLasso,RMSE,1.236423726778345,0.983880145258676,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,MutualInfo,RMSE,1.2241924436359852,0.975159542787428,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,OutcomeSNN-FS,RMSE,1.2257196890552802,0.9683532841139766,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,RandomForest,RMSE,1.197790650994646,0.9427863699409664,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,SNN-FS,RMSE,1.2257556262757057,0.9769299357627405,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,StabilitySelection,RMSE,1.2582807852540985,1.010204881932412,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,Stabl-RP,RMSE,1.2134774155318715,0.9688968962234704,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,45,mRMR,RMSE,1.213579283523137,0.962123042678558,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,Boruta,RMSE,1.2098609081063971,0.9576599275312574,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,ElasticNet,RMSE,1.2649832340443057,1.0026028429950444,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,LLSS,RMSE,1.2121251354110787,0.971740720223048,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,Lasso,RMSE,1.2411850543389922,0.991246769910266,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,LongGroupLasso,RMSE,1.2320482734371117,0.98314945305654,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,MutualInfo,RMSE,1.2214434903528049,0.967463950478528,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,OutcomeSNN-FS,RMSE,1.2216262412557874,0.969448473884431,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,RandomForest,RMSE,1.2384357723215744,0.9748983982191014,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,SNN-FS,RMSE,1.2661431462836374,1.0074765181343988,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,StabilitySelection,RMSE,1.2255844210100502,0.9820777580863296,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,Stabl-RP,RMSE,1.2138723651475904,0.9712506273163826,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,46,mRMR,RMSE,1.2189496404571074,0.965741664462163,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,Boruta,RMSE,1.1879639030334932,0.950977970295182,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,ElasticNet,RMSE,1.191071628447727,0.9466300961767564,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,LLSS,RMSE,1.18460937752372,0.9476267818843604,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,Lasso,RMSE,1.2050882107685186,0.9619105138549544,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,LongGroupLasso,RMSE,1.177636671537829,0.9434601375945812,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,MutualInfo,RMSE,1.222526564439686,0.9653881899004164,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,OutcomeSNN-FS,RMSE,1.17265464017478,0.9304298174800524,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,RandomForest,RMSE,1.197016830996729,0.9534756308633376,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,SNN-FS,RMSE,1.1970865695575634,0.964414062688732,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,StabilitySelection,RMSE,1.1882195245703062,0.9569054814787692,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,Stabl-RP,RMSE,1.169329246661169,0.9443938541446584,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,47,mRMR,RMSE,1.1779064431918955,0.9411035071522906,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,Boruta,RMSE,1.2056013667558385,0.955374312289682,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,ElasticNet,RMSE,1.260067409359109,1.0166340640875644,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,LLSS,RMSE,1.2035847007686178,0.9632592421085564,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,Lasso,RMSE,1.2346477520471784,1.006603486921127,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,LongGroupLasso,RMSE,1.195675278843353,0.96066023584811,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,MutualInfo,RMSE,1.2088778963089226,0.963191019644402,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,OutcomeSNN-FS,RMSE,1.2085332273525513,0.9712279419926406,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,RandomForest,RMSE,1.2107771681040842,0.9669953068230076,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,SNN-FS,RMSE,1.2233077404616632,0.993059207108552,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,StabilitySelection,RMSE,1.203367225924364,0.966084559106814,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,Stabl-RP,RMSE,1.1934948339184024,0.9587096326969944,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,48,mRMR,RMSE,1.2046022872416218,0.9683800935108936,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,Boruta,RMSE,1.215368089273056,0.9780474550859932,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,ElasticNet,RMSE,1.216680192931075,0.9651063205011132,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,LLSS,RMSE,1.2123639459549715,0.9797788495779836,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,Lasso,RMSE,1.21284920884876,0.9715945754564445,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,LongGroupLasso,RMSE,1.2194540973612684,0.9800979977405864,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,MutualInfo,RMSE,1.208085529636092,0.9657121129495638,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,OutcomeSNN-FS,RMSE,1.21911465822894,0.973607072723913,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,RandomForest,RMSE,1.219832510348891,0.9808533129999536,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,SNN-FS,RMSE,1.2105928091332356,0.97332492704594,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,StabilitySelection,RMSE,1.2013652740834582,0.9732505929736538,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,Stabl-RP,RMSE,1.192692905154547,0.972419559532972,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,49,mRMR,RMSE,1.2059155844838971,0.971471064092863,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,Boruta,RMSE,1.1978699733444873,0.9600300526924688,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,ElasticNet,RMSE,1.235573933909179,0.9857848689941968,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,LLSS,RMSE,1.205753396657086,0.969615258057579,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,Lasso,RMSE,1.2359648736901867,1.0024340788038315,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,LongGroupLasso,RMSE,1.220557912969282,0.9781336293051128,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,MutualInfo,RMSE,1.214590762325667,0.9658233238575296,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,OutcomeSNN-FS,RMSE,1.2203597446018155,0.9600589347561086,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,RandomForest,RMSE,1.1899278416378878,0.946690755385313,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,SNN-FS,RMSE,1.2220571653911263,0.972861351436502,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,StabilitySelection,RMSE,1.202292958903333,0.9640472498916643,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,Stabl-RP,RMSE,1.2002233064344463,0.9668007733622892,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
TRB,50,mRMR,RMSE,1.2037842775003411,0.9582716254040096,,,benchmark_full50,,,,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity
OLINK_COVID,1,Boruta,AUROC,,,0.8863636363636362,0.6958333333333333,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
OLINK_COVID,1,ElasticNet,AUROC,,,0.7443181818181818,0.5452235772357723,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
OLINK_COVID,1,LLSS,AUROC,,,0.9289772727272728,0.8278920153920154,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
OLINK_COVID,1,Lasso,AUROC,,,0.7045454545454546,0.5638152696976226,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
OLINK_COVID,1,LongGroupLasso,AUROC,,,0.9346590909090908,0.7942982456140351,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
OLINK_COVID,1,MutualInfo,AUROC,,,0.8835227272727273,0.7601190476190476,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
OLINK_COVID,1,OutcomeSNN-FS,AUROC,,,0.8096590909090908,0.7324283559577678,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
OLINK_COVID,1,RandomForest,AUROC,,,0.8409090909090908,0.6355522240602886,olink_50,,,,Olink COVID,Olink COVID,classification,Fatal disease
