Task,Repeat,Method,Metric,RMSE,MAE,AUROC,AUPRC,SourceRun,Fold,Accuracy,BalancedAccuracy,Dataset,Cohort,TaskType,OutcomeDescription
FPG,1,Boruta,RMSE,27.48346121800686,20.12153548143321,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,ElasticNet,RMSE,27.828981534201795,20.081655437610387,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,LLSS,RMSE,27.475221097575822,20.05737179005912,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,Lasso,RMSE,27.75358097462188,20.08482930464264,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,LongGroupLasso,RMSE,27.51113635793769,20.14856017671608,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,MutualInfo,RMSE,27.63138246585117,20.09110917929821,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,OutcomeSNN-FS,RMSE,27.708852915602577,20.127048026967053,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,RandomForest,RMSE,27.534810792396293,20.060807563073663,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,SNN-FS,RMSE,27.83613993092638,20.117387273518165,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,StabilitySelection,RMSE,31.21494875357317,23.27737899278481,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,Stabl-RP,RMSE,27.334640305770915,20.04546263909589,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,1,mRMR,RMSE,27.95280286024861,20.311518525843116,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,Boruta,RMSE,27.71072356935324,20.175598400950538,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,ElasticNet,RMSE,27.902417162314546,20.181676621759834,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,LLSS,RMSE,27.65680558585024,20.20155872490036,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,Lasso,RMSE,27.922446977253237,20.207938645010323,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,LongGroupLasso,RMSE,27.5544906887182,20.16502966411524,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,MutualInfo,RMSE,27.753024443492794,20.202715441980292,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,OutcomeSNN-FS,RMSE,27.68047518074965,20.094927517475934,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,RandomForest,RMSE,27.70900858791372,20.254709615388474,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,SNN-FS,RMSE,27.830252696847047,20.146316450688648,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,StabilitySelection,RMSE,31.176695083566823,23.240783984089678,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,Stabl-RP,RMSE,27.42760397218072,20.092502033227746,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,2,mRMR,RMSE,27.98996333589671,20.36792031690055,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,Boruta,RMSE,27.679737420588765,20.187316366365604,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,ElasticNet,RMSE,27.794013876677685,20.19734180997745,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,LLSS,RMSE,27.70980970688499,20.252300247517333,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,Lasso,RMSE,28.01758371887518,20.31150584515663,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,LongGroupLasso,RMSE,27.76140187508893,20.25602947468778,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,MutualInfo,RMSE,27.98635576180297,20.36655299412484,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,OutcomeSNN-FS,RMSE,27.97491238087552,20.26893941470144,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,RandomForest,RMSE,27.850404213182752,20.31788234646981,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,SNN-FS,RMSE,28.102054210737297,20.41988078614885,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,StabilitySelection,RMSE,31.59690526155236,23.556262644562977,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,Stabl-RP,RMSE,27.70434199845662,20.249762205844004,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,3,mRMR,RMSE,27.97379516133644,20.40373543741721,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,Boruta,RMSE,27.82025319656228,20.411671588861616,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,ElasticNet,RMSE,27.5491828381068,20.036973318281408,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,LLSS,RMSE,27.726268543645325,20.355827089865038,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,Lasso,RMSE,27.719828836012823,20.06634639197488,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,LongGroupLasso,RMSE,27.78208491361043,20.375682953966184,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,MutualInfo,RMSE,28.12463018877611,20.557187628413807,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,OutcomeSNN-FS,RMSE,27.73367982456812,20.1063910945951,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,RandomForest,RMSE,27.81362985177957,20.36865817834536,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,SNN-FS,RMSE,27.66631545902696,20.08711951842765,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,StabilitySelection,RMSE,31.6725572220859,23.58596855914958,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,Stabl-RP,RMSE,27.80318049215244,20.354404213908385,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,4,mRMR,RMSE,27.881232007003423,20.34385046303992,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,Boruta,RMSE,27.74944391194868,20.28554905345588,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,ElasticNet,RMSE,27.837704280400462,20.175595495806743,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,LLSS,RMSE,27.55870969250181,20.186193118867013,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,Lasso,RMSE,27.834151657173923,20.113304945620765,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,LongGroupLasso,RMSE,27.579404133506877,20.189628249492383,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,MutualInfo,RMSE,27.74454753567789,20.109034982905445,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,OutcomeSNN-FS,RMSE,27.8820424654218,20.23662457556898,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,RandomForest,RMSE,27.65161069242431,20.19917283856658,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,SNN-FS,RMSE,28.29013678009177,20.364681313478023,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,StabilitySelection,RMSE,31.101966565170923,23.083659797653,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,Stabl-RP,RMSE,27.519525485949693,20.181910741552844,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,5,mRMR,RMSE,27.90947039280906,20.403254431147367,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,Boruta,RMSE,27.61480815528613,20.178699490293067,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,ElasticNet,RMSE,27.71192907676132,20.03805449374851,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,LLSS,RMSE,27.5255751934647,20.094372404492013,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,Lasso,RMSE,27.59920804822136,19.944781500935875,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,LongGroupLasso,RMSE,27.60040400875176,20.172297609043014,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,MutualInfo,RMSE,27.605202878983626,20.092603994978717,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,OutcomeSNN-FS,RMSE,27.85936675516984,20.12635454778608,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,RandomForest,RMSE,27.61006805639052,20.17323872539588,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,SNN-FS,RMSE,27.606465414881065,20.002283844556366,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,StabilitySelection,RMSE,30.90771066647256,23.012880863863995,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,Stabl-RP,RMSE,27.55358613549297,20.123467081632317,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,6,mRMR,RMSE,27.96686048503884,20.30198066059362,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,Boruta,RMSE,27.681543230023987,20.24265313950396,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,ElasticNet,RMSE,27.72913716675623,20.11682061750682,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,LLSS,RMSE,27.605523198065555,20.19976177582616,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,Lasso,RMSE,27.84774448110001,20.298726380221357,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,LongGroupLasso,RMSE,27.68531587901388,20.24224201979745,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,MutualInfo,RMSE,27.794964705912623,20.256409243046253,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,OutcomeSNN-FS,RMSE,27.60754816349116,20.14797809017588,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,RandomForest,RMSE,27.73601327874687,20.28773502453568,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,SNN-FS,RMSE,27.64777740212937,20.16480696985257,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,StabilitySelection,RMSE,31.41783498791444,23.29835576417265,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,Stabl-RP,RMSE,27.566085571486138,20.283293448225734,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,7,mRMR,RMSE,27.954734465501595,20.462899623631778,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,Boruta,RMSE,27.731616723819865,20.267489061164827,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,ElasticNet,RMSE,27.979455485476738,20.330553597242325,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,LLSS,RMSE,27.60582120920441,20.20211723660878,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,Lasso,RMSE,27.77184574286528,20.08376489401527,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,LongGroupLasso,RMSE,27.72690649979272,20.24891512435312,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,MutualInfo,RMSE,27.724355348660776,20.16343226868065,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,OutcomeSNN-FS,RMSE,27.708996957663043,20.117463393899484,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,RandomForest,RMSE,27.69783068776791,20.17666571767129,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,SNN-FS,RMSE,27.977010912053057,20.27810551356288,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,StabilitySelection,RMSE,31.29429095635573,23.235372584383924,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,Stabl-RP,RMSE,27.67474883946287,20.20125939573508,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,8,mRMR,RMSE,27.70822779118889,20.236475485194173,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,Boruta,RMSE,27.97742692838477,20.427313689472484,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,ElasticNet,RMSE,28.01313008865022,20.301040057055573,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,LLSS,RMSE,27.727176073263426,20.217342306410632,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,Lasso,RMSE,27.786483458974907,20.17160054787051,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,LongGroupLasso,RMSE,27.86239251941335,20.26748849483544,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,MutualInfo,RMSE,27.97460935903362,20.28935767270248,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,OutcomeSNN-FS,RMSE,27.901871704472715,20.218529080334992,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,RandomForest,RMSE,27.98061678537318,20.38246622555329,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,SNN-FS,RMSE,27.77662311807762,20.21548409646734,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,StabilitySelection,RMSE,31.369718209147333,23.31408353343921,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,Stabl-RP,RMSE,27.83312481239442,20.29651486156309,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,9,mRMR,RMSE,28.00067805850353,20.28031287129375,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,Boruta,RMSE,27.59597322030874,20.149186263322363,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,ElasticNet,RMSE,27.47800543850197,20.024911488241973,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,LLSS,RMSE,27.402459788455097,20.107302965410387,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,Lasso,RMSE,27.822519938575685,20.10886028757032,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,LongGroupLasso,RMSE,27.573154499438814,20.040381403322435,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,MutualInfo,RMSE,27.78786720973945,20.218833182330947,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,OutcomeSNN-FS,RMSE,27.61411934068708,19.944321638428644,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,RandomForest,RMSE,27.781762501246405,20.261361589377863,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,SNN-FS,RMSE,27.736506003768625,20.069410707842245,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,StabilitySelection,RMSE,31.14209521179181,23.272352391505446,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,Stabl-RP,RMSE,27.482572759759574,20.12029518850081,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,10,mRMR,RMSE,27.81164557374972,20.21957619143196,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,Boruta,RMSE,27.71775891040598,20.279655721425375,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,ElasticNet,RMSE,27.65420162434804,20.10449486951925,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,LLSS,RMSE,27.62712960033697,20.144098355184283,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,Lasso,RMSE,28.04628059309767,20.286409263276024,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,LongGroupLasso,RMSE,27.525834270992704,20.07609853194189,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,MutualInfo,RMSE,27.863925897019605,20.28422278329866,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,OutcomeSNN-FS,RMSE,27.608954829831152,20.105889444480624,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,RandomForest,RMSE,27.77267309571106,20.23080231784176,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,SNN-FS,RMSE,27.91643209351613,20.19908110109594,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,StabilitySelection,RMSE,30.96983680786172,23.057702683310776,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,Stabl-RP,RMSE,27.661373171718395,20.256237553135957,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,11,mRMR,RMSE,28.20133118423565,20.53357764779084,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,Boruta,RMSE,27.709412495637206,20.311239393757624,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,ElasticNet,RMSE,27.993139326445675,20.32023405637824,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,LLSS,RMSE,27.680512476792163,20.269018329411736,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,Lasso,RMSE,27.986594918206,20.23046811926101,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,LongGroupLasso,RMSE,27.65623416075801,20.22212667226624,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,MutualInfo,RMSE,27.76796308182057,20.290127159735665,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,OutcomeSNN-FS,RMSE,28.17564306012108,20.42505140672876,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,RandomForest,RMSE,27.75523364308652,20.256749547674303,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,SNN-FS,RMSE,28.062614402329565,20.30795632211832,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,StabilitySelection,RMSE,31.37612899896372,23.4590300310987,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,Stabl-RP,RMSE,27.64443336566758,20.277002694121848,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,12,mRMR,RMSE,27.811931724478807,20.31242477274312,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,Boruta,RMSE,27.909826033231838,20.40715178551665,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,ElasticNet,RMSE,27.95026311174128,20.274700749717347,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,LLSS,RMSE,27.80842594904674,20.342528815518943,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,Lasso,RMSE,27.948245411567388,20.317593031667386,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,LongGroupLasso,RMSE,27.75017998297447,20.278461089212808,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,MutualInfo,RMSE,28.000962986014343,20.392274101235365,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,OutcomeSNN-FS,RMSE,27.62226742216436,20.107020695114915,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,RandomForest,RMSE,27.85275744247305,20.349107139716565,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,SNN-FS,RMSE,27.815707552109483,20.256434738752095,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,StabilitySelection,RMSE,31.619612556244302,23.483202195471154,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,Stabl-RP,RMSE,27.74684823985683,20.31657699949655,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,13,mRMR,RMSE,28.08597353823497,20.457910578272436,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,Boruta,RMSE,27.780696065163664,20.210423557634183,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,ElasticNet,RMSE,27.4855179794492,19.92048655713753,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,LLSS,RMSE,27.625162092334996,20.18144872600873,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,Lasso,RMSE,27.60614198785006,19.995217787386427,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,LongGroupLasso,RMSE,27.5540315350098,20.11267300753716,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,MutualInfo,RMSE,27.56181585967448,20.076683169779287,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,OutcomeSNN-FS,RMSE,27.78696728515928,20.147294369466888,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,RandomForest,RMSE,27.685249382303656,20.203926085002365,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,SNN-FS,RMSE,27.582924907132988,20.024015543295377,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,StabilitySelection,RMSE,31.64023436649777,23.45320215186729,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,Stabl-RP,RMSE,27.452732846075072,20.08109151197841,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,14,mRMR,RMSE,27.89949122527713,20.396398165389893,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,Boruta,RMSE,27.642517724511777,20.202903637158236,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,ElasticNet,RMSE,27.64267526275308,20.095478050527632,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,LLSS,RMSE,27.472382151028683,20.072603076466663,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,Lasso,RMSE,27.698994561560845,20.04173534682393,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,LongGroupLasso,RMSE,27.68254284582776,20.15886001359989,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,MutualInfo,RMSE,27.731358015677504,20.162829104709083,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,OutcomeSNN-FS,RMSE,27.71398674538023,20.02390522526387,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,RandomForest,RMSE,27.826168104741416,20.22911844244044,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,SNN-FS,RMSE,27.59767431164153,20.06602547076996,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,StabilitySelection,RMSE,31.25524054179957,23.290023082404485,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,Stabl-RP,RMSE,27.506391834531108,20.116506658105536,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,15,mRMR,RMSE,27.793945654405277,20.30915758404796,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,16,Boruta,RMSE,27.74246182294221,20.27163477308429,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,16,ElasticNet,RMSE,28.05933085292368,20.339990004299413,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,16,LLSS,RMSE,27.524370525580057,20.120224692449305,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,16,Lasso,RMSE,28.11030637760009,20.31171212934096,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
FPG,16,LongGroupLasso,RMSE,27.60539700202488,20.170172705489573,,,benchmark_full50,,,,Japan T2D,Japan T2D,regression,Fasting plasma glucose
