Task,Method,SelectedPanelSize,MeanJaccard,SDJaccard,Pairs,EvidenceLevel
GSE48023_H1N1,StabilitySelection,10,0.20000875357632503,0.08759349460041368,946,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,Stabl-RP,3,0.3219747899159664,0.2415520841677078,7140,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,Stabl-RP,5,0.32244702784608886,0.1699978252547183,2556,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,Stabl-RP,10,0.2566264666513019,0.12496671338729473,1653,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,geeVerse,3,0.08807619047619046,0.13201624843505216,7875,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,geeVerse,5,0.10997970117466972,0.10772697921757317,1431,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,geeVerse,10,0.19097873800198667,0.12844305871697786,2415,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,glmmLasso,3,0.19761946746605538,0.19259568400536428,5671,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,glmmLasso,5,0.20022785233496382,0.14228761202143653,2278,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,glmmLasso,10,0.22826849678242864,0.10288823549729718,2775,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,mRMR,3,0.35722413052812374,0.23279759430839575,9316,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,mRMR,5,0.3680140655295935,0.14976248466217823,2415,selection stability conditional on the inner-selected panel size
GSE48023_H1N1,mRMR,10,0.2700074453826138,0.11142508838941718,903,selection stability conditional on the inner-selected panel size
IGG,Boruta,3,0.21136363636363636,0.19900410938197086,3916,selection stability conditional on the inner-selected panel size
IGG,Boruta,5,0.2828114151643563,0.14949585849697947,1326,selection stability conditional on the inner-selected panel size
IGG,Boruta,10,0.2863400250934453,0.1084869781262907,5886,selection stability conditional on the inner-selected panel size
IGG,ElasticNet,3,0.23726273726273725,0.20592513961312114,3003,selection stability conditional on the inner-selected panel size
IGG,ElasticNet,5,0.25283643550012597,0.1437149303015501,2016,selection stability conditional on the inner-selected panel size
IGG,ElasticNet,10,0.33358811107815284,0.10621637341743959,5778,selection stability conditional on the inner-selected panel size
IGG,LLSS,3,0.4359416239714331,0.23066522555676033,6441,selection stability conditional on the inner-selected panel size
IGG,LLSS,5,0.3062236570711147,0.15861660642897898,1770,selection stability conditional on the inner-selected panel size
IGG,LLSS,10,0.3080355199631719,0.12716319027142864,2850,selection stability conditional on the inner-selected panel size
IGG,Lasso,3,0.23330612244897964,0.20247873729264082,1225,selection stability conditional on the inner-selected panel size
IGG,Lasso,5,0.3161986399858989,0.160687568877804,1711,selection stability conditional on the inner-selected panel size
IGG,Lasso,10,0.3650586945767952,0.1107702587236266,9870,selection stability conditional on the inner-selected panel size
IGG,LongGroupLasso,3,0.5032515919252134,0.26045144302268886,7381,selection stability conditional on the inner-selected panel size
IGG,LongGroupLasso,5,0.39362684040752444,0.14911838860953863,2485,selection stability conditional on the inner-selected panel size
IGG,LongGroupLasso,10,0.33880833239524083,0.10895339796491614,1596,selection stability conditional on the inner-selected panel size
IGG,MutualInfo,3,0.15991228070175437,0.16474269215942283,4560,selection stability conditional on the inner-selected panel size
IGG,MutualInfo,5,0.17129039115646258,0.12842728066994183,2016,selection stability conditional on the inner-selected panel size
IGG,MutualInfo,10,0.21346783511994954,0.09483206759943073,4005,selection stability conditional on the inner-selected panel size
IGG,OutcomeSNN-FS,3,0.3800816326530612,0.23370766862988732,1225,selection stability conditional on the inner-selected panel size
IGG,OutcomeSNN-FS,5,0.5192150234285066,0.18156543966958835,3916,selection stability conditional on the inner-selected panel size
IGG,OutcomeSNN-FS,10,0.5105195666692992,0.11807390035842164,6105,selection stability conditional on the inner-selected panel size
IGG,PGEE,3,0.4549165120593692,0.3249901635902054,4851,selection stability conditional on the inner-selected panel size
IGG,PGEE,5,0.37291030131405717,0.18480225216629315,2556,selection stability conditional on the inner-selected panel size
IGG,PGEE,10,0.31800713418548887,0.11637442051302112,3081,selection stability conditional on the inner-selected panel size
IGG,RandomForest,3,0.2802507836990596,0.21188057586519102,3828,selection stability conditional on the inner-selected panel size
IGG,RandomForest,5,0.30426602401488245,0.16235750573353389,2628,selection stability conditional on the inner-selected panel size
IGG,RandomForest,10,0.34934052105606767,0.10455809888913663,3916,selection stability conditional on the inner-selected panel size
IGG,SNN-FS,3,0.4006787330316742,0.24499424581655746,1326,selection stability conditional on the inner-selected panel size
IGG,SNN-FS,5,0.403723260866118,0.16745374860395834,3003,selection stability conditional on the inner-selected panel size
IGG,SNN-FS,10,0.361269057359413,0.11326532771799176,7140,selection stability conditional on the inner-selected panel size
IGG,StabilitySelection,3,0.3724796942188247,0.22489591952155402,4186,selection stability conditional on the inner-selected panel size
IGG,StabilitySelection,5,0.3369412982584337,0.1487342215611914,2346,selection stability conditional on the inner-selected panel size
IGG,StabilitySelection,10,0.35421124086779315,0.10038694575841478,3916,selection stability conditional on the inner-selected panel size
IGG,Stabl-RP,3,0.28784019975031216,0.21304709659273335,4005,selection stability conditional on the inner-selected panel size
IGG,Stabl-RP,5,0.25706663079544434,0.15237330850583347,1770,selection stability conditional on the inner-selected panel size
IGG,Stabl-RP,10,0.30401209953278624,0.11960563480461853,4950,selection stability conditional on the inner-selected panel size
IGG,geeVerse,3,0.28325247079964067,0.20899056037906805,5565,selection stability conditional on the inner-selected panel size
IGG,geeVerse,5,0.3106742216117216,0.17090262533037015,2080,selection stability conditional on the inner-selected panel size
IGG,geeVerse,10,0.3540299225053883,0.14859127040207618,3081,selection stability conditional on the inner-selected panel size
IGG,glmmLasso,3,0.35049207673060884,0.2410514063627305,5995,selection stability conditional on the inner-selected panel size
IGG,glmmLasso,5,0.3272024470654607,0.16294975253172464,2701,selection stability conditional on the inner-selected panel size
IGG,glmmLasso,10,0.32240706179522777,0.10970681756267786,2145,selection stability conditional on the inner-selected panel size
IGG,mRMR,3,0.34930721452460584,0.22335713291160006,4186,selection stability conditional on the inner-selected panel size
IGG,mRMR,5,0.3373912545787546,0.16256602639637457,2080,selection stability conditional on the inner-selected panel size
IGG,mRMR,10,0.369885699551699,0.12321168272782647,4278,selection stability conditional on the inner-selected panel size
IGM,Boruta,3,0.1389173060528559,0.1485636273377512,2346,selection stability conditional on the inner-selected panel size
IGM,Boruta,5,0.1696024914921629,0.12907581099812154,2556,selection stability conditional on the inner-selected panel size
IGM,Boruta,10,0.19995056008530282,0.09733104127988089,5886,selection stability conditional on the inner-selected panel size
IGM,ElasticNet,3,0.22741698501322366,0.19117200587783237,3403,selection stability conditional on the inner-selected panel size
IGM,ElasticNet,5,0.2727270127270127,0.1489687599728589,2775,selection stability conditional on the inner-selected panel size
IGM,ElasticNet,10,0.2897042792614646,0.10421217426504889,4186,selection stability conditional on the inner-selected panel size
IGM,LLSS,3,0.23711864406779665,0.18762040427995558,1770,selection stability conditional on the inner-selected panel size
IGM,LLSS,5,0.2318555627379157,0.15320585060901173,1326,selection stability conditional on the inner-selected panel size
IGM,LLSS,10,0.35787435727329003,0.1459383314801816,9453,selection stability conditional on the inner-selected panel size
IGM,Lasso,3,0.2965495476541132,0.1968092556741382,4753,selection stability conditional on the inner-selected panel size
IGM,Lasso,5,0.28088675083559994,0.15162398105690555,2346,selection stability conditional on the inner-selected panel size
IGM,Lasso,10,0.3524829912523706,0.11485922118994066,3403,selection stability conditional on the inner-selected panel size
IGM,LongGroupLasso,3,0.428561403508772,0.2532589284820465,2850,selection stability conditional on the inner-selected panel size
IGM,LongGroupLasso,5,0.44098143811258567,0.1590092352427235,1830,selection stability conditional on the inner-selected panel size
IGM,LongGroupLasso,10,0.4209576779945635,0.12988636305402612,6328,selection stability conditional on the inner-selected panel size
IGM,MutualInfo,3,0.15968992248062017,0.17640288742686186,3741,selection stability conditional on the inner-selected panel size
IGM,MutualInfo,5,0.19758812615955473,0.1383421550811724,1540,selection stability conditional on the inner-selected panel size
IGM,MutualInfo,10,0.22401156154205865,0.10178316582649878,5671,selection stability conditional on the inner-selected panel size
IGM,OutcomeSNN-FS,3,0.3542372881355933,0.22816546654520087,1770,selection stability conditional on the inner-selected panel size
IGM,OutcomeSNN-FS,5,0.3498302301633686,0.1562437744242707,1711,selection stability conditional on the inner-selected panel size
IGM,OutcomeSNN-FS,10,0.3895433319477394,0.10650251708299803,8515,selection stability conditional on the inner-selected panel size
IGM,PGEE,3,0.16049094097019287,0.17811420807087905,1711,selection stability conditional on the inner-selected panel size
IGM,PGEE,5,0.2582249802994484,0.18480967708500276,1128,selection stability conditional on the inner-selected panel size
IGM,PGEE,10,0.3230260611890559,0.12408125576106797,10153,selection stability conditional on the inner-selected panel size
IGM,RandomForest,3,0.14113924050632912,0.15607554393442855,3160,selection stability conditional on the inner-selected panel size
IGM,RandomForest,5,0.201277213982132,0.13498651898613945,1830,selection stability conditional on the inner-selected panel size
IGM,RandomForest,10,0.24369197793595718,0.10182188094324837,5886,selection stability conditional on the inner-selected panel size
IGM,SNN-FS,3,0.3215740740740741,0.2117875319696956,3240,selection stability conditional on the inner-selected panel size
IGM,SNN-FS,5,0.2633797480344795,0.1462860720532027,2346,selection stability conditional on the inner-selected panel size
IGM,SNN-FS,10,0.30303386298648516,0.10620353907765438,4950,selection stability conditional on the inner-selected panel size
IGM,StabilitySelection,3,0.2753044140030441,0.19989267816051715,2628,selection stability conditional on the inner-selected panel size
IGM,StabilitySelection,5,0.2637353552532124,0.14956288439479487,2016,selection stability conditional on the inner-selected panel size
IGM,StabilitySelection,10,0.32798720831563216,0.11397743394835917,6328,selection stability conditional on the inner-selected panel size
IGM,Stabl-RP,3,0.37658730158730164,0.22225432042003154,2016,selection stability conditional on the inner-selected panel size
IGM,Stabl-RP,5,0.3907738095238095,0.16526940532380813,2080,selection stability conditional on the inner-selected panel size
IGM,Stabl-RP,10,0.38316427050979157,0.14019205736357232,7260,selection stability conditional on the inner-selected panel size
IGM,geeVerse,3,0.3413553113553114,0.29471188693188216,5460,selection stability conditional on the inner-selected panel size
IGM,geeVerse,5,0.3198947427670832,0.205986469660949,1128,selection stability conditional on the inner-selected panel size
IGM,geeVerse,10,0.39283528880244184,0.16089727893433536,4656,selection stability conditional on the inner-selected panel size
IGM,glmmLasso,3,0.3337595907928389,0.2264646622430627,2346,selection stability conditional on the inner-selected panel size
IGM,glmmLasso,5,0.404398865133926,0.19094573027412115,1891,selection stability conditional on the inner-selected panel size
IGM,glmmLasso,10,0.38441711105299287,0.13269082802310772,7021,selection stability conditional on the inner-selected panel size
IGM,mRMR,3,0.31663461538461546,0.2403345054516195,2080,selection stability conditional on the inner-selected panel size
IGM,mRMR,5,0.3368261636377578,0.19091395848937256,1035,selection stability conditional on the inner-selected panel size
IGM,mRMR,10,0.4137338539043989,0.1301638273712325,9591,selection stability conditional on the inner-selected panel size
KARE_STATUS,Boruta,3,0.6818181818181818,0.24273969375147303,55,selection stability conditional on the inner-selected panel size
KARE_STATUS,Boruta,5,0.6691202090592334,0.16169082216881023,820,selection stability conditional on the inner-selected panel size
KARE_STATUS,Boruta,10,0.5903197496413923,0.12434094703574991,19503,selection stability conditional on the inner-selected panel size
KARE_STATUS,ElasticNet,3,0.75,0.27386127875258304,6,selection stability conditional on the inner-selected panel size
KARE_STATUS,ElasticNet,5,0.5414392370914111,0.18557795294852802,253,selection stability conditional on the inner-selected panel size
KARE_STATUS,ElasticNet,10,0.6635679931644058,0.12299957045172513,24753,selection stability conditional on the inner-selected panel size
KARE_STATUS,LLSS,3,0.8333333333333334,0.24397501823713333,15,selection stability conditional on the inner-selected panel size
KARE_STATUS,LLSS,5,0.5784750365867387,0.17734789782540106,1128,selection stability conditional on the inner-selected panel size
KARE_STATUS,LLSS,10,0.7294365846956115,0.11636637288567836,19110,selection stability conditional on the inner-selected panel size
KARE_STATUS,Lasso,3,0.4833333333333334,0.2926886855802025,6,selection stability conditional on the inner-selected panel size
KARE_STATUS,Lasso,5,0.6687830687830687,0.18442538927382707,630,selection stability conditional on the inner-selected panel size
KARE_STATUS,Lasso,10,0.6687395387327034,0.12988467466209863,21945,selection stability conditional on the inner-selected panel size
KARE_STATUS,LongGroupLasso,3,0.75,0.27386127875258304,6,selection stability conditional on the inner-selected panel size
KARE_STATUS,LongGroupLasso,5,0.693310657596372,0.15617017026017385,1176,selection stability conditional on the inner-selected panel size
KARE_STATUS,LongGroupLasso,10,0.685311546080219,0.11551968408124086,19306,selection stability conditional on the inner-selected panel size
KARE_STATUS,MutualInfo,5,0.19697971781305113,0.1332028596376919,36,selection stability conditional on the inner-selected panel size
KARE_STATUS,MutualInfo,10,0.261075422628886,0.09856090722729871,28920,selection stability conditional on the inner-selected panel size
KARE_STATUS,OutcomeSNN-FS,3,0.7,0.25819888974716115,10,selection stability conditional on the inner-selected panel size
KARE_STATUS,OutcomeSNN-FS,5,0.7071524966261808,0.1691248438690754,741,selection stability conditional on the inner-selected panel size
KARE_STATUS,OutcomeSNN-FS,10,0.5882647741397445,0.11092261667739488,21115,selection stability conditional on the inner-selected panel size
KARE_STATUS,PGEE,3,0.4666666666666666,0.46188021535170065,3,selection stability conditional on the inner-selected panel size
KARE_STATUS,PGEE,5,0.5875747059957588,0.16673212042090482,741,selection stability conditional on the inner-selected panel size
KARE_STATUS,PGEE,10,0.5279282751371084,0.11977023877133877,21528,selection stability conditional on the inner-selected panel size
KARE_STATUS,RandomForest,3,0.8186813186813187,0.24171244987569096,91,selection stability conditional on the inner-selected panel size
KARE_STATUS,RandomForest,5,0.7103804484756866,0.15336414042129315,378,selection stability conditional on the inner-selected panel size
KARE_STATUS,RandomForest,10,0.6465507465716496,0.12186652210188109,21528,selection stability conditional on the inner-selected panel size
KARE_STATUS,SNN-FS,3,0.75,0.27386127875258304,6,selection stability conditional on the inner-selected panel size
KARE_STATUS,SNN-FS,5,0.6236949325184619,0.17580446144135778,561,selection stability conditional on the inner-selected panel size
KARE_STATUS,SNN-FS,10,0.5913168584969533,0.12038104815896895,22366,selection stability conditional on the inner-selected panel size
KARE_STATUS,StabilitySelection,3,0.39999999999999997,0.17320508075688773,3,selection stability conditional on the inner-selected panel size
KARE_STATUS,StabilitySelection,5,0.4329805996472663,0.15200544772029162,36,selection stability conditional on the inner-selected panel size
KARE_STATUS,StabilitySelection,10,0.5461935329111537,0.12046938982906116,28203,selection stability conditional on the inner-selected panel size
KARE_STATUS,Stabl-RP,3,0.75,0.27386127875258304,6,selection stability conditional on the inner-selected panel size
KARE_STATUS,Stabl-RP,5,0.5606060606060606,0.17353414195856062,528,selection stability conditional on the inner-selected panel size
KARE_STATUS,Stabl-RP,10,0.5796134659936226,0.1294192115222363,22578,selection stability conditional on the inner-selected panel size
KARE_STATUS,geeVerse,10,0.6753025394953106,0.1265744278621705,31125,selection stability conditional on the inner-selected panel size
KARE_STATUS,glmmLasso,5,0.6384765332133754,0.19348827883337322,741,selection stability conditional on the inner-selected panel size
KARE_STATUS,glmmLasso,10,0.5824323536239583,0.11862988487976162,22155,selection stability conditional on the inner-selected panel size
KARE_STATUS,mRMR,3,0.6916666666666667,0.27294688127912364,36,selection stability conditional on the inner-selected panel size
KARE_STATUS,mRMR,5,0.7202208419599723,0.16740465920444156,1035,selection stability conditional on the inner-selected panel size
KARE_STATUS,mRMR,10,0.6337582938693168,0.11539419455779472,18915,selection stability conditional on the inner-selected panel size
OLINK_COVID,Boruta,3,0.1835070836674686,0.1831632239129713,3741,selection stability conditional on the inner-selected panel size
OLINK_COVID,Boruta,5,0.22111402431342908,0.16077666145524067,2016,selection stability conditional on the inner-selected panel size
OLINK_COVID,Boruta,10,0.28520483264964785,0.13933436479195657,4851,selection stability conditional on the inner-selected panel size
OLINK_COVID,ElasticNet,3,0.2668560606060606,0.20813612654660785,528,selection stability conditional on the inner-selected panel size
OLINK_COVID,ElasticNet,5,0.25484927242559063,0.16390194488895918,1081,selection stability conditional on the inner-selected panel size
OLINK_COVID,ElasticNet,10,0.3244439744260861,0.14297622260809853,14365,selection stability conditional on the inner-selected panel size
OLINK_COVID,LLSS,3,0.38985576923076926,0.2810308420188684,2080,selection stability conditional on the inner-selected panel size
OLINK_COVID,LLSS,5,0.4515743966963479,0.24727387385663732,3321,selection stability conditional on the inner-selected panel size
OLINK_COVID,LLSS,10,0.47867336860181287,0.17024961850093928,5253,selection stability conditional on the inner-selected panel size
OLINK_COVID,Lasso,3,0.19905882352941176,0.18843916146380807,1275,selection stability conditional on the inner-selected panel size
OLINK_COVID,Lasso,5,0.2338579969607223,0.17038092935926344,1431,selection stability conditional on the inner-selected panel size
OLINK_COVID,Lasso,10,0.2639939790385949,0.1318375865899546,10440,selection stability conditional on the inner-selected panel size
OLINK_COVID,LongGroupLasso,3,0.3568350168350169,0.27317530455912997,1485,selection stability conditional on the inner-selected panel size
OLINK_COVID,LongGroupLasso,5,0.4162519056586853,0.2400698249780939,1770,selection stability conditional on the inner-selected panel size
OLINK_COVID,LongGroupLasso,10,0.4026590444683159,0.1631993168351402,9045,selection stability conditional on the inner-selected panel size
OLINK_COVID,MutualInfo,3,0.17877551020408164,0.22038321360228053,1225,selection stability conditional on the inner-selected panel size
OLINK_COVID,MutualInfo,5,0.34305355945194976,0.19373507019687267,2485,selection stability conditional on the inner-selected panel size
OLINK_COVID,MutualInfo,10,0.3996466360145576,0.16294023459475238,8256,selection stability conditional on the inner-selected panel size
OLINK_COVID,OutcomeSNN-FS,3,0.22431372549019607,0.2071073757217232,1275,selection stability conditional on the inner-selected panel size
OLINK_COVID,OutcomeSNN-FS,5,0.25378159706517917,0.16226903091309883,2211,selection stability conditional on the inner-selected panel size
OLINK_COVID,OutcomeSNN-FS,10,0.3482238555437637,0.14858644065007476,8646,selection stability conditional on the inner-selected panel size
OLINK_COVID,PGEE,3,0.14595791805094133,0.15302835990979136,903,selection stability conditional on the inner-selected panel size
OLINK_COVID,PGEE,5,0.1519817328640858,0.1474515008947963,1326,selection stability conditional on the inner-selected panel size
OLINK_COVID,PGEE,10,0.2741870609213194,0.12251814083776649,11935,selection stability conditional on the inner-selected panel size
OLINK_COVID,RandomForest,3,0.28970751573491305,0.2118296563518892,2701,selection stability conditional on the inner-selected panel size
OLINK_COVID,RandomForest,5,0.28971821828964683,0.1740402433934227,3003,selection stability conditional on the inner-selected panel size
OLINK_COVID,RandomForest,10,0.36837760362482236,0.1600348141359242,4753,selection stability conditional on the inner-selected panel size
OLINK_COVID,SNN-FS,3,0.19824561403508772,0.18530276298903128,1653,selection stability conditional on the inner-selected panel size
OLINK_COVID,SNN-FS,5,0.2664281898656899,0.1601209305705232,2080,selection stability conditional on the inner-selected panel size
OLINK_COVID,SNN-FS,10,0.3363851358281621,0.1476048181538438,8001,selection stability conditional on the inner-selected panel size
OLINK_COVID,StabilitySelection,3,0.2427322404371585,0.19481852709821654,1830,selection stability conditional on the inner-selected panel size
OLINK_COVID,StabilitySelection,5,0.3159512362637362,0.1776798011220608,2080,selection stability conditional on the inner-selected panel size
OLINK_COVID,StabilitySelection,10,0.3508259866478938,0.1303453365311149,7626,selection stability conditional on the inner-selected panel size
OLINK_COVID,Stabl-RP,3,0.1562233589087809,0.18119967306287996,2346,selection stability conditional on the inner-selected panel size
OLINK_COVID,Stabl-RP,5,0.23102896129211922,0.1463199532640706,2850,selection stability conditional on the inner-selected panel size
OLINK_COVID,Stabl-RP,10,0.29935156978840843,0.12872454476538642,5460,selection stability conditional on the inner-selected panel size
OLINK_COVID,glmmLasso,3,0.23253968253968255,0.23141682113768058,378,selection stability conditional on the inner-selected panel size
OLINK_COVID,glmmLasso,5,0.22050662370211244,0.15827981631289784,1596,selection stability conditional on the inner-selected panel size
OLINK_COVID,glmmLasso,10,0.30248200855897545,0.13786988572316033,13530,selection stability conditional on the inner-selected panel size
OLINK_COVID,mRMR,3,0.26123744050766795,0.21620672107424954,1891,selection stability conditional on the inner-selected panel size
OLINK_COVID,mRMR,5,0.28399399399399394,0.21175541639457537,2775,selection stability conditional on the inner-selected panel size
OLINK_COVID,mRMR,10,0.4193563697645023,0.1798625484510084,6328,selection stability conditional on the inner-selected panel size
PE,Boruta,3,0.1262443438914027,0.15672761332740648,1326,selection stability conditional on the inner-selected panel size
PE,Boruta,5,0.1241390906645144,0.11206849380245547,1770,selection stability conditional on the inner-selected panel size
PE,Boruta,10,0.15385709142249157,0.08342088132030082,9453,selection stability conditional on the inner-selected panel size
PE,ElasticNet,3,0.27372549019607845,0.20274761770424765,1275,selection stability conditional on the inner-selected panel size
PE,ElasticNet,5,0.2948559670781893,0.14822204053032054,1485,selection stability conditional on the inner-selected panel size
PE,ElasticNet,10,0.2852756143625813,0.10656591484113884,10296,selection stability conditional on the inner-selected panel size
PE,LLSS,3,0.2495081967213115,0.16533108320364615,1830,selection stability conditional on the inner-selected panel size
PE,LLSS,5,0.22733544121874102,0.13920402269983684,2485,selection stability conditional on the inner-selected panel size
PE,LLSS,10,0.18591748621531068,0.09381773156445881,6903,selection stability conditional on the inner-selected panel size
PE,Lasso,3,0.22487179487179487,0.19340037813764296,780,selection stability conditional on the inner-selected panel size
PE,Lasso,5,0.25224592151675485,0.14687723566788433,2016,selection stability conditional on the inner-selected panel size
PE,Lasso,10,0.2810052320750034,0.10944376897521758,10585,selection stability conditional on the inner-selected panel size
PE,LongGroupLasso,3,0.21754032258064518,0.21204820870558955,496,selection stability conditional on the inner-selected panel size
PE,LongGroupLasso,5,0.2472160983735058,0.15382047429911883,3240,selection stability conditional on the inner-selected panel size
PE,LongGroupLasso,10,0.26875506267572186,0.11595915934928308,9316,selection stability conditional on the inner-selected panel size
PE,MutualInfo,3,0.09564102564102564,0.1368318378335359,780,selection stability conditional on the inner-selected panel size
PE,MutualInfo,5,0.11378147750328202,0.10814989664619848,1596,selection stability conditional on the inner-selected panel size
PE,MutualInfo,10,0.14281411036667646,0.0835716377404342,11628,selection stability conditional on the inner-selected panel size
PE,OutcomeSNN-FS,3,0.14833333333333332,0.1538042757590404,780,selection stability conditional on the inner-selected panel size
PE,OutcomeSNN-FS,5,0.16820486347191793,0.12865585392505915,1891,selection stability conditional on the inner-selected panel size
PE,OutcomeSNN-FS,10,0.215143248606634,0.1040699967247818,10878,selection stability conditional on the inner-selected panel size
PE,PGEE,3,0.07807308970099668,0.1179360906645688,903,selection stability conditional on the inner-selected panel size
PE,PGEE,5,0.08697617895731104,0.09582750695575666,1378,selection stability conditional on the inner-selected panel size
PE,PGEE,10,0.16246884832709257,0.08682521192712925,11781,selection stability conditional on the inner-selected panel size
PE,RandomForest,3,0.1932244897959184,0.19957832030485578,1225,selection stability conditional on the inner-selected panel size
PE,RandomForest,5,0.205583402951824,0.13880765519955846,1653,selection stability conditional on the inner-selected panel size
PE,RandomForest,10,0.18944859951316317,0.09497471345361988,10011,selection stability conditional on the inner-selected panel size
PE,SNN-FS,3,0.21141025641025643,0.18258045061644082,780,selection stability conditional on the inner-selected panel size
PE,SNN-FS,5,0.2780689548546691,0.16996102216664347,1540,selection stability conditional on the inner-selected panel size
PE,SNN-FS,10,0.2821477731824927,0.10453083694547748,11781,selection stability conditional on the inner-selected panel size
PE,StabilitySelection,3,0.2612403100775194,0.2124281823409393,903,selection stability conditional on the inner-selected panel size
PE,StabilitySelection,5,0.23587523587523584,0.1457038077327032,2145,selection stability conditional on the inner-selected panel size
PE,StabilitySelection,10,0.23796100191782762,0.0947756692812202,9870,selection stability conditional on the inner-selected panel size
PE,Stabl-RP,3,0.10116144018583043,0.15042126334032765,861,selection stability conditional on the inner-selected panel size
PE,Stabl-RP,5,0.11762974449541613,0.1098988143761605,2211,selection stability conditional on the inner-selected panel size
PE,Stabl-RP,10,0.13243729311864294,0.0869756682007235,9870,selection stability conditional on the inner-selected panel size
PE,glmmLasso,3,0.2165217391304348,0.1990001075514361,1035,selection stability conditional on the inner-selected panel size
PE,glmmLasso,5,0.2261811391223156,0.14752083317148013,1275,selection stability conditional on the inner-selected panel size
PE,glmmLasso,10,0.21439953336545686,0.09515936636816776,11628,selection stability conditional on the inner-selected panel size
PE,mRMR,3,0.15733333333333333,0.166360367417244,1275,selection stability conditional on the inner-selected panel size
PE,mRMR,5,0.2249217796092796,0.14502174546767654,2080,selection stability conditional on the inner-selected panel size
PE,mRMR,10,0.2635361325572888,0.10944054416760494,8911,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Boruta,3,0.05637755102040816,0.10136165865133911,1176,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Boruta,5,0.061299557874900344,0.07969677671189052,2628,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Boruta,10,0.10905302649527407,0.07320811681959585,8128,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,ElasticNet,3,0.14291101055806937,0.14734983017384518,1326,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,ElasticNet,5,0.15679875679875682,0.11570110373862022,2145,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,ElasticNet,10,0.18587815498715438,0.09699252987231291,8646,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,LLSS,3,0.1698051948051948,0.18826167202323332,1540,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,LLSS,5,0.23748843748843748,0.17031148420271472,2145,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,LLSS,10,0.23815057136585666,0.1259122747463036,8128,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Lasso,3,0.10452961672473868,0.14383588231187072,861,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Lasso,5,0.1378264662839131,0.1169250375464395,1128,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Lasso,10,0.17214617963822065,0.09398546689766718,12720,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,LongGroupLasso,3,0.21915584415584416,0.18183402988237254,1540,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,LongGroupLasso,5,0.20872729872729873,0.14858854320415502,2775,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,LongGroupLasso,10,0.22721976414040426,0.1137896568394128,7021,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,MutualInfo,3,0.21139455782312924,0.13516676201395159,1176,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,MutualInfo,5,0.17046389824167602,0.10695021560742986,1485,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,MutualInfo,10,0.17193365987836814,0.08879018612219144,10585,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,OutcomeSNN-FS,3,0.212078431372549,0.19254959636909572,1275,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,OutcomeSNN-FS,5,0.1659262586935543,0.1341397084049671,1431,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,OutcomeSNN-FS,10,0.1764300279602226,0.10320036426385981,10440,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,PGEE,3,0.04937943262411348,0.10118887609283286,1128,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,PGEE,5,0.07645502645502646,0.094592765595902,1770,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,PGEE,10,0.13092408352815402,0.09036763725829187,10011,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,RandomForest,3,0.08096045197740113,0.12171835274490901,1770,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,RandomForest,5,0.11009804203996582,0.11197840971668495,1653,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,RandomForest,10,0.13239983590112392,0.08647650534862072,8646,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,SNN-FS,3,0.09656565656565656,0.13892670788631192,990,selection stability conditional on the inner-selected panel size
