Task,TaskType,Method,SelectedPanelSize,Metric,Mean,SD,OuterFolds,EvidenceLevel
KARE_STATUS,regression,SNN-FS,5,RMSE,0.7319003951006826,0.026660753684406267,34,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,SNN-FS,10,RMSE,0.725327024318555,0.026019013638692915,212,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,StabilitySelection,3,RMSE,0.7618859360584032,0.02418715179018343,3,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,StabilitySelection,5,RMSE,0.734406181838058,0.026867460333935264,9,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,StabilitySelection,10,RMSE,0.7263783661613903,0.025507678367896535,238,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Stabl-RP,3,RMSE,0.734392440521431,0.024613693122141587,4,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Stabl-RP,5,RMSE,0.7318198573255136,0.02621586526776618,33,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Stabl-RP,10,RMSE,0.7303146447077036,0.024610680058858306,213,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,geeVerse,10,RMSE,0.7424693187873859,0.024715179861590195,250,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,glmmLasso,5,RMSE,0.7312082021200135,0.021314312581110523,39,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,glmmLasso,10,RMSE,0.7269977733541519,0.025811995364370854,211,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,mRMR,3,RMSE,0.7604687946248596,0.016232895967035876,9,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,mRMR,5,RMSE,0.7316508582951258,0.025238013601431148,46,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,mRMR,10,RMSE,0.7274897862868326,0.02435805882163004,195,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Boruta,3,AUROC,0.8741219667943806,0.16834988146611654,87,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Boruta,5,AUROC,0.8490668402777778,0.197608431298593,64,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Boruta,10,AUROC,0.8571829405162739,0.1671948170363617,99,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,ElasticNet,3,AUROC,0.646043771043771,0.3122321616886099,33,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,ElasticNet,5,AUROC,0.6691784869976358,0.2717701249155019,47,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,ElasticNet,10,AUROC,0.7762663398692811,0.23795360686237318,170,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,LLSS,3,AUROC,0.905128205128205,0.15542450206240377,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,LLSS,5,AUROC,0.9050643631436314,0.154205415357911,82,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,LLSS,10,AUROC,0.9034519956850054,0.15904443953748817,103,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Lasso,3,AUROC,0.6529139433551198,0.32684215039266196,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Lasso,5,AUROC,0.6530349794238682,0.26845588420242217,54,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Lasso,10,AUROC,0.7551724137931034,0.2546898330953534,145,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,LongGroupLasso,3,AUROC,0.8575757575757575,0.18957411307675467,55,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,LongGroupLasso,5,AUROC,0.9458333333333332,0.09275448809480001,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,LongGroupLasso,10,AUROC,0.8578703703703704,0.17560382087850768,135,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,MutualInfo,3,AUROC,0.7952777777777778,0.22808935605631164,50,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,MutualInfo,5,AUROC,0.8990610328638498,0.15001024631521964,71,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,MutualInfo,10,AUROC,0.9302863910422049,0.11384575285098425,129,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,OutcomeSNN-FS,3,AUROC,0.7657952069716775,0.2690865264231811,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,OutcomeSNN-FS,5,AUROC,0.8157131011608624,0.2185196610703912,67,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,OutcomeSNN-FS,10,AUROC,0.8280723905723907,0.21336536879769571,132,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,PGEE,3,AUROC,0.897125322997416,0.1313186200302177,43,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,PGEE,5,AUROC,0.8540331196581195,0.18454660997668618,52,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,PGEE,10,AUROC,0.8865591397849464,0.16985894345985209,155,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,RandomForest,3,AUROC,0.8793168168168168,0.1387351827499709,74,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,RandomForest,5,AUROC,0.8865740740740742,0.1563263067908234,78,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,RandomForest,10,AUROC,0.8771967120181409,0.17509701163291624,98,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,SNN-FS,3,AUROC,0.8101053639846744,0.22702664523986799,58,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,SNN-FS,5,AUROC,0.7467948717948718,0.27999892387136766,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,SNN-FS,10,AUROC,0.7999781277340332,0.22063378949093967,127,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,StabilitySelection,3,AUROC,0.711520947176685,0.2824479339768875,61,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,StabilitySelection,5,AUROC,0.7013888888888888,0.28791192644969626,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,StabilitySelection,10,AUROC,0.7822020609318995,0.24687735193056895,124,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Stabl-RP,3,AUROC,0.8518518518518519,0.16673757115585922,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Stabl-RP,5,AUROC,0.9001279239766081,0.14191140400259086,76,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,Stabl-RP,10,AUROC,0.8739417989417989,0.16628166489729315,105,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,glmmLasso,3,AUROC,0.8603670634920635,0.17294976179516292,28,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,glmmLasso,5,AUROC,0.8753654970760234,0.16686507005226078,57,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,glmmLasso,10,AUROC,0.8611531986531986,0.20471320761239212,165,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,mRMR,3,AUROC,0.7968189964157705,0.2137979999768917,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,mRMR,5,AUROC,0.808425925925926,0.23931618732399418,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
OLINK_COVID,classification,mRMR,10,AUROC,0.864306784660767,0.2105148584472323,113,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Boruta,3,AUROC,0.7592147435897435,0.20749067579265237,52,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Boruta,5,AUROC,0.7784722222222221,0.18869154765631818,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Boruta,10,AUROC,0.7857789855072463,0.1709084075299206,138,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,ElasticNet,3,AUROC,0.7295751633986929,0.1888603520350582,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,ElasticNet,5,AUROC,0.8174242424242424,0.14427984502783822,55,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,ElasticNet,10,AUROC,0.8287037037037037,0.14201512669417604,144,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,LLSS,3,AUROC,0.8138661202185792,0.19668361701829698,61,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,LLSS,5,AUROC,0.801349765258216,0.17736605532986705,71,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,LLSS,10,AUROC,0.7856638418079097,0.17629552207320265,118,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Lasso,3,AUROC,0.75,0.1850805437973092,40,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Lasso,5,AUROC,0.7874348958333334,0.18478634790324083,64,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Lasso,10,AUROC,0.8444634703196346,0.13464166789299636,146,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,LongGroupLasso,3,AUROC,0.7395833333333333,0.24797567518583546,32,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,LongGroupLasso,5,AUROC,0.8194444444444444,0.17346174129889405,81,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,LongGroupLasso,10,AUROC,0.8458029197080292,0.16104687162653508,137,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,MutualInfo,3,AUROC,0.6484375,0.21641316428189258,40,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,MutualInfo,5,AUROC,0.7156432748538013,0.19322009059957002,57,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,MutualInfo,10,AUROC,0.758578431372549,0.18582538931453227,153,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,OutcomeSNN-FS,3,AUROC,0.65625,0.20060449955612972,40,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,OutcomeSNN-FS,5,AUROC,0.7224462365591398,0.19392726457966905,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,OutcomeSNN-FS,10,AUROC,0.8108108108108109,0.1895829987026013,148,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,PGEE,3,AUROC,0.6739341085271318,0.19351484069913952,43,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,PGEE,5,AUROC,0.7731918238993711,0.17021760016586068,53,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,PGEE,10,AUROC,0.781926406926407,0.17314756467497103,154,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,RandomForest,3,AUROC,0.7195833333333335,0.2006760293711542,50,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,RandomForest,5,AUROC,0.8081896551724139,0.16950968003627365,58,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,RandomForest,10,AUROC,0.7981220657276996,0.1703418501378615,142,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,SNN-FS,3,AUROC,0.7375,0.1892898898334573,40,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,SNN-FS,5,AUROC,0.8113839285714286,0.2066377837090906,56,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,SNN-FS,10,AUROC,0.8520021645021646,0.14598243294575852,154,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,StabilitySelection,3,AUROC,0.750484496124031,0.19274457360293606,43,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,StabilitySelection,5,AUROC,0.8036616161616161,0.17461268976535305,66,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,StabilitySelection,10,AUROC,0.8017139479905436,0.16180795167326872,141,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Stabl-RP,3,AUROC,0.6765873015873016,0.2011588891811794,42,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Stabl-RP,5,AUROC,0.7627487562189056,0.19207230982004672,67,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,Stabl-RP,10,AUROC,0.7489657210401891,0.19821134455477196,141,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,glmmLasso,3,AUROC,0.8070652173913045,0.15844506185893759,46,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,glmmLasso,5,AUROC,0.81781045751634,0.1533674745309732,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,glmmLasso,10,AUROC,0.8080065359477124,0.17857570928944513,153,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,mRMR,3,AUROC,0.6756535947712419,0.20426251584973593,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,mRMR,5,AUROC,0.782051282051282,0.18491699274014767,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE,classification,mRMR,10,AUROC,0.8221393034825872,0.15106868150118133,134,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Boruta,3,AUROC,0.6482426303854876,0.2513049109513094,49,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Boruta,5,AUROC,0.6242389649923896,0.21079932521570538,73,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Boruta,10,AUROC,0.6769748263888888,0.24619964388191773,128,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,ElasticNet,3,AUROC,0.6322115384615384,0.2506722139132789,52,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,ElasticNet,5,AUROC,0.6115319865319866,0.2198318242769228,66,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,ElasticNet,10,AUROC,0.6830808080808082,0.2096250468702571,132,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,LLSS,3,AUROC,0.6800595238095237,0.23329371184936806,56,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,LLSS,5,AUROC,0.7691498316498316,0.20509253047344658,66,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,LLSS,10,AUROC,0.728515625,0.2109946622400739,128,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Lasso,3,AUROC,0.6236772486772487,0.22944744489008956,42,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Lasso,5,AUROC,0.6458333333333334,0.1967108710722508,48,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Lasso,10,AUROC,0.6880208333333333,0.20266207881709172,160,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,LongGroupLasso,3,AUROC,0.730654761904762,0.19917898563378028,56,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,LongGroupLasso,5,AUROC,0.7081481481481482,0.2347657898570367,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,LongGroupLasso,10,AUROC,0.7106676003734829,0.2299327300916481,119,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,MutualInfo,3,AUROC,0.6119614512471655,0.21491172887809692,49,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,MutualInfo,5,AUROC,0.5924242424242423,0.20132623159345608,55,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,MutualInfo,10,AUROC,0.6618150684931506,0.23621866192441657,146,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,OutcomeSNN-FS,3,AUROC,0.602668845315904,0.19853006177215915,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,OutcomeSNN-FS,5,AUROC,0.5444958847736625,0.20232207398755153,54,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,OutcomeSNN-FS,10,AUROC,0.6473180076628353,0.21521116397522125,145,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,PGEE,3,AUROC,0.6168981481481483,0.24975088279832225,48,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,PGEE,5,AUROC,0.6527777777777778,0.22624651803276488,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,PGEE,10,AUROC,0.6722417840375587,0.22716660024628169,142,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,RandomForest,3,AUROC,0.6099537037037037,0.2442353216857288,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,RandomForest,5,AUROC,0.6666666666666667,0.21374549001774043,58,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,RandomForest,10,AUROC,0.6880260942760944,0.23104188378092866,132,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,SNN-FS,3,AUROC,0.5641975308641975,0.28547247925766484,45,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,SNN-FS,5,AUROC,0.6785353535353533,0.2457837506352256,55,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,SNN-FS,10,AUROC,0.6737962962962963,0.2303393586363175,150,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,StabilitySelection,3,AUROC,0.5658333333333334,0.23804248754273977,50,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,StabilitySelection,5,AUROC,0.6351410934744268,0.2366403297025174,63,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,StabilitySelection,10,AUROC,0.7013381995133819,0.21335268876171737,137,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Stabl-RP,3,AUROC,0.6075498575498576,0.2159362676846368,39,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Stabl-RP,5,AUROC,0.6242592592592593,0.22252575616454168,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,Stabl-RP,10,AUROC,0.6483864379084967,0.2278587016609583,136,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,glmmLasso,3,AUROC,0.6967592592592592,0.22013396752544612,72,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,glmmLasso,5,AUROC,0.6530054644808744,0.21987317184694644,61,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,glmmLasso,10,AUROC,0.7342117758784424,0.19083529559070003,117,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,mRMR,3,AUROC,0.6515151515151513,0.2711697647573106,55,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,mRMR,5,AUROC,0.7235449735449735,0.22860886123551413,63,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
PE_LOPE_MATCHED,classification,mRMR,10,AUROC,0.7366372053872055,0.21525746369880272,132,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Boruta,3,RMSE,1.0705902229219415,0.09066976139196145,50,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Boruta,5,RMSE,1.0470970045944235,0.08177060459748381,67,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Boruta,10,RMSE,1.0535975061983238,0.09193987366282562,133,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,ElasticNet,3,RMSE,1.0693974509952207,0.08913968983780611,77,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,ElasticNet,5,RMSE,1.0787066629547843,0.09021635160744013,71,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,ElasticNet,10,RMSE,1.0834896230516142,0.09745400033280918,102,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,LLSS,3,RMSE,1.048884867967286,0.08773705013206841,72,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,LLSS,5,RMSE,1.0388948752321083,0.08259584132847002,78,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,LLSS,10,RMSE,1.0505356853537884,0.09010534439748685,100,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Lasso,3,RMSE,1.0658162156287188,0.08610864654040648,67,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Lasso,5,RMSE,1.081548798884675,0.09995015569818354,85,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Lasso,10,RMSE,1.0612774003183196,0.09323623996185276,98,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,LongGroupLasso,3,RMSE,1.0846483771411841,0.08754188133903178,41,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,LongGroupLasso,5,RMSE,1.0539292295123264,0.09108078617391857,67,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,LongGroupLasso,10,RMSE,1.0308283873959914,0.08292569721541093,142,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,MutualInfo,3,RMSE,1.1225294441762967,0.10302435552418966,41,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,MutualInfo,5,RMSE,1.0632908320384762,0.09099952748047582,54,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,MutualInfo,10,RMSE,1.05374211522377,0.08313662873675391,155,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,OutcomeSNN-FS,3,RMSE,1.0625156317175548,0.09522904130767582,76,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,OutcomeSNN-FS,5,RMSE,1.0619437879881566,0.09064860714515909,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,OutcomeSNN-FS,10,RMSE,1.063484851051864,0.09541310747985769,105,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,PGEE,3,RMSE,1.0781121032830825,0.10590738219052656,31,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,PGEE,5,RMSE,1.0654459128185607,0.08038148667808682,39,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,PGEE,10,RMSE,1.0417546333923584,0.08837352936302958,180,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,RandomForest,3,RMSE,1.0626785418739717,0.1019381019955205,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,RandomForest,5,RMSE,1.049147758382381,0.09302990356902074,66,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,RandomForest,10,RMSE,1.051179321163103,0.08821401757915531,133,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,SNN-FS,3,RMSE,1.059874217365333,0.09442334468222892,106,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,SNN-FS,5,RMSE,1.0578524922825314,0.0931401467229137,74,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,SNN-FS,10,RMSE,1.0880291533664794,0.09291461265476914,70,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,StabilitySelection,3,RMSE,1.0605786516989824,0.09588577677362967,79,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,StabilitySelection,5,RMSE,1.050585563513342,0.0943478335047374,56,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,StabilitySelection,10,RMSE,1.0773940222879057,0.08637655479451098,115,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Stabl-RP,3,RMSE,1.0589828329658588,0.08208378162017006,53,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Stabl-RP,5,RMSE,1.057292962243765,0.08898697979059185,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,Stabl-RP,10,RMSE,1.02610775323991,0.08309750009411893,122,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,geeVerse,3,RMSE,1.0602159945540792,0.12174115877899766,6,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,geeVerse,5,RMSE,1.0771212875878857,0.09971773126025651,48,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,geeVerse,10,RMSE,1.0532835602904775,0.08665262889538035,196,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,glmmLasso,3,RMSE,1.040780325075241,0.09469150205237195,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,glmmLasso,5,RMSE,1.0477649388287116,0.09564776081686363,66,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,glmmLasso,10,RMSE,1.0478093589024693,0.08231459670084855,133,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,mRMR,3,RMSE,1.0619437143322632,0.08843320304565783,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,mRMR,5,RMSE,1.0275146123448353,0.07843790427879978,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRA,regression,mRMR,10,RMSE,1.05218032084446,0.08912710094119027,116,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Boruta,3,RMSE,1.2224756975459412,0.11551348730358868,67,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Boruta,5,RMSE,1.1987345979163087,0.10982841819519133,53,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Boruta,10,RMSE,1.1931253383866076,0.11363283577874445,130,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,ElasticNet,3,RMSE,1.234514473492722,0.1089582654341078,101,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,ElasticNet,5,RMSE,1.2277569101564048,0.11170583495677827,74,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,ElasticNet,10,RMSE,1.223728726851639,0.12686193529210274,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
