Task,TaskType,Method,SelectedPanelSize,Metric,Mean,SD,OuterFolds,EvidenceLevel
GSE41849_MS,classification,LongGroupLasso,5,AUROC,0.7555555555555555,0.1531040829470389,63,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,LongGroupLasso,10,AUROC,0.8121052631578948,0.14074420313216898,152,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,MutualInfo,3,AUROC,0.8084848484848485,0.13823084796259114,88,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,MutualInfo,5,AUROC,0.8081818181818181,0.13523664832045731,66,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,MutualInfo,10,AUROC,0.7628472222222222,0.14744528505777996,96,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,OutcomeSNN-FS,3,AUROC,0.7593777777777777,0.13572261649639913,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,OutcomeSNN-FS,5,AUROC,0.7712554112554112,0.12369203286572597,77,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,OutcomeSNN-FS,10,AUROC,0.7771428571428569,0.12729631890362997,98,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,PGEE,3,AUROC,0.7651612903225807,0.1421121922929478,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,PGEE,5,AUROC,0.7791304347826088,0.14987538633606037,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,PGEE,10,AUROC,0.7879551820728291,0.13757457094039785,119,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,RandomForest,3,AUROC,0.6866666666666666,0.19332873557751315,26,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,RandomForest,5,AUROC,0.7483870967741936,0.14037646746396854,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,RandomForest,10,AUROC,0.782633744855967,0.12886585601822784,162,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,SNN-FS,3,AUROC,0.6516666666666666,0.19209145879061104,52,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,SNN-FS,5,AUROC,0.6336612021857922,0.14310020436100115,61,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,SNN-FS,10,AUROC,0.6942579075425791,0.13432275655766435,137,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,StabilitySelection,3,AUROC,0.637829457364341,0.16663314539235385,43,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,StabilitySelection,5,AUROC,0.6658888888888889,0.1405830831369167,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,StabilitySelection,10,AUROC,0.6791836734693877,0.13505937125984344,147,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,Stabl-RP,3,AUROC,0.7785714285714285,0.16018644769627574,42,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,Stabl-RP,5,AUROC,0.7682352941176471,0.15921914619012023,68,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,Stabl-RP,10,AUROC,0.793904761904762,0.12692888600889907,140,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,glmmLasso,3,AUROC,0.6941666666666667,0.1410025546935499,32,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,glmmLasso,5,AUROC,0.8125396825396825,0.1251921223263656,42,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,glmmLasso,10,AUROC,0.7903030303030303,0.13199099186543728,176,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,mRMR,3,AUROC,0.7571212121212121,0.15829451324854815,44,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,mRMR,5,AUROC,0.7834166666666668,0.14158433944405263,80,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE41849_MS,classification,mRMR,10,AUROC,0.8087830687830688,0.1313902436253524,126,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Boruta,3,RMSE,1.3990413855719688,0.19072412488955331,109,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Boruta,5,RMSE,1.4168509464483197,0.23242545875699133,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Boruta,10,RMSE,1.4629706996587943,0.18264494752049235,81,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,ElasticNet,3,RMSE,1.4021500346813722,0.17918207580849296,165,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,ElasticNet,5,RMSE,1.4222977201334852,0.20527957245047393,41,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,ElasticNet,10,RMSE,1.448296767688232,0.19200577378857836,44,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,LLSS,3,RMSE,1.3512165507632672,0.1932660264716172,127,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,LLSS,5,RMSE,1.3863753723100998,0.1774480022265159,64,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,LLSS,10,RMSE,1.3761097515909262,0.19630827293333994,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Lasso,3,RMSE,1.4087912766560797,0.17976296554269028,164,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Lasso,5,RMSE,1.4517138166763641,0.1915953481540541,47,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Lasso,10,RMSE,1.4933318217262443,0.2017333482898551,39,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,LongGroupLasso,3,RMSE,1.4017847986511582,0.20770971182059225,94,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,LongGroupLasso,5,RMSE,1.4228067862027611,0.18057926341515998,71,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,LongGroupLasso,10,RMSE,1.4238754731989807,0.18527257548428389,85,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,MutualInfo,3,RMSE,1.3952782876874827,0.19249069341095656,92,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,MutualInfo,5,RMSE,1.3847633878853411,0.16784241232853334,74,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,MutualInfo,10,RMSE,1.3862420743978947,0.17706891682233247,84,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,OutcomeSNN-FS,3,RMSE,1.4072214578336082,0.18822668031441442,143,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,OutcomeSNN-FS,5,RMSE,1.4046291864063065,0.203601443339318,57,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,OutcomeSNN-FS,10,RMSE,1.4740215908583538,0.2004854408799386,50,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,PGEE,3,RMSE,1.373197425656371,0.19340419375385975,86,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,PGEE,5,RMSE,1.4155697324893262,0.16523061837167363,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,PGEE,10,RMSE,1.3915087042709535,0.181838697037279,102,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,RandomForest,3,RMSE,1.4450160710689317,0.1872289289740996,125,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,RandomForest,5,RMSE,1.4164365370343903,0.19717480942907742,54,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,RandomForest,10,RMSE,1.414556898093154,0.19729084288779772,71,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,SNN-FS,3,RMSE,1.4030301331724404,0.1973427943484444,146,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,SNN-FS,5,RMSE,1.441585306907861,0.15183312039194366,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,SNN-FS,10,RMSE,1.482352477120359,0.18669652770412518,45,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,StabilitySelection,3,RMSE,1.415889960299391,0.19357145950249577,147,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,StabilitySelection,5,RMSE,1.4358773825177136,0.19374481487536022,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,StabilitySelection,10,RMSE,1.4688041522061277,0.20297105162477214,44,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Stabl-RP,3,RMSE,1.3534629896737969,0.1802367896737837,120,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Stabl-RP,5,RMSE,1.374042517078422,0.1917099935002192,72,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,Stabl-RP,10,RMSE,1.3582674491950444,0.18207355865836342,58,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,geeVerse,3,RMSE,1.3329727653965109,0.17833781344028468,126,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,geeVerse,5,RMSE,1.3400036335280456,0.17442629850940453,54,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,geeVerse,10,RMSE,1.4140250094906335,0.18590348298428183,70,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,glmmLasso,3,RMSE,1.3759161629828776,0.19444501510202308,107,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,glmmLasso,5,RMSE,1.4069593704911811,0.19827647565768075,68,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,glmmLasso,10,RMSE,1.4149859324544034,0.19398008147420148,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,mRMR,3,RMSE,1.3509392439406551,0.18361877382014993,137,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,mRMR,5,RMSE,1.4084859466607793,0.1717939337058445,70,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
GSE48023_H1N1,regression,mRMR,10,RMSE,1.4441950666644439,0.20366808390954175,43,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Boruta,3,RMSE,0.775705538005828,0.07325829105655961,89,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Boruta,5,RMSE,0.7621289915626259,0.07058080057804209,52,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Boruta,10,RMSE,0.7725937138884006,0.08598306859743776,109,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,ElasticNet,3,RMSE,0.775697552000223,0.07153607090861196,78,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,ElasticNet,5,RMSE,0.7659668867125006,0.08135145395324599,64,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,ElasticNet,10,RMSE,0.78331159730054,0.06795136637464945,108,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,LLSS,3,RMSE,0.7581344011841802,0.06508297031477253,114,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,LLSS,5,RMSE,0.783355347837008,0.09292306724232163,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,LLSS,10,RMSE,0.7881906016148879,0.08856910610144934,76,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Lasso,3,RMSE,0.7742365513748487,0.0636297686186898,50,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Lasso,5,RMSE,0.7676793048667486,0.0769072310573817,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Lasso,10,RMSE,0.7706472297207134,0.07734040451732835,141,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,LongGroupLasso,3,RMSE,0.7655235109840325,0.07530736191434308,122,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,LongGroupLasso,5,RMSE,0.7753163538918655,0.07883995945159532,71,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,LongGroupLasso,10,RMSE,0.7756974605287944,0.08462998098647898,57,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,MutualInfo,3,RMSE,0.7575109357022626,0.07557631215559268,96,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,MutualInfo,5,RMSE,0.799527678968616,0.07232191887683437,64,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,MutualInfo,10,RMSE,0.7828894780125633,0.07840450788988977,90,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,OutcomeSNN-FS,3,RMSE,0.7574058363168298,0.07006951975797371,50,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,OutcomeSNN-FS,5,RMSE,0.7589705333091221,0.07069459268229913,89,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,OutcomeSNN-FS,10,RMSE,0.7572847397064576,0.09022333459724141,111,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,PGEE,3,RMSE,0.7636698404762875,0.0758666371595731,99,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,PGEE,5,RMSE,0.761113379786516,0.07049674376260989,72,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,PGEE,10,RMSE,0.7734420054721628,0.08246377865155448,79,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,RandomForest,3,RMSE,0.7603603483422205,0.07834154529273722,88,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,RandomForest,5,RMSE,0.7626225206278849,0.07567953517912006,73,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,RandomForest,10,RMSE,0.7898780779327542,0.0784395533506812,89,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,SNN-FS,3,RMSE,0.7840390177198464,0.06962096535207096,52,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,SNN-FS,5,RMSE,0.7860708822127013,0.0748701869931628,78,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,SNN-FS,10,RMSE,0.7552948075059632,0.07582831037309411,120,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,StabilitySelection,3,RMSE,0.7609141748698797,0.06529748009584367,92,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,StabilitySelection,5,RMSE,0.7617902547425189,0.07252357186289436,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,StabilitySelection,10,RMSE,0.7920467024802024,0.07837590106040104,89,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Stabl-RP,3,RMSE,0.7560742405390158,0.07580699487292052,90,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Stabl-RP,5,RMSE,0.7733909541652734,0.07762151189307602,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,Stabl-RP,10,RMSE,0.787390035063089,0.08518996758194977,100,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,geeVerse,3,RMSE,0.776408599193565,0.08061416074947164,106,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,geeVerse,5,RMSE,0.7913797711617991,0.08097464251452091,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,geeVerse,10,RMSE,0.7923012578657691,0.07720184247288975,79,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,glmmLasso,3,RMSE,0.7614388668416432,0.07500075903106967,110,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,glmmLasso,5,RMSE,0.7781181286771459,0.08438435328270305,74,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,glmmLasso,10,RMSE,0.7750179343339751,0.07556894145497906,66,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,mRMR,3,RMSE,0.7717559163640599,0.0799447814268163,92,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,mRMR,5,RMSE,0.767975499637751,0.07641954660240893,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGG,regression,mRMR,10,RMSE,0.7784234607169347,0.07843270592120051,93,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Boruta,3,RMSE,1.0457318783203629,0.0891809963128156,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Boruta,5,RMSE,1.0641922206840326,0.08638112728171632,72,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Boruta,10,RMSE,1.0813295428605818,0.09223809149404286,109,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,ElasticNet,3,RMSE,1.0585072368202397,0.08907280016125647,83,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,ElasticNet,5,RMSE,1.0411851526132012,0.08730400137017658,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,ElasticNet,10,RMSE,1.0683796905697107,0.0875122435767415,92,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,LLSS,3,RMSE,1.06619711732656,0.08509987180029975,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,LLSS,5,RMSE,1.0811642742873158,0.09344338262021379,52,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,LLSS,10,RMSE,1.0476071473818356,0.09254769493106117,138,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Lasso,3,RMSE,1.0474579458070747,0.08013344318535763,98,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Lasso,5,RMSE,1.0535374509796838,0.0985950366579904,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Lasso,10,RMSE,1.0557984217955638,0.08645065860272934,83,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,LongGroupLasso,3,RMSE,1.0456682769918657,0.0904673553820361,76,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,LongGroupLasso,5,RMSE,1.0383146978660949,0.09340861358102662,61,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,LongGroupLasso,10,RMSE,1.0494737098093132,0.09145659961289575,113,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,MutualInfo,3,RMSE,1.0637428368288597,0.08576206018738623,87,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,MutualInfo,5,RMSE,1.065090314377742,0.08830552583017763,56,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,MutualInfo,10,RMSE,1.071343451077434,0.09948780139728955,107,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,OutcomeSNN-FS,3,RMSE,1.0535811940801063,0.08190191024803396,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,OutcomeSNN-FS,5,RMSE,1.028164791488156,0.10357581195908261,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,OutcomeSNN-FS,10,RMSE,1.0440937458003345,0.09201936951424014,131,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,PGEE,3,RMSE,1.046333366584023,0.08789034086133275,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,PGEE,5,RMSE,1.049009723146078,0.09128114755694558,48,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,PGEE,10,RMSE,1.045577301510163,0.09182343371646841,143,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,RandomForest,3,RMSE,1.071689734240649,0.09460919249486212,80,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,RandomForest,5,RMSE,1.063315459890962,0.08288520642913311,61,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,RandomForest,10,RMSE,1.0708109788423616,0.08964326799063249,109,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,SNN-FS,3,RMSE,1.043930956155791,0.09529399606537242,81,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,SNN-FS,5,RMSE,1.055580752414117,0.0813675171204062,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,SNN-FS,10,RMSE,1.0604900643018305,0.09394587746602062,100,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,StabilitySelection,3,RMSE,1.0654825280696467,0.08968301313562246,73,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,StabilitySelection,5,RMSE,1.0665715951179824,0.10160021016846828,64,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,StabilitySelection,10,RMSE,1.047948344659954,0.08126973610786008,113,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Stabl-RP,3,RMSE,1.033117790502741,0.08990208641785513,64,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Stabl-RP,5,RMSE,1.0478435889214843,0.08977897833976178,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,Stabl-RP,10,RMSE,1.0493911029073144,0.09519907860086867,121,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,geeVerse,3,RMSE,1.0873175587878365,0.08317746908369218,105,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,geeVerse,5,RMSE,1.0826445593991547,0.10369895399175555,48,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,geeVerse,10,RMSE,1.0692622206484705,0.0853667750566443,97,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,glmmLasso,3,RMSE,1.0480300249458858,0.08679477214257354,69,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,glmmLasso,5,RMSE,1.0476190275029575,0.09974515461823802,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,glmmLasso,10,RMSE,1.0416043895320808,0.08907712135382619,119,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,mRMR,3,RMSE,1.0616913762336662,0.089565422045179,65,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,mRMR,5,RMSE,1.0654467789172595,0.08619942120099588,46,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
IGM,regression,mRMR,10,RMSE,1.052248781664379,0.087613530412049,139,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Boruta,3,RMSE,0.7380933559283472,0.021966153922531994,11,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Boruta,5,RMSE,0.7348853796199396,0.024450867460656184,41,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Boruta,10,RMSE,0.730346697044879,0.025055760106114735,198,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,ElasticNet,3,RMSE,0.7365541572950511,0.01995404536146709,4,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,ElasticNet,5,RMSE,0.7367843713022704,0.029491629620741644,23,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,ElasticNet,10,RMSE,0.7216997615175348,0.026169069020752448,223,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,LLSS,3,RMSE,0.7510814275331348,0.01821388146828298,6,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,LLSS,5,RMSE,0.741909000381006,0.024980367249922208,48,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,LLSS,10,RMSE,0.7312759047611792,0.02398037329124121,196,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Lasso,3,RMSE,0.7305926056455739,0.02264313060912407,4,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Lasso,5,RMSE,0.7307012623009096,0.025514751716667894,36,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,Lasso,10,RMSE,0.7236656117541298,0.025860936335896006,210,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,LongGroupLasso,3,RMSE,0.7493929554958413,0.02856669608243325,4,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,LongGroupLasso,5,RMSE,0.7270012254398813,0.022514974178385796,49,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,LongGroupLasso,10,RMSE,0.725146578281613,0.02478698567868465,197,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,MutualInfo,5,RMSE,0.7591268322781397,0.022162811415822412,9,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,MutualInfo,10,RMSE,0.7413877850811184,0.025371919492820697,241,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,OutcomeSNN-FS,3,RMSE,0.738891387086082,0.029799120607061427,5,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,OutcomeSNN-FS,5,RMSE,0.7229617456368116,0.026264104852811273,39,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,OutcomeSNN-FS,10,RMSE,0.7290558607195664,0.024139146193579916,206,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,PGEE,3,RMSE,0.7590553524035665,0.026390844878874338,3,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,PGEE,5,RMSE,0.7247212613247541,0.024141733551153677,39,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,PGEE,10,RMSE,0.7284570307597407,0.02506941547246407,208,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,RandomForest,3,RMSE,0.7449280923130331,0.028325016438516915,14,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,RandomForest,5,RMSE,0.7361018377957758,0.02746613312441238,28,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,RandomForest,10,RMSE,0.7291151032257397,0.024314479938932803,208,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
KARE_STATUS,regression,SNN-FS,3,RMSE,0.7294348629554934,0.013664328589782187,4,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
