Task,Dataset,Cohort,TaskType,Method,Budget,MeanJaccard,SDJaccard,MedianJaccard,MinJaccard,MaxJaccard,PairCount,Repeats,Folds
GSE41849_MS,GSE41849 MS replication,GSE41849,classification,Stabl-RP,10,0.20603402173951238,0.1273942869291935,0.18181818181818182,0.0,1.0,6125,50,5
GSE41849_MS,GSE41849 MS replication,GSE41849,classification,ElasticNet,10,0.17051916350254634,0.1063323818505214,0.15384615384615385,0.0,1.0,6125,50,5
GSE41849_MS,GSE41849 MS replication,GSE41849,classification,MutualInfo,10,0.15105407837180124,0.11010620274828664,0.14285714285714285,0.0,1.0,6125,50,5
GSE41849_MS,GSE41849 MS replication,GSE41849,classification,RandomForest,10,0.15065350919167814,0.09903605276143439,0.15384615384615385,0.0,0.6,6125,50,5
GSE41849_MS,GSE41849 MS replication,GSE41849,classification,Lasso,10,0.14414580274369243,0.10260009022877584,0.14285714285714285,0.0,1.0,6125,50,5
GSE41849_MS,GSE41849 MS replication,GSE41849,classification,SNN-FS,10,0.1337183699937728,0.1045514369887038,0.1111111111111111,0.0,1.0,6125,50,5
GSE41849_MS,GSE41849 MS replication,GSE41849,classification,Boruta,10,0.10793019489654354,0.08947721760269908,0.08333333333333333,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,mRMR,3,0.3265469387755102,0.2259833969884049,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Stabl-RP,3,0.3209469387755102,0.23819019747998768,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,LLSS,3,0.27740408163265307,0.2537545387192778,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,MutualInfo,3,0.24893061224489796,0.16746539827547374,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,LongGroupLasso,3,0.20182857142857144,0.20570707741406574,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,RandomForest,3,0.16429387755102043,0.16650490948466484,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Boruta,3,0.13637551020408165,0.15842110433147663,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,StabilitySelection,3,0.13248979591836735,0.14772083547649628,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,OutcomeSNN-FS,3,0.12502857142857143,0.1488652484012997,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,ElasticNet,3,0.10013061224489796,0.12962533025101686,0.0,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,SNN-FS,3,0.09650612244897958,0.13033220818583455,0.0,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Lasso,3,0.08716734693877551,0.12552395314608525,0.0,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,geeVerse,3,0.08511020408163264,0.12876723604910711,0.0,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,mRMR,5,0.33448668610301263,0.18711783649745978,0.3333333333333333,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Stabl-RP,5,0.29616702299967607,0.18670714064068653,0.3333333333333333,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,LLSS,5,0.2526845481049563,0.20747794556723828,0.25,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,MutualInfo,5,0.22232018140589568,0.13408499075483615,0.2,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,LongGroupLasso,5,0.2125898283122773,0.1714779015165365,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,RandomForest,5,0.17102325882734043,0.14440247339005982,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Boruta,5,0.14355711046323288,0.13668638077732295,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,StabilitySelection,5,0.14065267249757044,0.1308280516150072,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,OutcomeSNN-FS,5,0.13061081956592158,0.12871059843121327,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,ElasticNet,5,0.10244263038548751,0.11821684425454539,0.1111111111111111,0.0,0.6,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,SNN-FS,5,0.10086789763524456,0.11410764698679335,0.1111111111111111,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Lasso,5,0.09506550048590863,0.11632971431746723,0.0,0.0,0.6,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,geeVerse,5,0.09280738581146743,0.11531821879318452,0.0,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,mRMR,10,0.3071569469738927,0.1807822604708535,0.3,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Stabl-RP,10,0.27036061301152603,0.17703980464480018,0.25,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,LLSS,10,0.2275368388903487,0.19309309083118395,0.18181818181818182,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,MutualInfo,10,0.20149176340813416,0.11620056978216825,0.18181818181818182,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,LongGroupLasso,10,0.191500512040349,0.1442997027369238,0.18181818181818182,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,RandomForest,10,0.16283441136694438,0.12762101686883862,0.15384615384615385,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Boruta,10,0.14074886479400284,0.12008466138790133,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,StabilitySelection,10,0.13859512493431744,0.12083881068245134,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,OutcomeSNN-FS,10,0.12502122663110846,0.11760150024648673,0.14285714285714285,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,geeVerse,10,0.10259838549998403,0.11015307598079878,0.08333333333333333,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,ElasticNet,10,0.1001447683716212,0.1100882934691127,0.08333333333333333,0.0,0.6,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,SNN-FS,10,0.09770731740406347,0.10664139259023908,0.08333333333333333,0.0,1.0,6125,50,5
GSE48023_H1N1,GSE48023 influenza vaccination,GSE48023,regression,Lasso,10,0.0924336126907429,0.10838090468031916,0.08333333333333333,0.0,0.6,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,3,0.4773714285714286,0.2511058754376221,0.5,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,3,0.4190040816326531,0.23344882697666258,0.5,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,3,0.38631836734693875,0.24277054480280882,0.5,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,3,0.36231836734693884,0.21606112574019218,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,3,0.35472653061224496,0.22084233484848068,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,3,0.3371265306122449,0.22488019414990146,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,3,0.2780571428571429,0.21937164585967997,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,3,0.2689632653061225,0.21790745101267406,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,3,0.24328163265306124,0.2011381881578277,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,3,0.23691428571428574,0.20118999342725277,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,3,0.22591020408163265,0.19555730650144829,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,3,0.2030857142857143,0.18434469176546203,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,3,0.14852244897959183,0.1596448173128418,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,5,0.4708138645934565,0.18596074865370774,0.42857142857142855,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,5,0.41998172983479104,0.1925272117597759,0.42857142857142855,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,5,0.37894590217039203,0.16449661333894944,0.3333333333333333,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,5,0.341887657920311,0.16687866462635823,0.3333333333333333,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,5,0.3285422740524781,0.18777786851049394,0.3333333333333333,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,5,0.32153262066731453,0.17061060224034572,0.3333333333333333,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,5,0.2998566893424036,0.1695955789594014,0.25,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,5,0.27895808228053126,0.17015459788197038,0.25,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,5,0.27754816974408814,0.17938692695072725,0.25,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,5,0.26413735017816653,0.1606082110738302,0.25,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,5,0.2501909944930353,0.16702484874815465,0.25,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,5,0.21747431162941366,0.15414341132600765,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,5,0.1589227081308714,0.13492739264437922,0.14285714285714285,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,10,0.41978646297013644,0.150812384121488,0.42857142857142855,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,10,0.3721708504114266,0.1909804679408099,0.3333333333333333,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,10,0.3274146231884274,0.1388517797175553,0.3333333333333333,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,10,0.30694265147950617,0.1425622563419307,0.3,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,10,0.30196156184611356,0.17012115389650234,0.3,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,10,0.2959658041669794,0.14705168633711538,0.3,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,10,0.29183679696951953,0.13107234494449868,0.3,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,10,0.27056684827777266,0.1444269231526591,0.25,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,10,0.24835474034751218,0.13111033027581664,0.25,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,10,0.24113480924697203,0.16172144781425388,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,10,0.2384017093498107,0.14079435262716522,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,10,0.22518761719595734,0.13286278695444592,0.2,0.0,1.0,6125,50,5
IGG,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,10,0.16130119925355912,0.11805890290217336,0.15384615384615385,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,3,0.4427265306122449,0.24796640795478714,0.5,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,3,0.36705306122448983,0.216946668368629,0.5,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,3,0.33288163265306125,0.24377207956863403,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,3,0.3208489795918367,0.21409645836783545,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,3,0.31056326530612244,0.2803103617045768,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,3,0.3009795918367347,0.20385496216456173,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,3,0.2753632653061225,0.21086286476263882,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,3,0.244130612244898,0.20040842340290171,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,3,0.240995918367347,0.19169391906149072,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,3,0.23910204081632658,0.19064719315381518,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,3,0.16493061224489797,0.17471031146192864,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,3,0.15178775510204082,0.160305128345943,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,3,0.13746938775510203,0.1549060394028231,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,5,0.41147146096533854,0.17416432446043703,0.42857142857142855,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,5,0.3639712342079689,0.17145944368006136,0.3333333333333333,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,5,0.34462870100421117,0.16464662054646628,0.3333333333333333,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,5,0.33303492063492063,0.1892297316207427,0.3333333333333333,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,5,0.29278509880142534,0.2152060785694889,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,5,0.2898850664075154,0.16417745218617727,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,5,0.2832193067703272,0.1630976599189563,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,5,0.24798730158730156,0.15333094581973875,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,5,0.24472238419177195,0.1600407504234578,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,5,0.23771117589893098,0.15836951582973036,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,5,0.17747146096533847,0.14542787927155998,0.14285714285714285,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,5,0.16582338840298022,0.13487360711969779,0.14285714285714285,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,5,0.14645908649173955,0.12760597557922587,0.14285714285714285,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,10,0.3494211359402235,0.15342190215781934,0.3333333333333333,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,10,0.3259694900130864,0.1421944944601156,0.3,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,10,0.3220197252927145,0.13186457423241957,0.3,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,10,0.3117040983152817,0.15440097280954077,0.3,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,10,0.26664736543968237,0.14255641909798897,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,10,0.25813461029398355,0.13495680121550566,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,10,0.25790174200040883,0.1476888782782099,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,10,0.25047420370675566,0.1324154966309794,0.25,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,10,0.25046542570828917,0.19992881207399138,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,10,0.23038947053522144,0.13410764070810746,0.2,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,10,0.17730348950418454,0.11687579837379194,0.17647058823529413,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,10,0.17428009192214663,0.1210580243379705,0.17647058823529413,0.0,1.0,6125,50,5
IGM,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,10,0.15644916276341056,0.11214569471815103,0.15384615384615385,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Stabl-RP,3,0.700995918367347,0.2646195415677935,0.5,0.2,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Boruta,3,0.6855836734693878,0.24528108030424334,0.5,0.2,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,RandomForest,3,0.6822040816326531,0.24428819434659424,0.5,0.2,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,mRMR,3,0.630742857142857,0.2775808530507913,0.5,0.2,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,OutcomeSNN-FS,3,0.6196734693877551,0.25626676776440216,0.5,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,LongGroupLasso,3,0.5973061224489796,0.2565935056513653,0.5,0.2,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,SNN-FS,3,0.587395918367347,0.2744946561954818,0.5,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Lasso,3,0.581273469387755,0.26178994568069186,0.5,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,LLSS,3,0.578530612244898,0.25809138918509056,0.5,0.2,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,ElasticNet,3,0.448930612244898,0.23771772154980686,0.5,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,geeVerse,3,0.42576326530612246,0.251499278571389,0.5,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,StabilitySelection,3,0.24752653061224492,0.2077432419169817,0.2,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,MutualInfo,3,0.2064163265306123,0.16346481072318286,0.2,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,mRMR,5,0.7048995140913508,0.17487776747378336,0.6666666666666666,0.14285714285714285,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,RandomForest,5,0.6813135082604472,0.16047959914924353,0.6666666666666666,0.25,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Boruta,5,0.6647817298347911,0.158505474414562,0.6666666666666666,0.25,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,OutcomeSNN-FS,5,0.6633807580174927,0.18104837436382687,0.6666666666666666,0.25,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,LongGroupLasso,5,0.658175315840622,0.1771007165315275,0.6666666666666666,0.14285714285714285,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Lasso,5,0.6132763200518302,0.18482073953098163,0.6666666666666666,0.1111111111111111,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,LLSS,5,0.6032651765468092,0.1804607382142051,0.6666666666666666,0.1111111111111111,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,geeVerse,5,0.5879643666990606,0.21641624286548727,0.6666666666666666,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,SNN-FS,5,0.5730162617427924,0.1686984651175935,0.6666666666666666,0.1111111111111111,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Stabl-RP,5,0.5703440233236152,0.1655878711775361,0.6666666666666666,0.1111111111111111,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,ElasticNet,5,0.5248939423388403,0.17878013424502964,0.42857142857142855,0.1111111111111111,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,StabilitySelection,5,0.3705849044379656,0.17939529743802254,0.42857142857142855,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,MutualInfo,5,0.20482215743440232,0.12358700955987896,0.25,0.0,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,geeVerse,10,0.6767810692708652,0.12610768068429337,0.6666666666666666,0.3333333333333333,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,LLSS,10,0.6277958069141742,0.1716791580157575,0.6666666666666666,0.14285714285714285,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,ElasticNet,10,0.6180484975342118,0.1506971882980597,0.6666666666666666,0.1111111111111111,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,LongGroupLasso,10,0.6141932108707618,0.14358022864700978,0.6666666666666666,0.25,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Lasso,10,0.6110913902424107,0.1535853296802013,0.6666666666666666,0.18181818181818182,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,RandomForest,10,0.5805868172643683,0.1558727986414852,0.5384615384615384,0.25,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,mRMR,10,0.5711435747925544,0.13888619855788809,0.5384615384615384,0.14285714285714285,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,OutcomeSNN-FS,10,0.5516149537537293,0.12328296114224481,0.5384615384615384,0.25,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,SNN-FS,10,0.5481009602642256,0.13448916748003475,0.5384615384615384,0.18181818181818182,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Stabl-RP,10,0.5362970892253005,0.14228487567998785,0.5384615384615384,0.15384615384615385,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,Boruta,10,0.5330193425621997,0.14152997820403915,0.5384615384615384,0.18181818181818182,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,StabilitySelection,10,0.529307649693244,0.13005663544473287,0.5384615384615384,0.08333333333333333,1.0,6125,50,5
KARE_STATUS,KARE,Korea KARE,regression,MutualInfo,10,0.25713409967103024,0.09872406458022377,0.25,0.0,0.6666666666666666,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,LongGroupLasso,3,0.38920816326530616,0.2780321406947064,0.5,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,LLSS,3,0.37551020408163266,0.2804093683916723,0.5,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,mRMR,3,0.28168163265306123,0.22759666416450433,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,ElasticNet,3,0.2811265306122449,0.22530124508104946,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,RandomForest,3,0.27110204081632655,0.2143165664704867,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,StabilitySelection,3,0.26424489795918366,0.2128580790832305,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,MutualInfo,3,0.24089795918367346,0.22564410355046952,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,SNN-FS,3,0.21467755102040817,0.20319560360686356,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Lasso,3,0.20078367346938775,0.19867960545807165,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,OutcomeSNN-FS,3,0.19991836734693877,0.2071351187287884,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Boruta,3,0.19688163265306124,0.19193845933627526,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Stabl-RP,3,0.16893061224489797,0.1839393552218923,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,LLSS,5,0.4055152575315841,0.23532999442182612,0.42857142857142855,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,LongGroupLasso,5,0.3901878846776805,0.22799312878795588,0.42857142857142855,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,MutualInfo,5,0.30939423388402976,0.20782856801404778,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,mRMR,5,0.3006020084224166,0.20712280935212174,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,StabilitySelection,5,0.29491558147068353,0.17437372691780328,0.25,0.0,1.0,6125,50,5
