Scope,TaskType,Metric,MethodA,MethodB,MeanDifference_AminusB_oriented,MedianDifference_AminusB_oriented,NPairedRepeats,PValue,PValueHolmWithinTask
GSE41848_MS,classification,AUROC,Stabl-RP,RandomForest,-0.015935897435897434,-0.016764601139601154,50,0.0021981232450851707,0.11869865523459922
GSE41848_MS,classification,AUROC,Stabl-RP,MutualInfo,0.05359223646723647,0.05383725071225065,50,7.65609797781508e-12,6.507683281142818e-10
GSE41848_MS,classification,AUROC,Stabl-RP,Boruta,-0.02878311965811967,-0.033903133903133875,50,6.710043898294771e-08,5.233834240669921e-06
GSE41848_MS,classification,AUROC,Stabl-RP,mRMR,-0.022283831908831892,-0.024367877492877388,50,2.191284211150446e-05,0.0015558117899168167
GSE41848_MS,classification,AUROC,Stabl-RP,SNN-FS,-0.015397435897435904,-0.012179487179487192,50,0.0022762251098509267,0.12063993082209912
GSE41848_MS,classification,AUROC,Stabl-RP,OutcomeSNN-FS,-0.02639316239316238,-0.026442307692307765,50,6.010637926934237e-06,0.00044478720659313353
GSE41848_MS,classification,AUROC,Stabl-RP,glmmLasso,-0.012742165242165237,-0.012028133903133842,50,0.008770301774992691,0.4209744851996492
GSE41848_MS,classification,AUROC,Stabl-RP,PGEE,-0.017934472934472943,-0.016737891737891808,50,0.0005197343287284574,0.03274326270989282
GSE41848_MS,classification,AUROC,LongGroupLasso,LLSS,0.010070868945868944,0.010523504273504292,50,0.10737600575610173,1.0
GSE41848_MS,classification,AUROC,LongGroupLasso,RandomForest,-0.004344373219373221,-0.007220441595441607,50,0.2999546071877397,1.0
GSE41848_MS,classification,AUROC,LongGroupLasso,MutualInfo,0.0651837606837607,0.0695601851851852,50,1.616786704516926e-10,1.3419329647490486e-08
GSE41848_MS,classification,AUROC,LongGroupLasso,Boruta,-0.01719159544159546,-0.010389957264957339,50,0.010235000033251859,0.4708100015295855
GSE41848_MS,classification,AUROC,LongGroupLasso,mRMR,-0.010692307692307682,-0.007754629629629584,50,0.05803543429142444,1.0
GSE41848_MS,classification,AUROC,LongGroupLasso,SNN-FS,-0.0038059116809116933,-0.004220085470085622,50,0.5335711137818162,1.0
GSE41848_MS,classification,AUROC,LongGroupLasso,OutcomeSNN-FS,-0.01480163817663817,-0.01305199430199433,50,0.0013800985654270903,0.08418601249105251
GSE41848_MS,classification,AUROC,LongGroupLasso,glmmLasso,-0.001150641025641026,0.002261396011396133,50,0.969474172425139,1.0
GSE41848_MS,classification,AUROC,LongGroupLasso,PGEE,-0.006342948717948731,0.0015046296296297168,50,0.4843032319103049,1.0
GSE41848_MS,classification,AUROC,LLSS,RandomForest,-0.014415242165242165,-0.01739672364672351,50,0.002896310240339872,0.15060813249767335
GSE41848_MS,classification,AUROC,LLSS,MutualInfo,0.055112891737891745,0.0542200854700855,50,1.34718902700115e-11,1.131638782680966e-09
GSE41848_MS,classification,AUROC,LLSS,Boruta,-0.0272624643874644,-0.02549857549857565,50,1.507920117660433e-07,1.1610984905985333e-05
GSE41848_MS,classification,AUROC,LLSS,mRMR,-0.02076317663817662,-0.020290242165242056,50,0.0015962870115284744,0.09258464666865152
GSE41848_MS,classification,AUROC,LLSS,SNN-FS,-0.013876780626780638,-0.020708689458689478,50,0.003913313547160513,0.19566567735802565
GSE41848_MS,classification,AUROC,LLSS,OutcomeSNN-FS,-0.024872507122507114,-0.028579059829059783,50,7.111603951059919e-06,0.0005191470884273741
GSE41848_MS,classification,AUROC,LLSS,glmmLasso,-0.01122150997150997,-0.012001424501424496,50,0.043975372036140215,1.0
GSE41848_MS,classification,AUROC,LLSS,PGEE,-0.016413817663817675,-0.01856303418803429,50,0.001539555129280501,0.09083375262754956
GSE41848_MS,classification,AUROC,RandomForest,MutualInfo,0.0695281339031339,0.07215099715099721,50,1.5588051849655002e-09,1.2314560961227453e-07
GSE41848_MS,classification,AUROC,RandomForest,Boruta,-0.012847222222222239,-0.008831908831908819,50,0.014479791748943427,0.6515906287024542
GSE41848_MS,classification,AUROC,RandomForest,mRMR,-0.00634793447293446,-0.0009704415954415735,50,0.2695104487517437,1.0
GSE41848_MS,classification,AUROC,RandomForest,SNN-FS,0.0005384615384615277,-0.0032496438746438816,50,0.9923668279164506,1.0
GSE41848_MS,classification,AUROC,RandomForest,OutcomeSNN-FS,-0.010457264957264949,-0.009107905982906006,50,0.05178623002471738,1.0
GSE41848_MS,classification,AUROC,RandomForest,glmmLasso,0.003193732193732195,0.005680199430199373,50,0.5335711137818162,1.0
GSE41848_MS,classification,AUROC,RandomForest,PGEE,-0.00199857549857551,-0.006899928774928676,50,0.5854692114990185,1.0
GSE41848_MS,classification,AUROC,MutualInfo,Boruta,-0.08237535612535617,-0.08069800569800578,50,1.7763568394002505e-15,1.616484723854228e-13
GSE41848_MS,classification,AUROC,MutualInfo,mRMR,-0.07587606837606836,-0.07394052706552712,50,8.27706850617583e-10,6.704425490002422e-08
GSE41848_MS,classification,AUROC,MutualInfo,SNN-FS,-0.06898967236467238,-0.06455662393162387,50,3.0890845437170356e-12,2.6566127075966506e-10
GSE41848_MS,classification,AUROC,MutualInfo,OutcomeSNN-FS,-0.07998539886039886,-0.08016381766381758,50,1.2434497875801753e-13,1.0942358130705543e-11
GSE41848_MS,classification,AUROC,MutualInfo,glmmLasso,-0.06633440170940172,-0.06966702279202269,50,5.861977570020827e-14,5.217160037318536e-12
GSE41848_MS,classification,AUROC,MutualInfo,PGEE,-0.07152670940170942,-0.07013888888888886,50,3.552713678800501e-15,3.197442310920451e-13
GSE41848_MS,classification,AUROC,Boruta,mRMR,0.006499287749287779,0.0005341880341880878,50,0.4262959591146398,1.0
GSE41848_MS,classification,AUROC,Boruta,SNN-FS,0.013385683760683767,0.012642450142450024,50,0.01958777690517799,0.8618621838278315
GSE41848_MS,classification,AUROC,Boruta,OutcomeSNN-FS,0.00238995726495729,0.0037393162393162815,50,0.5526669770606443,1.0
GSE41848_MS,classification,AUROC,Boruta,glmmLasso,0.016040954415954434,0.02053062678062678,50,0.0020406023145530493,0.1122331273004177
GSE41848_MS,classification,AUROC,Boruta,PGEE,0.01084864672364673,0.019043803418803462,50,0.008848884696840642,0.4209744851996492
GSE41848_MS,classification,AUROC,mRMR,SNN-FS,0.006886396011395988,0.0010416666666666075,50,0.27372721377670217,1.0
GSE41848_MS,classification,AUROC,mRMR,OutcomeSNN-FS,-0.004109330484330489,-0.005484330484330446,50,0.4723763440876976,1.0
GSE41848_MS,classification,AUROC,mRMR,glmmLasso,0.009541666666666655,0.012535612535612473,50,0.033687793845592395,1.0
GSE41848_MS,classification,AUROC,mRMR,PGEE,0.00434935897435895,-0.0014779202279204262,50,0.4547879869752496,1.0
GSE41848_MS,classification,AUROC,SNN-FS,OutcomeSNN-FS,-0.010995726495726476,-0.01164529914529927,50,0.027545164283727885,1.0
GSE41848_MS,classification,AUROC,SNN-FS,glmmLasso,0.002655270655270667,0.002305911680911543,50,0.3325668996889135,1.0
GSE41848_MS,classification,AUROC,SNN-FS,PGEE,-0.0025370370370370377,-0.0018607549857549421,50,0.559104623193516,1.0
GSE41848_MS,classification,AUROC,OutcomeSNN-FS,glmmLasso,0.013650997150997143,0.01946225071225066,50,0.026848578410895385,1.0
GSE41848_MS,classification,AUROC,OutcomeSNN-FS,PGEE,0.008458689458689439,0.012544515669515588,50,0.1156045718231283,1.0
GSE41848_MS,classification,AUROC,glmmLasso,PGEE,-0.005192307692307705,-0.006525997150997165,50,0.03205348601661129,1.0
GSE41849_MS,classification,AUROC,Lasso,ElasticNet,0.025519999999999998,0.01666666666666672,50,0.02242016338815764,0.7174452284210445
GSE41849_MS,classification,AUROC,Lasso,StabilitySelection,-0.03336,-0.03199999999999997,50,0.0025145767577028147,0.10812680058122104
GSE41849_MS,classification,AUROC,Lasso,Stabl-RP,-0.1488266666666667,-0.15000000000000002,50,8.275205653270656e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,LongGroupLasso,-0.14970666666666668,-0.15133333333333338,50,8.023852197739538e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,LLSS,-0.1658666666666667,-0.16800000000000004,50,7.536449388836203e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,RandomForest,-0.12864000000000003,-0.11933333333333324,50,9.057904604701287e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,MutualInfo,-0.15536,-0.16333333333333339,50,7.555220876380673e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,Boruta,-0.14000000000000004,-0.1346666666666667,50,7.555220876380673e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,mRMR,-0.15605333333333335,-0.14266666666666666,50,1.7763568394002505e-15,1.616484723854228e-13
GSE41849_MS,classification,AUROC,Lasso,SNN-FS,-0.03509333333333333,-0.037333333333333274,50,0.0011219269545492264,0.049364786000165965
GSE41849_MS,classification,AUROC,Lasso,OutcomeSNN-FS,-0.13448000000000002,-0.1246666666666667,50,1.0862799019512569e-09,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,glmmLasso,-0.14621333333333333,-0.14133333333333337,50,9.063995250059829e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Lasso,PGEE,-0.14434666666666668,-0.13266666666666665,50,7.550097219539461e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,StabilitySelection,-0.05888,-0.07400000000000007,50,4.6323323764196236e-05,0.002223519540681419
GSE41849_MS,classification,AUROC,ElasticNet,Stabl-RP,-0.17434666666666668,-0.1733333333333334,50,3.552713678800501e-15,3.197442310920451e-13
GSE41849_MS,classification,AUROC,ElasticNet,LongGroupLasso,-0.17522666666666667,-0.18200000000000005,50,8.029280680234973e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,LLSS,-0.1913866666666667,-0.192,50,7.551804758280675e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,RandomForest,-0.15416000000000002,-0.14933333333333337,50,8.027470819789997e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,MutualInfo,-0.18088000000000004,-0.18733333333333335,50,7.550097219539461e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,Boruta,-0.16552000000000003,-0.16799999999999998,50,7.550097219539461e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,mRMR,-0.18157333333333334,-0.16866666666666663,50,7.553512643873762e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,SNN-FS,-0.06061333333333332,-0.04666666666666669,50,2.9158255783853097e-05,0.0014579127891926548
GSE41849_MS,classification,AUROC,ElasticNet,OutcomeSNN-FS,-0.16,-0.17333333333333334,50,8.027470819789997e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,glmmLasso,-0.17173333333333335,-0.17199999999999993,50,9.053846214817168e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,ElasticNet,PGEE,-0.1698666666666667,-0.17133333333333334,50,7.553512643873762e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,Stabl-RP,-0.11546666666666669,-0.10866666666666663,50,8.532308998540055e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,LongGroupLasso,-0.11634666666666668,-0.11199999999999999,50,7.548390027588035e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,LLSS,-0.13250666666666666,-0.1279999999999999,50,9.063995250059829e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,RandomForest,-0.09528,-0.09133333333333343,50,2.4675916403146976e-09,1.2831476529636427e-07
GSE41849_MS,classification,AUROC,StabilitySelection,MutualInfo,-0.12200000000000003,-0.1193333333333334,50,8.027470819789997e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,Boruta,-0.10664000000000001,-0.09466666666666673,50,1.7104272908725732e-09,9.065264641624637e-08
GSE41849_MS,classification,AUROC,StabilitySelection,mRMR,-0.12269333333333336,-0.1166666666666667,50,7.551804758280675e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,SNN-FS,-0.0017333333333333267,0.007999999999999952,50,0.8506850558650346,1.0
GSE41849_MS,classification,AUROC,StabilitySelection,OutcomeSNN-FS,-0.10112,-0.09400000000000003,50,9.923725261244087e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,glmmLasso,-0.11285333333333333,-0.10266666666666674,50,8.023852197739538e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,StabilitySelection,PGEE,-0.11098666666666668,-0.10533333333333333,50,1.1185571909067585e-09,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Stabl-RP,LongGroupLasso,-0.0008799999999999985,-0.0019999999999999463,50,0.7660799825326071,1.0
GSE41849_MS,classification,AUROC,Stabl-RP,LLSS,-0.017040000000000003,-0.01800000000000007,50,0.004141770208557663,0.17395434875942184
GSE41849_MS,classification,AUROC,Stabl-RP,RandomForest,0.020186666666666655,0.015333333333333365,50,0.015852512848585795,0.5302290774392703
GSE41849_MS,classification,AUROC,Stabl-RP,MutualInfo,-0.006533333333333342,-0.014666666666666661,50,0.12190582480029642,1.0
GSE41849_MS,classification,AUROC,Stabl-RP,Boruta,0.008826666666666663,0.012000000000000066,50,0.21477296949315716,1.0
GSE41849_MS,classification,AUROC,Stabl-RP,mRMR,-0.007226666666666682,-0.011333333333333417,50,0.3084638856459433,1.0
GSE41849_MS,classification,AUROC,Stabl-RP,SNN-FS,0.11373333333333335,0.11133333333333328,50,8.025661325646563e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,Stabl-RP,OutcomeSNN-FS,0.014346666666666666,0.017333333333333256,50,0.01275053722204329,0.44626880277151515
GSE41849_MS,classification,AUROC,Stabl-RP,glmmLasso,0.002613333333333323,0.00599999999999995,50,0.3955930017624528,1.0
GSE41849_MS,classification,AUROC,Stabl-RP,PGEE,0.004479999999999995,0.0033333333333332993,50,0.3532536954005915,1.0
GSE41849_MS,classification,AUROC,LongGroupLasso,LLSS,-0.016160000000000004,-0.013333333333333364,50,0.02272736281655929,0.7174452284210445
GSE41849_MS,classification,AUROC,LongGroupLasso,RandomForest,0.021066666666666657,0.023999999999999966,50,0.006039610083264192,0.2295051831640393
GSE41849_MS,classification,AUROC,LongGroupLasso,MutualInfo,-0.0056533333333333435,-0.006666666666666599,50,0.40640857517690365,1.0
GSE41849_MS,classification,AUROC,LongGroupLasso,Boruta,0.009706666666666662,0.015999999999999903,50,0.09206290063719155,1.0
GSE41849_MS,classification,AUROC,LongGroupLasso,mRMR,-0.006346666666666683,-0.006000000000000061,50,0.2466814981191151,1.0
GSE41849_MS,classification,AUROC,LongGroupLasso,SNN-FS,0.11461333333333334,0.12266666666666665,50,8.273343176749264e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,LongGroupLasso,OutcomeSNN-FS,0.015226666666666664,0.02200000000000002,50,0.007562253875847072,0.27980339340634164
GSE41849_MS,classification,AUROC,LongGroupLasso,glmmLasso,0.003493333333333322,0.005333333333333301,50,0.47796588164133647,1.0
GSE41849_MS,classification,AUROC,LongGroupLasso,PGEE,0.005359999999999993,0.0033333333333332993,50,0.5177615165462306,1.0
GSE41849_MS,classification,AUROC,LLSS,RandomForest,0.03722666666666666,0.04466666666666669,50,3.241727387181166e-05,0.0015884464197187713
GSE41849_MS,classification,AUROC,LLSS,MutualInfo,0.010506666666666662,0.004666666666666708,50,0.14385718852178378,1.0
GSE41849_MS,classification,AUROC,LLSS,Boruta,0.02586666666666667,0.03199999999999992,50,0.0001399088547747166,0.006575716174411679
GSE41849_MS,classification,AUROC,LLSS,mRMR,0.009813333333333323,0.019333333333333313,50,0.09467457483524737,1.0
GSE41849_MS,classification,AUROC,LLSS,SNN-FS,0.13077333333333332,0.12533333333333335,50,8.025661325646563e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,LLSS,OutcomeSNN-FS,0.031386666666666674,0.026000000000000023,50,2.2068607666354497e-05,0.0011254989909840795
GSE41849_MS,classification,AUROC,LLSS,glmmLasso,0.019653333333333328,0.016000000000000014,50,0.00928543236318837,0.3342755650747813
GSE41849_MS,classification,AUROC,LLSS,PGEE,0.02152,0.023999999999999966,50,0.000507690830363788,0.02335377819673425
GSE41849_MS,classification,AUROC,RandomForest,MutualInfo,-0.026719999999999997,-0.026666666666666672,50,0.004401109069100142,0.1804454718331058
GSE41849_MS,classification,AUROC,RandomForest,Boruta,-0.011359999999999995,-0.014666666666666606,50,0.048347359786063054,1.0
GSE41849_MS,classification,AUROC,RandomForest,mRMR,-0.02741333333333334,-0.026666666666666672,50,0.000567130873150302,0.025520889291763587
GSE41849_MS,classification,AUROC,RandomForest,SNN-FS,0.09354666666666671,0.09333333333333338,50,9.049789456544107e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,RandomForest,OutcomeSNN-FS,-0.005839999999999992,-0.010666666666666658,50,0.40642224297548246,1.0
GSE41849_MS,classification,AUROC,RandomForest,glmmLasso,-0.017573333333333337,-0.01266666666666666,50,0.07892145972303355,1.0
GSE41849_MS,classification,AUROC,RandomForest,PGEE,-0.01570666666666666,-0.0033333333333332993,50,0.06868612750538833,1.0
GSE41849_MS,classification,AUROC,MutualInfo,Boruta,0.015360000000000006,0.018000000000000016,50,0.015594972865860892,0.5302290774392703
GSE41849_MS,classification,AUROC,MutualInfo,mRMR,-0.0006933333333333391,-0.0019999999999998908,50,0.857547770520267,1.0
GSE41849_MS,classification,AUROC,MutualInfo,SNN-FS,0.1202666666666667,0.1133333333333334,50,9.338688224427828e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,MutualInfo,OutcomeSNN-FS,0.02088000000000001,0.02133333333333337,50,0.005427940563774312,0.21711762255097247
GSE41849_MS,classification,AUROC,MutualInfo,glmmLasso,0.009146666666666666,-0.0006666666666667043,50,0.29855492421174856,1.0
GSE41849_MS,classification,AUROC,MutualInfo,PGEE,0.011013333333333337,0.013333333333333308,50,0.11009702115431008,1.0
GSE41849_MS,classification,AUROC,Boruta,mRMR,-0.016053333333333343,-0.01933333333333337,50,0.029663169057814222,0.8898950717344266
GSE41849_MS,classification,AUROC,Boruta,SNN-FS,0.10490666666666668,0.10666666666666669,50,1.4669572134596284e-09,8.068264674027957e-08
GSE41849_MS,classification,AUROC,Boruta,OutcomeSNN-FS,0.005520000000000002,-0.0026666666666667616,50,0.6709978616910459,1.0
GSE41849_MS,classification,AUROC,Boruta,glmmLasso,-0.00621333333333334,0.0006666666666666488,50,0.42738258038708754,1.0
GSE41849_MS,classification,AUROC,Boruta,PGEE,-0.004346666666666668,-0.007333333333333358,50,0.5624200248101605,1.0
GSE41849_MS,classification,AUROC,mRMR,SNN-FS,0.12096000000000001,0.1173333333333334,50,7.551804758280675e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,mRMR,OutcomeSNN-FS,0.021573333333333347,0.018666666666666665,50,0.005769897789429264,0.22502601378774129
GSE41849_MS,classification,AUROC,mRMR,glmmLasso,0.009840000000000005,0.01200000000000001,50,0.09969202279932596,1.0
GSE41849_MS,classification,AUROC,mRMR,PGEE,0.011706666666666676,0.01866666666666672,50,0.11897167396020028,1.0
GSE41849_MS,classification,AUROC,SNN-FS,OutcomeSNN-FS,-0.09938666666666669,-0.09666666666666662,50,1.0867623080503283e-09,6.70743995606422e-08
GSE41849_MS,classification,AUROC,SNN-FS,glmmLasso,-0.11112000000000004,-0.11866666666666664,50,1.5581260292390283e-09,8.413880557890753e-08
GSE41849_MS,classification,AUROC,SNN-FS,PGEE,-0.10925333333333334,-0.1113333333333334,50,7.551804758280675e-10,6.70743995606422e-08
GSE41849_MS,classification,AUROC,OutcomeSNN-FS,glmmLasso,-0.011733333333333342,-0.011999999999999955,50,0.04554837882279342,1.0
GSE41849_MS,classification,AUROC,OutcomeSNN-FS,PGEE,-0.00986666666666667,-0.00666666666666671,50,0.19939664679271307,1.0
GSE41849_MS,classification,AUROC,glmmLasso,PGEE,0.001866666666666672,0.004666666666666652,50,0.6851384453325535,1.0
GSE48023_H1N1,regression,RMSE,Lasso,ElasticNet,-0.016472959106112683,-0.016697857790108683,50,0.0003107899432901462,0.01305317761818614
GSE48023_H1N1,regression,RMSE,Lasso,StabilitySelection,-0.00012914949233800766,-0.004858078707442148,50,0.8332778036429911,1.0
GSE48023_H1N1,regression,RMSE,Lasso,Stabl-RP,-0.06954451103558053,-0.06761126302325593,50,4.4941828036826337e-13,4.134648179388023e-11
GSE48023_H1N1,regression,RMSE,Lasso,LongGroupLasso,-0.014783166748765769,-0.01601270842749214,50,0.008085622213709343,0.25873991083869896
GSE48023_H1N1,regression,RMSE,Lasso,LLSS,-0.06395703473625503,-0.06333465114416303,50,4.440892098500626e-14,4.263256414560601e-12
GSE48023_H1N1,regression,RMSE,Lasso,RandomForest,0.00014344738151126802,-0.006008092535228937,50,0.9923668279164506,1.0
GSE48023_H1N1,regression,RMSE,Lasso,MutualInfo,-0.04091932953009149,-0.0437212805924031,50,5.572207957271758e-07,3.510491013081207e-05
GSE48023_H1N1,regression,RMSE,Lasso,Boruta,-0.0060202612644143505,-0.008163845296550232,50,0.1406841997467243,1.0
GSE48023_H1N1,regression,RMSE,Lasso,mRMR,-0.04695671700005736,-0.0446489820879824,50,1.4492140820721033e-09,1.1303869840162406e-07
GSE48023_H1N1,regression,RMSE,Lasso,SNN-FS,-0.0036418631262137733,-0.00278507693984531,50,0.5398998476772991,1.0
GSE48023_H1N1,regression,RMSE,Lasso,OutcomeSNN-FS,-0.010058592657706264,-0.008948900134591153,50,0.023585311964122724,0.683974046959559
GSE48023_H1N1,regression,RMSE,Lasso,geeVerse,-0.07286297795156212,-0.07320412363885176,50,1.7763568394002505e-15,1.865174681370263e-13
GSE48023_H1N1,regression,RMSE,Lasso,glmmLasso,-0.033968192944244885,-0.024970404653039124,50,1.3054913772236887e-07,8.746792227398714e-06
GSE48023_H1N1,regression,RMSE,Lasso,PGEE,-0.038872279785145195,-0.03597584407736376,50,7.798730550234723e-08,5.459111385164306e-06
GSE48023_H1N1,regression,RMSE,ElasticNet,StabilitySelection,0.016343809613774674,0.012502036146573414,50,0.007380741603101981,0.24356447290236538
GSE48023_H1N1,regression,RMSE,ElasticNet,Stabl-RP,-0.05307155192946786,-0.05424057914625757,50,9.07522945681194e-11,7.4416881545857905e-09
GSE48023_H1N1,regression,RMSE,ElasticNet,LongGroupLasso,0.0016897923573469154,0.0015299640108387136,50,0.9010179923007229,1.0
GSE48023_H1N1,regression,RMSE,ElasticNet,LLSS,-0.04748407563014235,-0.04726422324487056,50,3.489741828843762e-10,2.756896044786572e-08
GSE48023_H1N1,regression,RMSE,ElasticNet,RandomForest,0.016616406487623952,0.013599052167622472,50,0.002614123910062105,0.09933670858235999
GSE48023_H1N1,regression,RMSE,ElasticNet,MutualInfo,-0.02444637042397881,-0.02446370895852057,50,0.0007261627070427323,0.029046508281709293
GSE48023_H1N1,regression,RMSE,ElasticNet,Boruta,0.010452697841698333,0.01417577119570368,50,0.04944640680060175,1.0
GSE48023_H1N1,regression,RMSE,ElasticNet,mRMR,-0.030483757893944675,-0.031614475267246034,50,7.946967700789287e-06,0.0004132423204410429
GSE48023_H1N1,regression,RMSE,ElasticNet,SNN-FS,0.01283109597989891,0.009027135629384175,50,0.0035436448551049438,0.13111485963888292
GSE48023_H1N1,regression,RMSE,ElasticNet,OutcomeSNN-FS,0.006414366448406419,0.004675434638800824,50,0.18768390417341507,1.0
GSE48023_H1N1,regression,RMSE,ElasticNet,geeVerse,-0.056390018845449426,-0.0544346219198254,50,3.6148861681795097e-12,3.1449509663161734e-10
GSE48023_H1N1,regression,RMSE,ElasticNet,glmmLasso,-0.017495233838132198,-0.015473931838746346,50,0.0035436448551049438,0.13111485963888292
GSE48023_H1N1,regression,RMSE,ElasticNet,PGEE,-0.02239932067903251,-0.020933687990698835,50,0.0010251160635235124,0.03997952647741698
GSE48023_H1N1,regression,RMSE,StabilitySelection,Stabl-RP,-0.06941536154324252,-0.06787591596823062,50,1.7687185049908294e-11,1.4857235441922967e-09
GSE48023_H1N1,regression,RMSE,StabilitySelection,LongGroupLasso,-0.014654017256427761,-0.018590063110567767,50,0.017575449774248852,0.5448389430017144
GSE48023_H1N1,regression,RMSE,StabilitySelection,LLSS,-0.06382788524391701,-0.06663236186715771,50,1.3535839116229909e-12,1.2182255204606918e-10
GSE48023_H1N1,regression,RMSE,StabilitySelection,RandomForest,0.00027259687384927566,0.0015677729957943587,50,0.9923668279164506,1.0
GSE48023_H1N1,regression,RMSE,StabilitySelection,MutualInfo,-0.04079018003775348,-0.03890405170780409,50,3.486415511844143e-07,2.2313059275802516e-05
GSE48023_H1N1,regression,RMSE,StabilitySelection,Boruta,-0.005891111772076343,-0.008182028114674389,50,0.2260100302518655,1.0
GSE48023_H1N1,regression,RMSE,StabilitySelection,mRMR,-0.046827567507719346,-0.03887676634932802,50,5.802245794939154e-09,4.4677292621031484e-07
GSE48023_H1N1,regression,RMSE,StabilitySelection,SNN-FS,-0.003512713633875766,-0.003532545289575695,50,0.5148085516941183,1.0
GSE48023_H1N1,regression,RMSE,StabilitySelection,OutcomeSNN-FS,-0.009929443165368257,-0.009953399463321189,50,0.06780369678404519,1.0
GSE48023_H1N1,regression,RMSE,StabilitySelection,geeVerse,-0.0727338284592241,-0.0653342149447177,50,8.881784197001252e-15,8.970602038971265e-13
GSE48023_H1N1,regression,RMSE,StabilitySelection,glmmLasso,-0.03383904345190687,-0.03864784154613665,50,2.2310435863204248e-06,0.00012940052800658464
GSE48023_H1N1,regression,RMSE,StabilitySelection,PGEE,-0.03874313029280719,-0.04545480878638253,50,9.979758868183808e-07,6.187450498273961e-05
GSE48023_H1N1,regression,RMSE,Stabl-RP,LongGroupLasso,0.05476134428681476,0.05419950129901108,50,3.0020430585864233e-13,2.7919000444853737e-11
GSE48023_H1N1,regression,RMSE,Stabl-RP,LLSS,0.005587476299325509,0.009901735106410348,50,0.054216182330456775,1.0
GSE48023_H1N1,regression,RMSE,Stabl-RP,RandomForest,0.06968795841709179,0.07038645895217588,50,1.7763568394002505e-15,1.865174681370263e-13
GSE48023_H1N1,regression,RMSE,Stabl-RP,MutualInfo,0.028625181505489036,0.02125279575240102,50,1.0451820186219152e-05,0.0005330428294971767
GSE48023_H1N1,regression,RMSE,Stabl-RP,Boruta,0.06352424977116618,0.06189307860060811,50,2.433608869978343e-13,2.2875923377796425e-11
GSE48023_H1N1,regression,RMSE,Stabl-RP,mRMR,0.02258779403552317,0.021252518966555556,50,5.374574670646837e-05,0.0025260500952040132
GSE48023_H1N1,regression,RMSE,Stabl-RP,SNN-FS,0.06590264790936676,0.06930167517245966,50,2.239985974483716e-12,1.993587517290507e-10
GSE48023_H1N1,regression,RMSE,Stabl-RP,OutcomeSNN-FS,0.05948591837787427,0.05236898290463621,50,2.6343371928305714e-12,2.3182167296909029e-10
GSE48023_H1N1,regression,RMSE,Stabl-RP,geeVerse,-0.0033184669159815796,-0.00432544806705748,50,0.6390094850461736,1.0
GSE48023_H1N1,regression,RMSE,Stabl-RP,glmmLasso,0.03557631809133565,0.037337164142405066,50,3.348859145546612e-08,2.478155767704493e-06
GSE48023_H1N1,regression,RMSE,Stabl-RP,PGEE,0.030672231250435337,0.02825622661992988,50,2.4721383162784605e-07,1.6068899055809993e-05
GSE48023_H1N1,regression,RMSE,LongGroupLasso,LLSS,-0.04917386798748925,-0.04798126440904338,50,1.5631940186722204e-13,1.4850343177386094e-11
GSE48023_H1N1,regression,RMSE,LongGroupLasso,RandomForest,0.014926614130277037,0.017658184385107467,50,0.005758302166270823,0.195782273653208
