Scope,TaskType,Metric,MethodA,MethodB,MeanDifference_AminusB_oriented,MedianDifference_AminusB_oriented,NPairedRepeats,PValue,PValueHolmWithinTask
BRIST1D,regression,RMSE,LongGroupLasso,PGEE,-0.07403281986628381,-0.0676777272610023,50,3.0020430585864233e-13,2.7919000444853737e-11
BRIST1D,regression,RMSE,LLSS,RandomForest,0.016898300299275797,0.011716677618740956,50,7.500770700019643e-05,0.004800493248012572
BRIST1D,regression,RMSE,LLSS,MutualInfo,0.008141533320779125,0.003714770448314475,50,0.06207125225267518,1.0
BRIST1D,regression,RMSE,LLSS,Boruta,0.017325759208283036,0.01583986172739882,50,0.0008475708983652908,0.04746397030845628
BRIST1D,regression,RMSE,LLSS,mRMR,0.0034726137641230715,0.005273655946656519,50,0.5786292137562761,1.0
BRIST1D,regression,RMSE,LLSS,SNN-FS,0.017398475993221085,0.019880712448912652,50,0.0007549339759211904,0.04303123662750785
BRIST1D,regression,RMSE,LLSS,OutcomeSNN-FS,0.017922619626298108,0.015242872533816731,50,0.0005294876867694143,0.031239773519395442
BRIST1D,regression,RMSE,LLSS,geeVerse,-0.041937573226136796,-0.03441346147280755,50,4.56562391448756e-07,3.104624261851541e-05
BRIST1D,regression,RMSE,LLSS,glmmLasso,-0.03825819089933869,-0.03400808213218953,50,2.434094703573919e-08,1.7038662925017434e-06
BRIST1D,regression,RMSE,LLSS,PGEE,-0.0677016787781028,-0.05383357600896521,50,2.433608869978343e-13,2.2875923377796425e-11
BRIST1D,regression,RMSE,RandomForest,MutualInfo,-0.008756766978496673,-0.007543077470638537,50,0.00784436585604098,0.3137746342416392
BRIST1D,regression,RMSE,RandomForest,Boruta,0.0004274589090072389,0.00026582723628998384,50,0.7594325529338448,1.0
BRIST1D,regression,RMSE,RandomForest,mRMR,-0.013425686535152725,-0.010782555526401283,50,0.0004153236253312542,0.024919417519875253
BRIST1D,regression,RMSE,RandomForest,SNN-FS,0.0005001756939452883,0.003931020637759297,50,0.7376605378038441,1.0
BRIST1D,regression,RMSE,RandomForest,OutcomeSNN-FS,0.0010243193270223117,-0.005441322568062512,50,0.81837027658068,1.0
BRIST1D,regression,RMSE,RandomForest,geeVerse,-0.058835873525412585,-0.0524630542236163,50,1.9539925233402755e-13,1.8562928971732617e-11
BRIST1D,regression,RMSE,RandomForest,glmmLasso,-0.05515649119861449,-0.05479101101573769,50,9.769962616701378e-14,9.379164112033322e-12
BRIST1D,regression,RMSE,RandomForest,PGEE,-0.0845999790773786,-0.08127289467880561,50,3.552713678800501e-15,3.659295089164516e-13
BRIST1D,regression,RMSE,MutualInfo,Boruta,0.009184225887503911,0.012208298658519912,50,0.01186723909238907,0.45095508551078467
BRIST1D,regression,RMSE,MutualInfo,mRMR,-0.0046689195566560525,-0.00127509226488276,50,0.2373529877703877,1.0
BRIST1D,regression,RMSE,MutualInfo,SNN-FS,0.00925694267244196,0.006406541474316185,50,0.005758302166270823,0.2476069931496454
BRIST1D,regression,RMSE,MutualInfo,OutcomeSNN-FS,0.009781086305518985,0.002701305775838714,50,0.0069413795797625966,0.29153794235002906
BRIST1D,regression,RMSE,MutualInfo,geeVerse,-0.05007910654691592,-0.04733778274896783,50,2.81308842886574e-09,2.0816854373606475e-07
BRIST1D,regression,RMSE,MutualInfo,glmmLasso,-0.046399724220117816,-0.04498700344254036,50,6.535714192068554e-10,4.967142785972101e-08
BRIST1D,regression,RMSE,MutualInfo,PGEE,-0.07584321209888192,-0.06913935260941384,50,3.6770586575585185e-13,3.382893964953837e-11
BRIST1D,regression,RMSE,Boruta,mRMR,-0.013853145444159965,-0.014704455611795564,50,0.0008806696990912855,0.0484368334500207
BRIST1D,regression,RMSE,Boruta,SNN-FS,7.271678493804945e-05,-0.0003721507520303424,50,0.7594325529338448,1.0
BRIST1D,regression,RMSE,Boruta,OutcomeSNN-FS,0.0005968604180150727,-0.0008061087300672565,50,0.9923668279164506,1.0
BRIST1D,regression,RMSE,Boruta,geeVerse,-0.05926333243441983,-0.058745632473913734,50,2.994404724177002e-11,2.455411873825142e-09
BRIST1D,regression,RMSE,Boruta,glmmLasso,-0.05558395010762173,-0.05595898984016767,50,1.5448975432263978e-11,1.2977139363101742e-09
BRIST1D,regression,RMSE,Boruta,PGEE,-0.08502743798638583,-0.08034612522210327,50,4.440892098500626e-14,4.39648317751562e-12
BRIST1D,regression,RMSE,mRMR,SNN-FS,0.013925862229098014,0.017667725288105673,50,1.2965142769161275e-05,0.0008686645655338054
BRIST1D,regression,RMSE,mRMR,OutcomeSNN-FS,0.014450005862175036,0.012211936911094678,50,0.00035222154756553437,0.021485514401497596
BRIST1D,regression,RMSE,mRMR,geeVerse,-0.045410186990259865,-0.04509771534248952,50,3.7055123414120317e-09,2.667968885816663e-07
BRIST1D,regression,RMSE,mRMR,glmmLasso,-0.04173080466346177,-0.04010131463038247,50,8.22989321136447e-09,5.843224180068773e-07
BRIST1D,regression,RMSE,mRMR,PGEE,-0.07117429254222588,-0.06743253269887639,50,6.590283874174929e-13,5.997158325499186e-11
BRIST1D,regression,RMSE,SNN-FS,OutcomeSNN-FS,0.0005241436330770232,0.00034600769597981085,50,0.9542249738357711,1.0
BRIST1D,regression,RMSE,SNN-FS,geeVerse,-0.059336049219357874,-0.059811627144899404,50,3.6148861681795097e-12,3.1088021046343783e-10
BRIST1D,regression,RMSE,SNN-FS,glmmLasso,-0.05565666689255977,-0.04915505119184005,50,1.1368683772161603e-12,1.0118128557223827e-10
BRIST1D,regression,RMSE,SNN-FS,PGEE,-0.08510015477132388,-0.07774846898549637,50,8.881784197001252e-15,8.970602038971265e-13
BRIST1D,regression,RMSE,OutcomeSNN-FS,geeVerse,-0.05986019285243491,-0.06395669418890615,50,4.3806736016449577e-11,3.5483456173324157e-09
BRIST1D,regression,RMSE,OutcomeSNN-FS,glmmLasso,-0.056180810525636796,-0.05905098003962028,50,1.5448975432263978e-11,1.2977139363101742e-09
BRIST1D,regression,RMSE,OutcomeSNN-FS,PGEE,-0.08562429840440089,-0.07809070097766302,50,4.440892098500626e-14,4.39648317751562e-12
BRIST1D,regression,RMSE,geeVerse,glmmLasso,0.003679382326798106,0.006066484971150143,50,0.35217499509373695,1.0
BRIST1D,regression,RMSE,geeVerse,PGEE,-0.025764105551966003,-0.02062191396351687,50,2.0232171493717033e-10,1.5983415480036456e-08
BRIST1D,regression,RMSE,glmmLasso,PGEE,-0.02944348787876411,-0.025863052861070046,50,2.6378053519238165e-08,1.8200856928274334e-06
FPG,regression,RMSE,Lasso,ElasticNet,-0.10900892352562842,-0.09177192677471524,50,0.0033148150460355907,0.08618519119692536
FPG,regression,RMSE,Lasso,StabilitySelection,3.482515876457729,3.481583033937147,50,1.7763568394002505e-15,1.865174681370263e-13
FPG,regression,RMSE,Lasso,Stabl-RP,-0.2993368412951443,-0.29104451691997824,50,2.630606843467831e-11,1.70989444825409e-09
FPG,regression,RMSE,Lasso,LongGroupLasso,-0.20299415822544695,-0.20041300722853883,50,2.2451841275028528e-08,1.1674957463014835e-06
FPG,regression,RMSE,Lasso,LLSS,-0.2668698420350146,-0.27690092085908447,50,3.0890845437170356e-12,2.1932500260390952e-10
FPG,regression,RMSE,Lasso,RandomForest,-0.1204975382551376,-0.10360958572373846,50,1.8759072675678112e-05,0.0007316038343514464
FPG,regression,RMSE,Lasso,MutualInfo,-0.05110446211100644,-0.033664517772091784,50,0.08226751834101265,1.0
FPG,regression,RMSE,Lasso,Boruta,-0.1333338116407144,-0.12856175129882885,50,4.6469730756726335e-05,0.001672910307242148
FPG,regression,RMSE,Lasso,mRMR,0.06692686295274264,0.08130810797930543,50,0.02237794255729675,0.4251809085886382
FPG,regression,RMSE,Lasso,SNN-FS,-0.004661543178361854,-0.018611286038742847,50,0.8557483168795788,1.0
FPG,regression,RMSE,Lasso,OutcomeSNN-FS,-0.05892125985304844,-0.018375450711983987,50,0.11619549807268115,1.0
FPG,regression,RMSE,Lasso,geeVerse,2.1669600099169686,1.982532886969313,50,2.4868995751603507e-14,1.9397816686250735e-12
FPG,regression,RMSE,Lasso,glmmLasso,-0.23808952568917582,-0.19896149266092955,50,3.863753761379485e-11,2.3955273320552806e-09
FPG,regression,RMSE,Lasso,PGEE,0.015394033553331994,0.002908031658229504,50,0.6806447467771797,1.0
FPG,regression,RMSE,ElasticNet,StabilitySelection,3.591524799983357,3.5779579846923326,50,1.7763568394002505e-15,1.865174681370263e-13
